Herbivore_species;Site;Season;Body_weight;CN;CP;NP;feces_ID;unit;component_name;component_mean
KP;O;S;250;15.20234135;69.42861209;4.566968369;110;mg/g;N;14.53712149
KP;O;S;250;15.20234135;69.42861209;4.566968369;110;mg/g;P;3.183100979
KP;O;S;250;14.55541857;56.29602801;3.867702446;111;mg/g;C;257.7974046
KP;O;S;250;14.55541857;56.29602801;3.867702446;111;mg/g;N;17.71143876
KP;O;S;250;14.55541857;56.29602801;3.867702446;111;mg/g;P;4.579317826
KP;O;S;250;14.12956173;50.16347032;3.55024956;112;mg/g;C;238.8101461
KP;O;S;250;14.12956173;50.16347032;3.55024956;112;mg/g;N;16.9014546
KP;O;S;250;14.12956173;50.16347032;3.55024956;112;mg/g;P;4.760638459
KP;O;S;250;15.21173427;59.87045366;3.935807227;113;mg/g;C;227.611668
KP;O;S;250;15.21173427;59.87045366;3.935807227;113;mg/g;N;14.96290061
KP;O;S;250;15.21173427;59.87045366;3.935807227;113;mg/g;P;3.801736149
KP;O;S;250;13.06083584;51.58640248;3.949701466;114;mg/g;C;258.910407
KP;O;S;250;13.06083584;51.58640248;3.949701466;114;mg/g;N;19.82341789
KP;O;S;250;13.06083584;51.58640248;3.949701466;114;mg/g;P;5.018966133
KP;O;W;250;24.21345983;95.73486641;3.953787153;115;mg/g;C;275.4830287
KP;O;W;250;24.21345983;95.73486641;3.953787153;115;mg/g;N;11.37726829
KP;O;W;250;24.21345983;95.73486641;3.953787153;115;mg/g;P;2.877562157
KP;O;W;250;21.89844443;96.56952249;4.409880473;116;mg/g;C;298.3251503
KP;O;W;250;21.89844443;96.56952249;4.409880473;116;mg/g;N;13.62312064
KP;O;W;250;21.89844443;96.56952249;4.409880473;116;mg/g;P;3.089226731
KP;O;W;250;24.83108013;109.6222786;4.414720503;117;mg/g;C;295.9547851
KP;O;W;250;24.83108013;109.6222786;4.414720503;117;mg/g;N;11.91872377
KP;O;W;250;24.83108013;109.6222786;4.414720503;117;mg/g;P;2.699768596
KP;O;W;250;27.00823937;142.4892463;5.27576953;118;mg/g;C;355.5305469
KP;O;W;250;27.00823937;142.4892463;5.27576953;118;mg/g;N;13.16378095
KP;O;W;250;27.00823937;142.4892463;5.27576953;118;mg/g;P;2.495139501
KP;O;W;250;29.16087738;139.445561;4.78193983;119;mg/g;C;354.1784651
KP;O;W;250;29.16087738;139.445561;4.78193983;119;mg/g;N;12.14567245
KP;O;W;250;29.16087738;139.445561;4.78193983;119;mg/g;P;2.53990491
KP;ZW;S;250;21.49002797;76.79551212;3.573541748;120;mg/g;C;477.860934
KP;ZW;S;250;21.49002797;76.79551212;3.573541748;120;mg/g;N;22.23640354
KP;ZW;S;250;21.49002797;76.79551212;3.573541748;120;mg/g;P;6.222511197
KP;ZW;S;250;24.25090054;87.64302704;3.614011236;121;mg/g;C;527.5919197
KP;ZW;S;250;24.25090054;87.64302704;3.614011236;121;mg/g;N;21.75555991
KP;ZW;S;250;24.25090054;87.64302704;3.614011236;121;mg/g;P;6.019782035
KP;ZW;S;250;16.99125031;56.41969266;3.320514479;122;mg/g;C;457.0259931
KP;ZW;S;250;16.99125031;56.41969266;3.320514479;122;mg/g;N;26.89772588
KP;ZW;S;250;16.99125031;56.41969266;3.320514479;122;mg/g;P;8.100469384
KP;ZW;S;250;20.88032098;90.32567952;4.325876006;123;mg/g;C;452.6876272
KP;ZW;S;250;20.88032098;90.32567952;4.325876006;123;mg/g;N;21.68010864
KP;ZW;S;250;20.88032098;90.32567952;4.325876006;123;mg/g;P;5.011726783
KP;ZW;S;250;20.2281956;125.2396902;6.191342653;124;mg/g;C;462.8973132
KP;ZW;S;250;20.2281956;125.2396902;6.191342653;124;mg/g;N;22.88376692
KP;ZW;S;250;20.2281956;125.2396902;6.191342653;124;mg/g;P;3.696091171
KP;ZW;W;250;43.72110283;189.3058094;4.329849825;125;mg/g;C;433.4135007
KP;ZW;W;250;43.72110283;189.3058094;4.329849825;125;mg/g;N;9.913142
KP;ZW;W;250;43.72110283;189.3058094;4.329849825;125;mg/g;P;2.289488643
KP;ZW;W;250;42.46028328;155.0847598;3.652466442;126;mg/g;C;459.4895547
KP;ZW;W;250;42.46028328;155.0847598;3.652466442;126;mg/g;N;10.82163187
KP;ZW;W;250;42.46028328;155.0847598;3.652466442;126;mg/g;P;2.962828554
KP;ZW;W;250;46.33580853;212.5972247;4.588184203;127;mg/g;C;446.1236483
KP;ZW;W;250;46.33580853;212.5972247;4.588184203;127;mg/g;N;9.628053603
KP;ZW;W;250;46.33580853;212.5972247;4.588184203;127;mg/g;P;2.098445306
KP;ZW;W;250;41.03148531;141.6774848;3.452896811;128;mg/g;C;439.6203786
KP;ZW;W;250;41.03148531;141.6774848;3.452896811;128;mg/g;N;10.71422044
KP;ZW;W;250;41.03148531;141.6774848;3.452896811;128;mg/g;P;3.10296572
KP;ZW;W;250;38.31803376;145.6141464;3.800146618;129;mg/g;C;436.5973138
KP;ZW;W;250;38.31803376;145.6141464;3.800146618;129;mg/g;N;11.39404273
KP;ZW;W;250;38.31803376;145.6141464;3.800146618;129;mg/g;P;2.99831661
RE;ZW;S;23;11.536711;42.40671235;3.675806072;130;mg/g;C;488.7779164
RE;ZW;S;23;11.536711;42.40671235;3.675806072;130;mg/g;N;42.36718042
RE;ZW;S;23;11.536711;42.40671235;3.675806072;130;mg/g;P;11.52595637
RE;ZW;S;23;11.24858123;38.88271054;3.456676867;131;mg/g;C;453.8520503
RE;ZW;S;23;11.24858123;38.88271054;3.456676867;131;mg/g;N;40.34749279
RE;ZW;S;23;11.24858123;38.88271054;3.456676867;131;mg/g;P;11.6723357
RE;ZW;S;23;10.70551077;67.75667079;6.329139472;132;mg/g;C;498.8258218
RE;ZW;S;23;10.70551077;67.75667079;6.329139472;132;mg/g;N;46.59523796
RE;ZW;S;23;10.70551077;67.75667079;6.329139472;132;mg/g;P;7.36201788
RE;ZW;S;23;12.48833103;49.33396477;3.950404955;133;mg/g;C;491.7005012
RE;ZW;S;23;12.48833103;49.33396477;3.950404955;133;mg/g;N;39.3727953
RE;ZW;S;23;12.48833103;49.33396477;3.950404955;133;mg/g;P;9.966774483
RE;ZW;S;23;9.90453855;59.31043043;5.988207339;134;mg/g;C;493.4929286
RE;ZW;S;23;9.90453855;59.31043043;5.988207339;134;mg/g;N;49.82492886
RE;ZW;S;23;9.90453855;59.31043043;5.988207339;134;mg/g;P;8.320508299
RE;ZW;S;23;10.96543348;65.12578167;5.939188979;135;mg/g;C;534.7063246
RE;ZW;S;23;10.96543348;65.12578167;5.939188979;135;mg/g;N;48.76289895
RE;ZW;S;23;10.96543348;65.12578167;5.939188979;135;mg/g;P;8.210363253
RE;ZW;S;23;10.80079126;63.07924648;5.840243085;136;mg/g;C;496.1128661
RE;ZW;S;23;10.80079126;63.07924648;5.840243085;136;mg/g;N;45.9330112
RE;ZW;S;23;10.80079126;63.07924648;5.840243085;136;mg/g;P;7.864914274
RE;ZW;S;23;14.25771453;70.3432546;4.933697787;137;mg/g;C;520.7191114
RE;ZW;S;23;14.25771453;70.3432546;4.933697787;137;mg/g;N;36.52192015
RE;ZW;S;23;14.25771453;70.3432546;4.933697787;137;mg/g;P;7.402545054
RE;ZW;S;23;10.86521561;95.63402997;8.801852939;138;mg/g;C;498.4747958
RE;ZW;S;23;10.86521561;95.63402997;8.801852939;138;mg/g;N;45.87803994
RE;ZW;S;23;10.86521561;95.63402997;8.801852939;138;mg/g;P;5.212316118
RE;ZW;S;23;12.86318782;58.59821028;4.555496746;139;mg/g;C;493.8695856
RE;ZW;S;23;12.86318782;58.59821028;4.555496746;139;mg/g;N;38.39402738
RE;ZW;S;23;12.86318782;58.59821028;4.555496746;139;mg/g;P;8.428066032
RE;ZW;S;23;12.15876642;68.57083002;5.639620635;140;mg/g;C;488.0887105
RE;ZW;S;23;12.15876642;68.57083002;5.639620635;140;mg/g;N;40.14294653
RE;ZW;S;23;12.15876642;68.57083002;5.639620635;140;mg/g;P;7.118022493
RE;ZW;S;23;10.60469069;34.55618396;3.258575377;141;mg/g;C;415.4339028
RE;ZW;S;23;10.60469069;34.55618396;3.258575377;141;mg/g;N;39.17454218
RE;ZW;S;23;10.60469069;34.55618396;3.258575377;141;mg/g;P;12.02198435
RE;ZW;W;23;19.52174651;257.8189323;13.20675546;142;mg/g;C;484.7494119
RE;ZW;W;23;19.52174651;257.8189323;13.20675546;142;mg/g;N;24.83125225
RE;ZW;W;23;19.52174651;257.8189323;13.20675546;142;mg/g;P;1.880193233
RE;ZW;W;23;19.69320494;190.9430183;9.695883373;143;mg/g;C;503.1998487
RE;ZW;W;23;19.69320494;190.9430183;9.695883373;143;mg/g;N;25.55195309
RE;ZW;W;23;19.69320494;190.9430183;9.695883373;143;mg/g;P;2.635340392
RE;ZW;W;23;21.95016654;307.0969002;13.99064101;144;mg/g;C;500.3719348
RE;ZW;W;23;21.95016654;307.0969002;13.99064101;144;mg/g;N;22.79581496
RE;ZW;W;23;21.95016654;307.0969002;13.99064101;144;mg/g;P;1.629361724
RE;ZW;W;23;21.66436885;102.0142409;4.70884897;145;mg/g;C;510.4997182
RE;ZW;W;23;21.66436885;102.0142409;4.70884897;145;mg/g;N;23.56402449
RE;ZW;W;23;21.66436885;102.0142409;4.70884897;145;mg/g;P;5.004200526
RE;ZW;W;23;20.10273666;150.6799692;7.495495353;146;mg/g;C;507.4094713
RE;ZW;W;23;20.10273666;150.6799692;7.495495353;146;mg/g;N;25.24081571
RE;ZW;W;23;20.10273666;150.6799692;7.495495353;146;mg/g;P;3.36746466
RE;ZW;W;23;22.14861243;287.52267;12.98152067;147;mg/g;C;503.3410846
RE;ZW;W;23;22.14861243;287.52267;12.98152067;147;mg/g;N;22.7256261
RE;ZW;W;23;22.14861243;287.52267;12.98152067;147;mg/g;P;1.750613559
RE;ZW;W;23;21.82732202;170.5364531;7.812981041;148;mg/g;C;518.2020189
RE;ZW;W;23;21.82732202;170.5364531;7.812981041;148;mg/g;N;23.74098015
RE;ZW;W;23;21.82732202;170.5364531;7.812981041;148;mg/g;P;3.038658359
RE;ZW;W;23;21.14576401;176.3965199;8.341931734;149;mg/g;C;516.5616707
RE;ZW;W;23;21.14576401;176.3965199;8.341931734;149;mg/g;N;24.42861229
RE;ZW;W;23;21.14576401;176.3965199;8.341931734;149;mg/g;P;2.928411916
RE;ZW;W;23;24.16872784;169.2403981;7.002453715;150;mg/g;C;511.7354281
RE;ZW;W;23;24.16872784;169.2403981;7.002453715;150;mg/g;N;21.17345321
RE;ZW;W;23;24.16872784;169.2403981;7.002453715;150;mg/g;P;3.023719123
RE;ZW;W;23;24.17739858;105.0430889;4.344681193;151;mg/g;C;519.8959475
RE;ZW;W;23;24.17739858;105.0430889;4.344681193;151;mg/g;N;21.50338655
RE;ZW;W;23;24.17739858;105.0430889;4.344681193;151;mg/g;P;4.949358905
SC;ZW;S;50;16.50874294;139.1156733;8.426787785;152;mg/g;C;439.2171577
SC;ZW;S;50;16.50874294;139.1156733;8.426787785;152;mg/g;N;26.60512429
SC;ZW;S;50;16.50874294;139.1156733;8.426787785;152;mg/g;P;3.157208294
SC;ZW;S;50;11.00909126;148.0067516;13.44404803;153;mg/g;C;507.1231551
SC;ZW;S;50;11.00909126;148.0067516;13.44404803;153;mg/g;N;46.0640341
SC;ZW;S;50;11.00909126;148.0067516;13.44404803;153;mg/g;P;3.426351498
SC;ZW;S;50;10.43858593;121.608168;11.6498699;154;mg/g;C;430.2530289
SC;ZW;S;50;10.43858593;121.608168;11.6498699;154;mg/g;N;41.21755875
SC;ZW;S;50;10.43858593;121.608168;11.6498699;154;mg/g;P;3.538027386
SC;ZW;S;50;10.56948824;147.925026;13.99547666;155;mg/g;C;480.9322972
SC;ZW;S;50;10.56948824;147.925026;13.99547666;155;mg/g;N;45.50194732
SC;ZW;S;50;10.56948824;147.925026;13.99547666;155;mg/g;P;3.251189539
SC;ZW;S;50;11.49199616;190.9691564;16.61757921;156;mg/g;C;460.3879295
SC;ZW;S;50;11.49199616;190.9691564;16.61757921;156;mg/g;N;40.06161533
SC;ZW;S;50;11.49199616;190.9691564;16.61757921;156;mg/g;P;2.410797315
SC;ZW;W;50;28.64007568;281.2157377;9.818959309;157;mg/g;C;509.1735026
SC;ZW;W;50;28.64007568;281.2157377;9.818959309;157;mg/g;N;17.77835744
SC;ZW;W;50;28.64007568;281.2157377;9.818959309;157;mg/g;P;1.810615248
SC;ZW;W;50;27.91047787;143.3359877;5.135561935;158;mg/g;C;516.2440933
SC;ZW;W;50;27.91047787;143.3359877;5.135561935;158;mg/g;N;18.49642617
SC;ZW;W;50;27.91047787;143.3359877;5.135561935;158;mg/g;P;3.601636278
SC;ZW;W;50;29.71090991;233.180491;7.848312008;159;mg/g;C;527.4099946
SC;ZW;W;50;29.71090991;233.180491;7.848312008;159;mg/g;N;17.75139153
SC;ZW;W;50;29.71090991;233.180491;7.848312008;159;mg/g;P;2.261810121
SC;ZW;W;50;26.03877234;390.0018969;14.97773749;160;mg/g;C;508.732464
SC;ZW;W;50;26.03877234;390.0018969;14.97773749;160;mg/g;N;19.53749805
SC;ZW;W;50;26.03877234;390.0018969;14.97773749;160;mg/g;P;1.304435871
SC;ZW;W;50;25.34413231;256.1424799;10.10657918;161;mg/g;C;486.6615974
SC;ZW;W;50;25.34413231;256.1424799;10.10657918;161;mg/g;N;19.20214081
SC;ZW;W;50;25.34413231;256.1424799;10.10657918;161;mg/g;P;1.899964417
SC;ZW;W;50;27.04192621;149.81963;5.540272126;162;mg/g;C;482.3938933
SC;ZW;W;50;27.04192621;149.81963;5.540272126;162;mg/g;N;17.83874009
SC;ZW;W;50;27.04192621;149.81963;5.540272126;162;mg/g;P;3.219831028
SH;K;S;900;21.8932056;129.992842;5.937588328;163;mg/g;C;440.2333177
SH;K;S;900;21.8932056;129.992842;5.937588328;163;mg/g;N;20.10821648
SH;K;S;900;21.8932056;129.992842;5.937588328;163;mg/g;P;3.386596606
SH;K;S;900;16.69005342;267.2884291;16.01483365;164;mg/g;C;431.1545162
SH;K;S;900;16.69005342;267.2884291;16.01483365;164;mg/g;N;25.83302195
SH;K;S;900;16.69005342;267.2884291;16.01483365;164;mg/g;P;1.613068391
SH;K;S;900;17.80730397;236.533618;13.28295504;165;mg/g;C;447.4765669
SH;K;S;900;17.80730397;236.533618;13.28295504;165;mg/g;N;25.12882173
SH;K;S;900;17.80730397;236.533618;13.28295504;165;mg/g;P;1.89180959
SH;K;S;900;20.37951218;107.0035625;5.250545821;166;mg/g;C;449.1421778
SH;K;S;900;20.37951218;107.0035625;5.250545821;166;mg/g;N;22.03890721
SH;K;S;900;20.37951218;107.0035625;5.250545821;166;mg/g;P;4.197450695
SH;K;S;900;20.62775456;190.9354371;9.256239525;167;mg/g;C;423.2372044
SH;K;S;900;20.62775456;190.9354371;9.256239525;167;mg/g;N;20.51785148
SH;K;S;900;20.62775456;190.9354371;9.256239525;167;mg/g;P;2.216650879
SH;K;W;900;44.06418603;376.0267567;8.533614042;168;mg/g;C;476.8937672
SH;K;W;900;44.06418603;376.0267567;8.533614042;168;mg/g;N;10.82270683
SH;K;W;900;44.06418603;376.0267567;8.533614042;168;mg/g;P;1.268244237
SH;K;W;900;48.15932165;152.0518604;3.157267486;169;mg/g;C;481.2001715
SH;K;W;900;48.15932165;152.0518604;3.157267486;169;mg/g;N;9.991838653
SH;K;W;900;48.15932165;152.0518604;3.157267486;169;mg/g;P;3.164710845
SH;K;W;900;46.31552039;406.1761215;8.769762665;170;mg/g;C;473.0136683
SH;K;W;900;46.31552039;406.1761215;8.769762665;170;mg/g;N;10.21285445
SH;K;W;900;46.31552039;406.1761215;8.769762665;170;mg/g;P;1.164553117
SH;K;W;900;45.74554651;347.2241681;7.590338176;171;mg/g;C;478.8700753
SH;K;W;900;45.74554651;347.2241681;7.590338176;171;mg/g;N;10.46812448
SH;K;W;900;45.74554651;347.2241681;7.590338176;171;mg/g;P;1.379138088
SH;K;W;900;47.17637777;361.3049409;7.658598603;172;mg/g;C;494.5719587
SH;K;W;900;47.17637777;361.3049409;7.658598603;172;mg/g;N;10.48346613
SH;K;W;900;47.17637777;361.3049409;7.658598603;172;mg/g;P;1.368849143
SH;K;W;900;47.22308759;258.9221714;5.48295727;173;mg/g;C;466.983081
SH;K;W;900;47.22308759;258.9221714;5.48295727;173;mg/g;N;9.888872262
SH;K;W;900;47.22308759;258.9221714;5.48295727;173;mg/g;P;1.803565444
SH;K;W;900;40.87385642;318.4708146;7.791552902;174;mg/g;C;490.4804803
SH;K;W;900;40.87385642;318.4708146;7.791552902;174;mg/g;N;11.99985818
SH;K;W;900;40.87385642;318.4708146;7.791552902;174;mg/g;P;1.540111237
SP;K;S;250;28.9915681;91.47359871;3.155179409;175;mg/g;C;469.2886228
SP;K;S;250;28.9915681;91.47359871;3.155179409;175;mg/g;N;16.18707278
SP;K;S;250;28.9915681;91.47359871;3.155179409;175;mg/g;P;5.130317703
SP;K;S;250;34.55231352;95.93091266;2.776396221;176;mg/g;C;472.7040013
SP;K;S;250;34.55231352;95.93091266;2.776396221;176;mg/g;N;13.68082057
SP;K;S;250;34.55231352;95.93091266;2.776396221;176;mg/g;P;4.927546171
SP;K;S;250;32.06965162;119.1754209;3.716143298;177;mg/g;C;481.3121446
SP;K;S;250;32.06965162;119.1754209;3.716143298;177;mg/g;N;15.00833718
SP;K;S;250;32.06965162;119.1754209;3.716143298;177;mg/g;P;4.03868634
SP;K;S;250;27.8989651;78.52681936;2.814685745;178;mg/g;C;496.5562565
SP;K;S;250;27.8989651;78.52681936;2.814685745;178;mg/g;N;17.79837549
SP;K;S;250;27.8989651;78.52681936;2.814685745;178;mg/g;P;6.323397033
SP;K;S;250;28.68673359;112.6290601;3.926172344;179;mg/g;C;501.7776276
SP;K;S;250;28.68673359;112.6290601;3.926172344;179;mg/g;N;17.49162644
SP;K;S;250;28.68673359;112.6290601;3.926172344;179;mg/g;P;4.455134646
SP;K;W;250;54.97199638;463.1455229;8.425117395;180;mg/g;C;477.9130986
SP;K;W;250;54.97199638;463.1455229;8.425117395;180;mg/g;N;8.693755549
SP;K;W;250;54.97199638;463.1455229;8.425117395;180;mg/g;P;1.03188539
SP;K;W;250;57.13208136;79.35498827;1.388974222;181;mg/g;C;137.90155
SP;K;W;250;57.13208136;79.35498827;1.388974222;181;mg/g;N;2.413732297
SP;K;W;250;57.13208136;79.35498827;1.388974222;181;mg/g;P;1.737780485
SP;K;W;250;54.26803883;348.2542599;6.417299528;182;mg/g;C;489.6699501
SP;K;W;250;54.26803883;348.2542599;6.417299528;182;mg/g;N;9.023173875
SP;K;W;250;54.26803883;348.2542599;6.417299528;182;mg/g;P;1.406070238
SP;K;W;250;59.59975294;409.2446055;6.86654869;183;mg/g;C;486.3853581
SP;K;W;250;59.59975294;409.2446055;6.86654869;183;mg/g;N;8.160861985
SP;K;W;250;59.59975294;409.2446055;6.86654869;183;mg/g;P;1.188495466
SP;K;W;250;37.79145143;343.1301906;9.079571638;184;mg/g;C;490.5698956
SP;K;W;250;37.79145143;343.1301906;9.079571638;184;mg/g;N;12.98097525
SP;K;W;250;37.79145143;343.1301906;9.079571638;184;mg/g;P;1.429690272
SP;K;W;250;60.85697702;376.7037667;6.189984865;185;mg/g;C;496.7759523
SP;K;W;250;60.85697702;376.7037667;6.189984865;185;mg/g;N;8.163007375
SP;K;W;250;60.85697702;376.7037667;6.189984865;185;mg/g;P;1.318744319
SP;K;W;250;53.8499566;388.8675427;7.221315805;186;mg/g;C;501.2105634
SP;K;W;250;53.8499566;388.8675427;7.221315805;186;mg/g;N;9.307538856
SP;K;W;250;53.8499566;388.8675427;7.221315805;186;mg/g;P;1.288897911
