"accepted_gbif_id","order","family","status","species","class","carnivore","carnivore_piscivore","carnivore_sanguivore","carnivore_insectivore","carnivore_molluscivore","carnivore_eats_other_marine_invertebrates","herbivore","herbivore_frugivore","herbivore_lignivore","herbivore_algivore","omnivore","planktivore","mycophage","detritivore","coprophage","birds","mammals","amphibians","reptiles","fish","eggs","blood","body_fluids","carrion","insects","terrestrial_non_insect_arthropods","mollusks","terrestrial_worms","aquatic_or_marine_worms","aquatic_crustaceans","echinoderms","cnidarians","other_marine_invertebrates","zooplankton","leaves","roots_and_tubers","wood_bark_or_stems","seeds_grains_and_nuts","fruit","nectar","pollen","flowers","sap_or_other_plant_fluids","bryophytes","lichens","algae","macroalgae","phytoplankton","fungus","detritus","dung","microbes","stores_or_caches_food","filter_feeding","endothermic","ectothermic","heterothermic","homoiothermic","bilateral_symmetry","radial_symmetry","polymorphic","poisonous","venomous","mass_average_kg","mass_extreme_low_kg","mass_extreme_high_kg","mass_adult_average_kg","mass_adult_female_average_kg","mass_adult_male_average_kg","mass_embryo_average_kg","mass_weanling_average_kg","mass_female_average_kg","mass_male_average_kg","length_average_m","length_extreme_low_m","length_extreme_high_m","length_adult_female_average_m","length_embryo_average_m","length_neonate_average_m","length_adult_average_m","length_adult_male_average_m","length_female_average_m","length_male_average_m","wingspan_average_m","wingspan_extreme_low_m","wingspan_extreme_high_m","basal_metabolic_rate"
2437931,"Rodentia","Cricetidae","ACCEPTED","arborimus_longicaudus","mammalia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.037,0.025,0.05,NA,NA,NA,NA,NA,NA,NA,0.17,0.166,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437932,"Rodentia","Cricetidae","ACCEPTED","arborimus_pomo","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437704,"Rodentia","Muridae","ACCEPTED","archboldomys_luzonensis","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5228513,"Apodiformes","Trochilidae","ACCEPTED","archilochus_alexandri","aves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5228514,"Apodiformes","Trochilidae","ACCEPTED","archilochus_colubris","aves",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0036,0.0034,0.0038,NA,NA,NA,NA,NA,NA,NA,0.0825,0.075,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434615,"Carnivora","Viverridae","ACCEPTED","arctictis_binturong","mammalia",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,14.5,9,20,NA,NA,NA,NA,NA,NA,NA,0.78,0.6,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436631,"Primates","Lorisidae","ACCEPTED","arctocebus_aureus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436632,"Primates","Lorisidae","ACCEPTED","arctocebus_calabarensis","mammalia",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.3655,0.266,0.465,NA,NA,NA,NA,NA,NA,NA,0.267,0.229,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433480,"Carnivora","Otariidae","ACCEPTED","arctocephalus_australis","mammalia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,130,60,200,NA,NA,NA,NA,NA,NA,NA,1.65,1.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433474,"Carnivora","Otariidae","ACCEPTED","arctocephalus_forsteri","mammalia",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,30,250,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433473,"Carnivora","Otariidae","ACCEPTED","arctocephalus_galapagoensis","mammalia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,45.5,27,64,NA,NA,NA,NA,NA,NA,NA,1.37,1.2,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433472,"Carnivora","Otariidae","ACCEPTED","arctocephalus_gazella","mammalia",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,83.5,34,133,NA,NA,NA,NA,NA,NA,NA,1.545,1.29,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433470,"Carnivora","Otariidae","ACCEPTED","arctocephalus_philippii","mammalia",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,95,50,140,NA,NA,NA,NA,NA,NA,NA,1.7,1.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433475,"Carnivora","Otariidae","ACCEPTED","arctocephalus_pusillus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,198,36,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433478,"Carnivora","Otariidae","ACCEPTED","arctocephalus_townsendi","mammalia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,105,50,160,NA,NA,NA,NA,NA,NA,NA,1.9,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433471,"Carnivora","Otariidae","ACCEPTED","arctocephalus_tropicalis","mammalia",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,95,25,165,NA,NA,NA,NA,NA,NA,NA,1.5,1.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434742,"Carnivora","Viverridae","ACCEPTED","arctogalidia_trivirgata","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433743,"Carnivora","Mustelidae","ACCEPTED","arctonyx_collaris","mammalia",1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.5,7,14,NA,NA,NA,NA,NA,NA,NA,0.625,0.55,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9752617,"Pelecaniformes","Ardeidae","ACCEPTED","ardea_alba","aves",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.026,0.912,1.14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA
9797180,"Pelecaniformes","Ardeidae","ACCEPTED","ardea_cinerea","aves",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.79,0.226,1.36,NA,NA,NA,NA,NA,NA,NA,0.93,0.84,1.02,NA,NA,NA,NA,NA,NA,NA,1.65,1.55,1.75,NA
2480927,"Pelecaniformes","Ardeidae","ACCEPTED","ardea_goliath","aves",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4.4,4.3,4.5,NA,NA,NA,NA,NA,NA,NA,1.35,1.2,1.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
9630752,"Pelecaniformes","Ardeidae","ACCEPTED","ardea_herodias","aves",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2.3,2.1,2.5,NA,NA,NA,NA,NA,NA,NA,1.17,0.97,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2474909,"Otidiformes","Otididae","ACCEPTED","ardeotis_kori","aves",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,12.25,5.5,19,NA,NA,NA,NA,NA,NA,NA,1.165,1.05,1.28,NA,NA,NA,NA,NA,NA,NA,0.68,0.6,0.76,NA
2433277,"Chiroptera","Phyllostomidae","ACCEPTED","ardops_nichollsi","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225554,"Decapoda","Portunidae","ACCEPTED","arenaeus_cribrarius","malacostraca",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2481776,"Charadriiformes","Scolopacidae","ACCEPTED","arenaria_interpres","aves",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.137,0.084,0.19,NA,NA,NA,NA,NA,NA,NA,0.235,0.21,0.26,NA,NA,NA,NA,NA,NA,NA,0.535,0.5,0.57,NA
5171022,"Araneae","Araneidae","ACCEPTED","argiope_aurantia","arachnida",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4316776,"Arguloida","Argulidae","ACCEPTED","argulus_foliaceus","maxillopoda",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.003,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2179068,"Araneae","Dictynidae","ACCEPTED","argyroneta_aquatica","arachnida",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133,0.0078,0.0187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265946,"Chiroptera","Vespertilionidae","ACCEPTED","arielulus_circumdatus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265949,"Chiroptera","Vespertilionidae","ACCEPTED","arielulus_cuprosus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265947,"Chiroptera","Vespertilionidae","ACCEPTED","arielulus_societatis","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433307,"Chiroptera","Phyllostomidae","ACCEPTED","ariteus_flavescens","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5223735,"Squamata","Colubridae","ACCEPTED","arizona_elegans","reptilia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.265,0.75,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2203611,"Isopoda","Armadillidiidae","ACCEPTED","armadillidium_vulgare","malacostraca",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1e-04,1e-04,1e-04,NA,NA,NA,NA,NA,NA,NA,0.01,7e-04,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2235237,"Anostraca","Artemiidae","ACCEPTED","artemia_salina","branchiopoda",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.008,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433266,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_amplus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832188,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_anderseni","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7632206,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_aztecus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8234645,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_cinereus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433274,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_concolor","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433268,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_fimbriatus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433275,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_fraterculus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832192,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_glaucus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832191,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_gnomus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433263,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_hirsutus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433269,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_inopinatus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433272,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_jamaicensis","mammalia",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.05,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,0.0775,0.07,0.085,NA,NA,NA,NA,NA,NA,NA,0.123,0.096,0.15,NA
2433271,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_jamaicensis_planirostris","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433270,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_lituratus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694,NA,NA,0.0603,0.0383,0.054,0.0044,0.0338,NA,NA,NA,NA,NA,0.094,0.039,0.0882,NA,NA,NA,NA,NA,NA,NA,NA
2433259,"Chiroptera","Phyllostomidae","ACCEPTED","artibeus_obscurus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8263789,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_phaeotis","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832190,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_toltecus","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832189,"Chiroptera","Phyllostomidae","SYNONYM","artibeus_watsoni","mammalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
