"user_supplied_name","submitted_name","data_source_title","score","matched_name2"
"callithrix_humilis","Callithrix_humilis","Catalogue of Life",0.988,"Callithrix humilis"
"callithrix_jacchus","Callithrix_jacchus","Catalogue of Life",0.988,"Callithrix jacchus"
"callithrix_kuhlii","Callithrix_kuhlii","Catalogue of Life",0.988,"Callithrix kuhlii"
"callithrix_penicillata","Callithrix_penicillata","Catalogue of Life",0.988,"Callithrix penicillata"
"callithrix_pygmaea","Callithrix_pygmaea","Catalogue of Life",0.988,"Callithrix pygmaea"
"calloplesiops_altivelis","Calloplesiops_altivelis","Catalogue of Life",0.988,"Calloplesiops altivelis"
"callorhinchus_milii","Callorhinchus_milii","Catalogue of Life",0.988,"Callorhinchus milii"
"callorhinus_ursinus","Callorhinus_ursinus","Catalogue of Life",0.988,"Callorhinus ursinus"
"callosciurus_erythraeus","Callosciurus_erythraeus","Catalogue of Life",0.988,"Callosciurus erythraeus"
"callosciurus_finlaysonii","Callosciurus_finlaysonii","Catalogue of Life",0.988,"Callosciurus finlaysonii"
"callosciurus_notatus","Callosciurus_notatus","Catalogue of Life",0.988,"Callosciurus notatus"
"callosciurus_prevostii","Callosciurus_prevostii","Catalogue of Life",0.988,"Callosciurus prevostii"
"calocitta_formosa","Calocitta_formosa","Catalogue of Life",0.988,"Calocitta formosa"
"calomyscus_bailwardi","Calomyscus_bailwardi","Catalogue of Life",0.988,"Calomyscus bailwardi"
"caloprymnus_campestris","Caloprymnus_campestris","Catalogue of Life",0.988,"Caloprymnus campestris"
"calopteryx_dimidiata","Calopteryx_dimidiata","Catalogue of Life",0.988,"Calopteryx dimidiata"
"calosoma_sycophanta","Calosoma_sycophanta","Catalogue of Life",0.988,"Calosoma sycophanta"
"calothorax_lucifer","Calothorax_lucifer","Catalogue of Life",0.988,"Calothorax lucifer"
"caluromys_derbianus","Caluromys_derbianus","Catalogue of Life",0.988,"Caluromys derbianus"
"caluromys_philander","Caluromys_philander","Catalogue of Life",0.988,"Caluromys philander"
"caluromysiops_irrupta","Caluromysiops_irrupta","Catalogue of Life",0.988,"Caluromysiops irrupta"
"calvia_quatuordecimguttata","Calvia_quatuordecimguttata","ITIS",0.988,"Calvia quatuordecimguttata"
"calypte_anna","Calypte_anna","Catalogue of Life",0.988,"Calypte anna"
"calypte_costae","Calypte_costae","Catalogue of Life",0.988,"Calypte costae"
"calyptogena_magnifica","Calyptogena_magnifica","Catalogue of Life",0.988,"Calyptogena magnifica"
"calyptophractus_retusus","Calyptophractus_retusus","Catalogue of Life",0.988,"Calyptophractus retusus"
"cambarus_bartonii","Cambarus_bartonii","ITIS",0.988,"Cambarus bartonii"
"cambarus_diogenes","Cambarus_diogenes","ITIS",0.988,"Cambarus diogenes"
"camelus_bactrianus","Camelus_bactrianus","Catalogue of Life",0.988,"Camelus bactrianus"
"camelus_dromedarius","Camelus_dromedarius","Catalogue of Life",0.988,"Camelus dromedarius"
"campeloma_decisum","Campeloma_decisum","Catalogue of Life",0.988,"Campeloma decisum"
"campephilus_principalis","Campephilus_principalis","Catalogue of Life",0.988,"Campephilus principalis"
"camponotus_pennsylvanicus","Camponotus_pennsylvanicus","Catalogue of Life",0.988,"Camponotus pennsylvanicus"
"campostoma_anomalum","Campostoma_anomalum","Catalogue of Life",0.988,"Campostoma anomalum"
"campylopterus_hemileucurus","Campylopterus_hemileucurus","Catalogue of Life",0.988,"Campylopterus hemileucurus"
"campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Catalogue of Life",0.988,"Campylorhynchus brunneicapillus"
"canachites_canadensis","Canachites_canadensis","Catalogue of Life",0.988,"Canachites canadensis"
"cancer_antennarius","Cancer_antennarius","ITIS",0.988,"Cancer antennarius"
"cancer_irroratus","Cancer_irroratus","Catalogue of Life",0.988,"Cancer irroratus"
"cancer_magister","Cancer_magister","Catalogue of Life",0.988,"Cancer magister"
"canis_adustus","Canis_adustus","Catalogue of Life",0.988,"Canis adustus"
"canis_aureus","Canis_aureus","Catalogue of Life",0.988,"Canis aureus"
"canis_latrans","Canis_latrans","Catalogue of Life",0.988,"Canis latrans"
"canis_lupus","Canis_lupus","Catalogue of Life",0.988,"Canis lupus"
"canis_lupus_dingo","Canis_lupus_dingo","Catalogue of Life",0.999,"Canis lupus dingo"
"canis_lupus_familiaris","Canis_lupus_familiaris","Catalogue of Life",0.999,"Canis lupus familiaris"
"canis_mesomelas","Canis_mesomelas","Catalogue of Life",0.988,"Canis mesomelas"
"canis_rufus","Canis_rufus","Catalogue of Life",0.988,"Canis rufus"
"canis_simensis","Canis_simensis","Catalogue of Life",0.988,"Canis simensis"
"cannomys_badius","Cannomys_badius","Catalogue of Life",0.988,"Cannomys badius"
"caperea_marginata","Caperea_marginata","Catalogue of Life",0.988,"Caperea marginata"
"capra_caucasica","Capra_caucasica","Catalogue of Life",0.988,"Capra caucasica"
"capra_caucasica_cylindricornis","Capra_caucasica_cylindricornis","Catalogue of Life",0.999,"Capra caucasica cylindricornis"
"capra_falconeri","Capra_falconeri","Catalogue of Life",0.988,"Capra falconeri"
"capra_hircus","Capra_hircus","Catalogue of Life",0.988,"Capra hircus"
"capra_ibex","Capra_ibex","Catalogue of Life",0.988,"Capra ibex"
"capra_nubiana","Capra_nubiana","Catalogue of Life",0.988,"Capra nubiana"
"capra_pyrenaica","Capra_pyrenaica","Catalogue of Life",0.988,"Capra pyrenaica"
"capra_sibirica","Capra_sibirica","Catalogue of Life",0.988,"Capra sibirica"
"capra_walie","Capra_walie","Catalogue of Life",0.988,"Capra walie"
"capreolus_capreolus","Capreolus_capreolus","Catalogue of Life",0.988,"Capreolus capreolus"
"capricornis_crispus","Capricornis_crispus","Catalogue of Life",0.988,"Capricornis crispus"
"capricornis_sumatraensis","Capricornis_sumatraensis","Catalogue of Life",0.988,"Capricornis sumatraensis"
"caprimulgus_carolinensis","Caprimulgus_carolinensis","Catalogue of Life",0.988,"Caprimulgus carolinensis"
"caprimulgus_europaeus","Caprimulgus_europaeus","Catalogue of Life",0.988,"Caprimulgus europaeus"
"caprimulgus_vociferus","Caprimulgus_vociferus","Catalogue of Life",0.988,"Caprimulgus vociferus"
"caprolagus_hispidus","Caprolagus_hispidus","Catalogue of Life",0.988,"Caprolagus hispidus"
"capromys_pilorides","Capromys_pilorides","Catalogue of Life",0.988,"Capromys pilorides"
"caracal_caracal","Caracal_caracal","Catalogue of Life",0.988,"Caracal caracal"
"caracara_cheriway","Caracara_cheriway","Catalogue of Life",0.988,"Caracara cheriway"
"carapus_bermudensis","Carapus_bermudensis","Catalogue of Life",0.988,"Carapus bermudensis"
"carassius_auratus","Carassius_auratus","Catalogue of Life",0.988,"Carassius auratus"
"carcharhinus_albimarginatus","Carcharhinus_albimarginatus","Catalogue of Life",0.988,"Carcharhinus albimarginatus"
"carcharhinus_amblyrhynchos","Carcharhinus_amblyrhynchos","Catalogue of Life",0.988,"Carcharhinus amblyrhynchos"
"carcharhinus_falciformis","Carcharhinus_falciformis","Catalogue of Life",0.988,"Carcharhinus falciformis"
"carcharhinus_leucas","Carcharhinus_leucas","Catalogue of Life",0.988,"Carcharhinus leucas"
"carcharhinus_limbatus","Carcharhinus_limbatus","Catalogue of Life",0.988,"Carcharhinus limbatus"
"carcharhinus_longimanus","Carcharhinus_longimanus","Catalogue of Life",0.988,"Carcharhinus longimanus"
"carcharhinus_plumbeus","Carcharhinus_plumbeus","Catalogue of Life",0.988,"Carcharhinus plumbeus"
"carcharias_taurus","Carcharias_taurus","Catalogue of Life",0.988,"Carcharias taurus"
"carcharodon_carcharias","Carcharodon_carcharias","Catalogue of Life",0.988,"Carcharodon carcharias"
"carcinus_maenas","Carcinus_maenas","Catalogue of Life",0.988,"Carcinus maenas"
"cardinalis_cardinalis","Cardinalis_cardinalis","Catalogue of Life",0.988,"Cardinalis cardinalis"
"cardinalis_sinuatus","Cardinalis_sinuatus","Catalogue of Life",0.988,"Cardinalis sinuatus"
"cardiocranius_paradoxus","Cardiocranius_paradoxus","Catalogue of Life",0.988,"Cardiocranius paradoxus"
"cardioderma_cor","Cardioderma_cor","Catalogue of Life",0.988,"Cardioderma cor"
"cardisoma_guanhumi","Cardisoma_guanhumi","Catalogue of Life",0.988,"Cardisoma guanhumi"
"carduelis_tristis","Carduelis_tristis","Catalogue of Life",0.988,"Carduelis tristis"
"caretta_caretta","Caretta_caretta","Catalogue of Life",0.988,"Caretta caretta"
"carettochelys_insculpta","Carettochelys_insculpta","Catalogue of Life",0.988,"Carettochelys insculpta"
"carollia_perspicillata","Carollia_perspicillata","Catalogue of Life",0.988,"Carollia perspicillata"
"carpiodes_carpio","Carpiodes_carpio","Catalogue of Life",0.988,"Carpiodes carpio"
"carpiodes_cyprinus","Carpiodes_cyprinus","Catalogue of Life",0.988,"Carpiodes cyprinus"
"carpodacus_mexicanus","Carpodacus_mexicanus","Catalogue of Life",0.988,"Carpodacus mexicanus"
"carpodacus_purpureus","Carpodacus_purpureus","Catalogue of Life",0.988,"Carpodacus purpureus"
"carukia_barnesi","Carukia_barnesi","Catalogue of Life",0.988,"Carukia barnesi"
"carybdea_sivickisi","Carybdea_sivickisi","Catalogue of Life",0.988,"Carybdea sivickisi"
"carychium_exiguum","Carychium_exiguum","Catalogue of Life",0.988,"Carychium exiguum"
"cassiopea_xamachana","Cassiopea_xamachana","Catalogue of Life",0.988,"Cassiopea xamachana"
"castor_canadensis","Castor_canadensis","Catalogue of Life",0.988,"Castor canadensis"
"castor_fiber","Castor_fiber","Catalogue of Life",0.988,"Castor fiber"
"casuarius_bennetti","Casuarius_bennetti","Catalogue of Life",0.988,"Casuarius bennetti"
"casuarius_casuarius","Casuarius_casuarius","Catalogue of Life",0.988,"Casuarius casuarius"
"casuarius_unappendiculatus","Casuarius_unappendiculatus","Catalogue of Life",0.988,"Casuarius unappendiculatus"
"catagonus_wagneri","Catagonus_wagneri","Catalogue of Life",0.988,"Catagonus wagneri"
"cathartes_aura","Cathartes_aura","Catalogue of Life",0.988,"Cathartes aura"
"catharus_guttatus","Catharus_guttatus","Catalogue of Life",0.988,"Catharus guttatus"
"catharus_minimus","Catharus_minimus","Catalogue of Life",0.988,"Catharus minimus"
"catherpes_mexicanus","Catherpes_mexicanus","Catalogue of Life",0.988,"Catherpes mexicanus"
"catoptrophorus_semipalmatus","Catoptrophorus_semipalmatus","Catalogue of Life",0.988,"Catoptrophorus semipalmatus"
"catopuma_badia","Catopuma_badia","Catalogue of Life",0.988,"Catopuma badia"
"catopuma_temminckii","Catopuma_temminckii","Catalogue of Life",0.988,"Catopuma temminckii"
"catostomus_commersonii","Catostomus_commersonii","Catalogue of Life",0.988,"Catostomus commersonii"
"cavia_aperea","Cavia_aperea","Catalogue of Life",0.988,"Cavia aperea"
"cavia_intermedia","Cavia_intermedia","Catalogue of Life",0.988,"Cavia intermedia"
"cavia_porcellus","Cavia_porcellus","Catalogue of Life",0.988,"Cavia porcellus"
"cebus_albifrons","Cebus_albifrons","Catalogue of Life",0.988,"Cebus albifrons"
"cebus_apella","Cebus_apella","Catalogue of Life",0.988,"Cebus apella"
"cebus_capucinus","Cebus_capucinus","Catalogue of Life",0.988,"Cebus capucinus"
"cebus_olivaceus","Cebus_olivaceus","Catalogue of Life",0.988,"Cebus olivaceus"
"cebus_xanthosternos","Cebus_xanthosternos","Catalogue of Life",0.988,"Cebus xanthosternos"
"cediopsylla_simplex","Cediopsylla_simplex","Catalogue of Life",0.988,"Cediopsylla simplex"
"celithemis_amanda","Celithemis_amanda","Catalogue of Life",0.988,"Celithemis amanda"
"celithemis_eponina","Celithemis_eponina","Catalogue of Life",0.988,"Celithemis eponina"
"centrocercus_minimus","Centrocercus_minimus","Catalogue of Life",0.988,"Centrocercus minimus"
"centrocercus_urophasianus","Centrocercus_urophasianus","Catalogue of Life",0.988,"Centrocercus urophasianus"
"centrolene_prosoblepon","Centrolene_prosoblepon","Catalogue of Life",0.988,"Centrolene prosoblepon"
"centropomus_undecimalis","Centropomus_undecimalis","Catalogue of Life",0.988,"Centropomus undecimalis"
"centropyge_potteri","Centropyge_potteri","Catalogue of Life",0.988,"Centropyge potteri"
"centruroides_vittatus","Centruroides_vittatus","Catalogue of Life",0.988,"Centruroides vittatus"
"centurio_senex","Centurio_senex","Catalogue of Life",0.988,"Centurio senex"
"cepaea_nemoralis","Cepaea_nemoralis","Catalogue of Life",0.988,"Cepaea nemoralis"
"cephalophus_niger","Cephalophus_niger","Catalogue of Life",0.988,"Cephalophus niger"
"cephalophus_rufilatus","Cephalophus_rufilatus","Catalogue of Life",0.988,"Cephalophus rufilatus"
"cephalophus_silvicultor","Cephalophus_silvicultor","Catalogue of Life",0.988,"Cephalophus silvicultor"
"cephalophus_zebra","Cephalophus_zebra","Catalogue of Life",0.988,"Cephalophus zebra"
"cephalorhynchus_commersonii","Cephalorhynchus_commersonii","Catalogue of Life",0.988,"Cephalorhynchus commersonii"
"cephalorhynchus_eutropia","Cephalorhynchus_eutropia","Catalogue of Life",0.988,"Cephalorhynchus eutropia"
"cephalorhynchus_heavisidii","Cephalorhynchus_heavisidii","Catalogue of Life",0.988,"Cephalorhynchus heavisidii"
"cephalorhynchus_hectori","Cephalorhynchus_hectori","Catalogue of Life",0.988,"Cephalorhynchus hectori"
"cephaloscyllium_ventriosum","Cephaloscyllium_ventriosum","Catalogue of Life",0.988,"Cephaloscyllium ventriosum"
"cepphus_grylle","Cepphus_grylle","Catalogue of Life",0.988,"Cepphus grylle"
"cerastes_cerastes","Cerastes_cerastes","Catalogue of Life",0.988,"Cerastes cerastes"
"ceratitis_capitata","Ceratitis_capitata","Catalogue of Life",0.988,"Ceratitis capitata"
"ceratophrys_cornuta","Ceratophrys_cornuta","Catalogue of Life",0.988,"Ceratophrys cornuta"
"ceratotherium_simum","Ceratotherium_simum","Catalogue of Life",0.988,"Ceratotherium simum"
"cercartetus_caudatus","Cercartetus_caudatus","Catalogue of Life",0.988,"Cercartetus caudatus"
"cercartetus_concinnus","Cercartetus_concinnus","Catalogue of Life",0.988,"Cercartetus concinnus"
"cercartetus_lepidus","Cercartetus_lepidus","Catalogue of Life",0.988,"Cercartetus lepidus"
"cercartetus_nanus","Cercartetus_nanus","Catalogue of Life",0.988,"Cercartetus nanus"
"cercocebus_agilis","Cercocebus_agilis","Catalogue of Life",0.988,"Cercocebus agilis"
"cercocebus_atys","Cercocebus_atys","Catalogue of Life",0.988,"Cercocebus atys"
"cercocebus_galeritus","Cercocebus_galeritus","Catalogue of Life",0.988,"Cercocebus galeritus"
"cercocebus_torquatus","Cercocebus_torquatus","Catalogue of Life",0.988,"Cercocebus torquatus"
"cercopithecus_ascanius","Cercopithecus_ascanius","Catalogue of Life",0.988,"Cercopithecus ascanius"
"cercopithecus_cephus","Cercopithecus_cephus","Catalogue of Life",0.988,"Cercopithecus cephus"
"cercopithecus_diana","Cercopithecus_diana","Catalogue of Life",0.988,"Cercopithecus diana"
"cercopithecus_hamlyni","Cercopithecus_hamlyni","Catalogue of Life",0.988,"Cercopithecus hamlyni"
"cercopithecus_lhoesti","Cercopithecus_lhoesti","Catalogue of Life",0.988,"Cercopithecus lhoesti"
"cercopithecus_lomamiensis","Cercopithecus_lomamiensis","Catalogue of Life",0.988,"Cercopithecus lomamiensis"
"cercopithecus_mitis","Cercopithecus_mitis","Catalogue of Life",0.988,"Cercopithecus mitis"
"cercopithecus_mona","Cercopithecus_mona","Catalogue of Life",0.988,"Cercopithecus mona"
"cercopithecus_neglectus","Cercopithecus_neglectus","Catalogue of Life",0.988,"Cercopithecus neglectus"
"cercopithecus_nictitans","Cercopithecus_nictitans","Catalogue of Life",0.988,"Cercopithecus nictitans"
"cercopithecus_roloway","Cercopithecus_roloway","Catalogue of Life",0.988,"Cercopithecus roloway"
"cercopithecus_sclateri","Cercopithecus_sclateri","Catalogue of Life",0.988,"Cercopithecus sclateri"
"cercopithecus_wolfi","Cercopithecus_wolfi","Catalogue of Life",0.988,"Cercopithecus wolfi"
"cerdocyon_thous","Cerdocyon_thous","Catalogue of Life",0.988,"Cerdocyon thous"
"cerianthus_lloydii","Cerianthus_lloydii","Catalogue of Life",0.988,"Cerianthus lloydii"
"certhia_americana","Certhia_americana","Catalogue of Life",0.988,"Certhia americana"
"certhia_familiaris","Certhia_familiaris","Catalogue of Life",0.988,"Certhia familiaris"
"cervus_elaphus","Cervus_elaphus","Catalogue of Life",0.988,"Cervus elaphus"
"cervus_nippon","Cervus_nippon","Catalogue of Life",0.988,"Cervus nippon"
"ceryle_rudis","Ceryle_rudis","Catalogue of Life",0.988,"Ceryle rudis"
"cetorhinus_maximus","Cetorhinus_maximus","Catalogue of Life",0.988,"Cetorhinus maximus"
"ceuthophilus_latens","Ceuthophilus_latens","Catalogue of Life",0.988,"Ceuthophilus latens"
"chaerephon_pumilus","Chaerephon_pumilus","Catalogue of Life",0.988,"Chaerephon pumilus"
"chaeropus_ecaudatus","Chaeropus_ecaudatus","Catalogue of Life",0.988,"Chaeropus ecaudatus"
"chaetodipus_baileyi","Chaetodipus_baileyi","Catalogue of Life",0.988,"Chaetodipus baileyi"
"chaetodipus_californicus","Chaetodipus_californicus","Catalogue of Life",0.988,"Chaetodipus californicus"
"chaetodipus_fallax","Chaetodipus_fallax","Catalogue of Life",0.988,"Chaetodipus fallax"
"chaetodipus_formosus","Chaetodipus_formosus","Catalogue of Life",0.988,"Chaetodipus formosus"
"chaetodipus_hispidus","Chaetodipus_hispidus","Catalogue of Life",0.988,"Chaetodipus hispidus"
"chaetodipus_intermedius","Chaetodipus_intermedius","Catalogue of Life",0.988,"Chaetodipus intermedius"
"chaetodipus_nelsoni","Chaetodipus_nelsoni","Catalogue of Life",0.988,"Chaetodipus nelsoni"
"chaetodipus_penicillatus","Chaetodipus_penicillatus","Catalogue of Life",0.988,"Chaetodipus penicillatus"
"chaetodon_auriga","Chaetodon_auriga","Catalogue of Life",0.988,"Chaetodon auriga"
"chaetodon_capistratus","Chaetodon_capistratus","Catalogue of Life",0.988,"Chaetodon capistratus"
"chaetomys_subspinosus","Chaetomys_subspinosus","Catalogue of Life",0.988,"Chaetomys subspinosus"
"chaetophractus_nationi","Chaetophractus_nationi","Catalogue of Life",0.988,"Chaetophractus nationi"
"chaetophractus_vellerosus","Chaetophractus_vellerosus","Catalogue of Life",0.988,"Chaetophractus vellerosus"
"chaetophractus_villosus","Chaetophractus_villosus","Catalogue of Life",0.988,"Chaetophractus villosus"
"chaetura_pelagica","Chaetura_pelagica","Catalogue of Life",0.988,"Chaetura pelagica"
"chaetura_vauxi","Chaetura_vauxi","Catalogue of Life",0.988,"Chaetura vauxi"
"chalybion_californicum","Chalybion_californicum","Catalogue of Life",0.988,"Chalybion californicum"
"chamaeleo_calyptratus","Chamaeleo_calyptratus","Catalogue of Life",0.988,"Chamaeleo calyptratus"
"chamaeleo_jacksonii","Chamaeleo_jacksonii","Catalogue of Life",0.988,"Chamaeleo jacksonii"
"chanos_chanos","Chanos_chanos","Catalogue of Life",0.988,"Chanos chanos"
"charadrius_alexandrinus","Charadrius_alexandrinus","Catalogue of Life",0.988,"Charadrius alexandrinus"
"charadrius_melodus","Charadrius_melodus","Catalogue of Life",0.988,"Charadrius melodus"
"charadrius_pecuarius","Charadrius_pecuarius","Catalogue of Life",0.988,"Charadrius pecuarius"
"charadrius_semipalmatus","Charadrius_semipalmatus","Catalogue of Life",0.988,"Charadrius semipalmatus"
"charadrius_vociferus","Charadrius_vociferus","Catalogue of Life",0.988,"Charadrius vociferus"
"charina_trivirgata","Charina_trivirgata","Catalogue of Life",0.988,"Charina trivirgata"
"chauliodus_sloani","Chauliodus_sloani","Catalogue of Life",0.988,"Chauliodus sloani"
"cheiracanthium_inclusum","Cheiracanthium_inclusum","Catalogue of Life",0.988,"Cheiracanthium inclusum"
"cheirogaleus_major","Cheirogaleus_major","Catalogue of Life",0.988,"Cheirogaleus major"
"cheirogaleus_medius","Cheirogaleus_medius","Catalogue of Life",0.988,"Cheirogaleus medius"
"cheiromeles_torquatus","Cheiromeles_torquatus","Catalogue of Life",0.988,"Cheiromeles torquatus"
"chelodina_longicollis","Chelodina_longicollis","Catalogue of Life",0.988,"Chelodina longicollis"
"chelonia_mydas","Chelonia_mydas","Catalogue of Life",0.988,"Chelonia mydas"
"chelonoidis_carbonaria","Chelonoidis_carbonaria","Catalogue of Life",0.988,"Chelonoidis carbonaria"
"chelonoidis_nigra","Chelonoidis_nigra","Catalogue of Life",0.988,"Chelonoidis nigra"
"chelus_fimbriatus","Chelus_fimbriatus","Union 4",0.988,"Chelus fimbriatus"
"chelydra_serpentina","Chelydra_serpentina","Catalogue of Life",0.988,"Chelydra serpentina"
"chilonatalus_micropus","Chilonatalus_micropus","Catalogue of Life",0.988,"Chilonatalus micropus"
"chilonatalus_tumidifrons","Chilonatalus_tumidifrons","Catalogue of Life",0.988,"Chilonatalus tumidifrons"
"chinchilla_chinchilla","Chinchilla_chinchilla","Catalogue of Life",0.988,"Chinchilla chinchilla"
"chinchilla_lanigera","Chinchilla_lanigera","Catalogue of Life",0.988,"Chinchilla lanigera"
"chionoecetes_opilio","Chionoecetes_opilio","Catalogue of Life",0.988,"Chionoecetes opilio"
"chirocentrus_dorab","Chirocentrus_dorab","Catalogue of Life",0.988,"Chirocentrus dorab"
"chironectes_minimus","Chironectes_minimus","Catalogue of Life",0.988,"Chironectes minimus"
"chironex_fleckeri","Chironex_fleckeri","Catalogue of Life",0.988,"Chironex fleckeri"
"chiropotes_albinasus","Chiropotes_albinasus","Catalogue of Life",0.988,"Chiropotes albinasus"
"chiropotes_satanas","Chiropotes_satanas","Catalogue of Life",0.988,"Chiropotes satanas"
"chiropsalmus_quadrigatus","Chiropsalmus_quadrigatus","NCBI",0.988,"Chiropsalmus quadrigatus"
"chiroxiphia_linearis","Chiroxiphia_linearis","Catalogue of Life",0.988,"Chiroxiphia linearis"
"chlamydoconcha_orcutti","Chlamydoconcha_orcutti","Catalogue of Life",0.988,"Chlamydoconcha orcutti"
"chlamydosaurus_kingii","Chlamydosaurus_kingii","Catalogue of Life",0.988,"Chlamydosaurus kingii"
"chlamydoselachus_anguineus","Chlamydoselachus_anguineus","Catalogue of Life",0.988,"Chlamydoselachus anguineus"
"chlamyphorus_truncatus","Chlamyphorus_truncatus","Catalogue of Life",0.988,"Chlamyphorus truncatus"
"chlamys_opercularis","Chlamys_opercularis","Catalogue of Life",0.988,"Chlamys opercularis"
"chlidonias_niger","Chlidonias_niger","Catalogue of Life",0.988,"Chlidonias niger"
"chlorocebus_aethiops","Chlorocebus_aethiops","Catalogue of Life",0.988,"Chlorocebus aethiops"
"chlorocebus_sabaeus","Chlorocebus_sabaeus","Catalogue of Life",0.988,"Chlorocebus sabaeus"
"chlorotalpa_sclateri","Chlorotalpa_sclateri","Catalogue of Life",0.988,"Chlorotalpa sclateri"
"choerodon_fasciatus","Choerodon_fasciatus","Catalogue of Life",0.988,"Choerodon fasciatus"
"choeronycteris_mexicana","Choeronycteris_mexicana","Catalogue of Life",0.988,"Choeronycteris mexicana"
"choloepus_didactylus","Choloepus_didactylus","Catalogue of Life",0.988,"Choloepus didactylus"
"choloepus_hoffmanni","Choloepus_hoffmanni","Catalogue of Life",0.988,"Choloepus hoffmanni"
"chondestes_grammacus","Chondestes_grammacus","Catalogue of Life",0.988,"Chondestes grammacus"
"chordeiles_acutipennis","Chordeiles_acutipennis","Catalogue of Life",0.988,"Chordeiles acutipennis"
"chordeiles_minor","Chordeiles_minor","Catalogue of Life",0.988,"Chordeiles minor"
"chromis_cyanea","Chromis_cyanea","Catalogue of Life",0.988,"Chromis cyanea"
"chrosomus_cumberlandensis","Chrosomus_cumberlandensis","Catalogue of Life",0.988,"Chrosomus cumberlandensis"
"chrosomus_erythrogaster","Chrosomus_erythrogaster","Catalogue of Life",0.988,"Chrosomus erythrogaster"
"chrotogale_owstoni","Chrotogale_owstoni","Catalogue of Life",0.988,"Chrotogale owstoni"
"chrotopterus_auritus","Chrotopterus_auritus","Catalogue of Life",0.988,"Chrotopterus auritus"
"chrysaora_hysoscella","Chrysaora_hysoscella","Catalogue of Life",0.988,"Chrysaora hysoscella"
"chrysaora_quinquecirrha","Chrysaora_quinquecirrha","Catalogue of Life",0.988,"Chrysaora quinquecirrha"
"chrysemys_picta","Chrysemys_picta","Catalogue of Life",0.988,"Chrysemys picta"
"chrysochloris_stuhlmanni","Chrysochloris_stuhlmanni","Catalogue of Life",0.988,"Chrysochloris stuhlmanni"
"chrysochus_auratus","Chrysochus_auratus","ITIS",0.988,"Chrysochus auratus"
"chrysocyon_brachyurus","Chrysocyon_brachyurus","Catalogue of Life",0.988,"Chrysocyon brachyurus"
"chrysops_atlanticus","Chrysops_atlanticus","Catalogue of Life",0.988,"Chrysops atlanticus"
"chrysops_excitans","Chrysops_excitans","Catalogue of Life",0.988,"Chrysops excitans"
"chrysops_frigidus","Chrysops_frigidus","Catalogue of Life",0.988,"Chrysops frigidus"
"chrysops_vittatus","Chrysops_vittatus","Catalogue of Life",0.988,"Chrysops vittatus"
"chrysospalax_trevelyani","Chrysospalax_trevelyani","Catalogue of Life",0.988,"Chrysospalax trevelyani"
"ciccaba_nigrolineata","Ciccaba_nigrolineata","Catalogue of Life",0.988,"Ciccaba nigrolineata"
"cicindela_dorsalis","Cicindela_dorsalis","Catalogue of Life",0.988,"Cicindela dorsalis"
"cicindela_fulgida","Cicindela_fulgida","Catalogue of Life",0.988,"Cicindela fulgida"
"cicindela_hirticollis","Cicindela_hirticollis","Catalogue of Life",0.988,"Cicindela hirticollis"
"cicindela_lepida","Cicindela_lepida","Catalogue of Life",0.988,"Cicindela lepida"
"cicindela_scutellaris","Cicindela_scutellaris","Catalogue of Life",0.988,"Cicindela scutellaris"
"ciconia_ciconia","Ciconia_ciconia","Catalogue of Life",0.988,"Ciconia ciconia"
"ciconia_nigra","Ciconia_nigra","Catalogue of Life",0.988,"Ciconia nigra"
"cimex_hemipterus","Cimex_hemipterus","NCBI",0.988,"Cimex hemipterus"
"cimex_pilosellus","Cimex_pilosellus","ITIS",0.988,"Cimex pilosellus"
"cinclus_cinclus","Cinclus_cinclus","Catalogue of Life",0.988,"Cinclus cinclus"
"cinclus_mexicanus","Cinclus_mexicanus","Catalogue of Life",0.988,"Cinclus mexicanus"
"ciona_intestinalis","Ciona_intestinalis","Catalogue of Life",0.988,"Ciona intestinalis"
"circus_cyaneus","Circus_cyaneus","Catalogue of Life",0.988,"Circus cyaneus"
"cirrhilabrus_exquisitus","Cirrhilabrus_exquisitus","Catalogue of Life",0.988,"Cirrhilabrus exquisitus"
"cistothorus_palustris","Cistothorus_palustris","Catalogue of Life",0.988,"Cistothorus palustris"
"cistothorus_platensis","Cistothorus_platensis","Catalogue of Life",0.988,"Cistothorus platensis"
"civettictis_civetta","Civettictis_civetta","Catalogue of Life",0.988,"Civettictis civetta"
"clamator_glandarius","Clamator_glandarius","Catalogue of Life",0.988,"Clamator glandarius"
"clangula_hyemalis","Clangula_hyemalis","Catalogue of Life",0.988,"Clangula hyemalis"
"clarias_gariepinus","Clarias_gariepinus","Catalogue of Life",0.988,"Clarias gariepinus"
"clemmys_guttata","Clemmys_guttata","Catalogue of Life",0.988,"Clemmys guttata"
"clistosaccus_paguri","Clistosaccus_paguri","ITIS",0.988,"Clistosaccus paguri"
"clonophis_kirtlandii","Clonophis_kirtlandii","Catalogue of Life",0.988,"Clonophis kirtlandii"
"clonorchis_sinensis","Clonorchis_sinensis","ITIS",0.988,"Clonorchis sinensis"
"clupea_harengus","Clupea_harengus","Catalogue of Life",0.988,"Clupea harengus"
"clypeaster_subdepressus","Clypeaster_subdepressus","Catalogue of Life",0.988,"Clypeaster subdepressus"
