"mentionned_species","canonical_name","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"axis_calamianensis","Axis calamianensis",5220130,"ACCEPTED","EXACT","Axis calamianensis",5220130,"Artiodactyla","Cervidae"
"axis_kuhlii","Axis kuhlii",5220129,"ACCEPTED","EXACT","Axis kuhlii",5220129,"Artiodactyla","Cervidae"
"axis_porcinus","Axis porcinus",5220128,"ACCEPTED","EXACT","Axis porcinus",5220128,"Artiodactyla","Cervidae"
"aythya_affinis","Aythya affinis",2498257,"ACCEPTED","EXACT","Aythya affinis",2498257,"Anseriformes","Anatidae"
"aythya_americana","Aythya americana",2498263,"ACCEPTED","EXACT","Aythya americana",2498263,"Anseriformes","Anatidae"
"aythya_collaris","Aythya collaris",2498264,"ACCEPTED","EXACT","Aythya collaris",2498264,"Anseriformes","Anatidae"
"aythya_fuligula","Aythya fuligula",2498261,"ACCEPTED","EXACT","Aythya fuligula",2498261,"Anseriformes","Anatidae"
"aythya_valisineria","Aythya valisineria",2498256,"ACCEPTED","EXACT","Aythya valisineria",2498256,"Anseriformes","Anatidae"
"babyrousa_babyrussa","Babyrousa babyrussa",2441209,"ACCEPTED","EXACT","Babyrousa babyrussa",2441209,"Artiodactyla","Suidae"
"baiomys_musculus","Baiomys musculus",2438865,"ACCEPTED","EXACT","Baiomys musculus",2438865,"Rodentia","Cricetidae"
"baiomys_taylori","Baiomys taylori",2438866,"ACCEPTED","EXACT","Baiomys taylori",2438866,"Rodentia","Cricetidae"
"balaena_mysticetus","Balaena mysticetus",2440330,"ACCEPTED","EXACT","Balaena mysticetus",2440330,"Cetacea","Balaenidae"
"balaeniceps_rex","Balaeniceps rex",2480347,"ACCEPTED","EXACT","Balaeniceps rex",2480347,"Pelecaniformes","Balaenicipitidae"
"balaenoptera_acutorostrata","Balaenoptera acutorostrata",2440728,"ACCEPTED","EXACT","Balaenoptera acutorostrata",2440728,"Cetacea","Balaenopteridae"
"balaenoptera_bonaerensis","Balaenoptera bonaerensis",7759914,"ACCEPTED","EXACT","Balaenoptera bonaerensis",7759914,"Cetacea","Balaenopteridae"
"balaenoptera_borealis","Balaenoptera borealis",2440709,"ACCEPTED","EXACT","Balaenoptera borealis",2440709,"Cetacea","Balaenopteridae"
"balaenoptera_edeni","Balaenoptera edeni",2440714,"ACCEPTED","EXACT","Balaenoptera edeni",2440714,"Cetacea","Balaenopteridae"
"balaenoptera_musculus","Balaenoptera musculus",2440735,"ACCEPTED","EXACT","Balaenoptera musculus",2440735,"Cetacea","Balaenopteridae"
"balaenoptera_physalus","Balaenoptera physalus",2440718,"ACCEPTED","EXACT","Balaenoptera physalus",2440718,"Cetacea","Balaenopteridae"
"balantiopteryx_infusca","Balantiopteryx infusca",2433134,"ACCEPTED","EXACT","Balantiopteryx infusca",2433134,"Chiroptera","Emballonuridae"
"balantiopteryx_io","Balantiopteryx io",2433133,"ACCEPTED","EXACT","Balantiopteryx io",2433133,"Chiroptera","Emballonuridae"
"balantiopteryx_plicata","Balantiopteryx plicata",2433132,"ACCEPTED","EXACT","Balantiopteryx plicata",2433132,"Chiroptera","Emballonuridae"
"balearica_regulorum","Balearica regulorum",5228229,"ACCEPTED","EXACT","Balearica regulorum",5228229,"Gruiformes","Gruidae"
"balionycteris_maculata","Balionycteris maculata",2432945,"ACCEPTED","EXACT","Balionycteris maculata",2432945,"Chiroptera","Pteropodidae"
"bandicota_bengalensis","Bandicota bengalensis",2437727,"ACCEPTED","EXACT","Bandicota bengalensis",2437727,"Rodentia","Muridae"
"bandicota_indica","Bandicota indica",2437729,"ACCEPTED","EXACT","Bandicota indica",2437729,"Rodentia","Muridae"
"bandicota_savilei","Bandicota savilei",2437728,"ACCEPTED","EXACT","Bandicota savilei",2437728,"Rodentia","Muridae"
"barbastella_barbastellus","Barbastella barbastellus",2432582,"ACCEPTED","EXACT","Barbastella barbastellus",2432582,"Chiroptera","Vespertilionidae"
"barbastella_leucomelas","Barbastella leucomelas",2432581,"ACCEPTED","EXACT","Barbastella leucomelas",2432581,"Chiroptera","Vespertilionidae"
"basileuterus_rufifrons","Basileuterus rufifrons",2489785,"ACCEPTED","EXACT","Basileuterus rufifrons",2489785,"Passeriformes","Parulidae"
"basiliscus_basiliscus","Basiliscus basiliscus",5221813,"ACCEPTED","EXACT","Basiliscus basiliscus",5221813,"Squamata","Corytophanidae"
"basiliscus_vittatus","Basiliscus vittatus",5221821,"ACCEPTED","EXACT","Basiliscus vittatus",5221821,"Squamata","Corytophanidae"
"bassaricyon_alleni","Bassaricyon alleni",2433586,"ACCEPTED","EXACT","Bassaricyon alleni",2433586,"Carnivora","Procyonidae"
"bassaricyon_beddardi","Bassaricyon beddardi",2433583,"SYNONYM","EXACT","Bassaricyon alleni",2433586,"Carnivora","Procyonidae"
"bassaricyon_gabbii","Bassaricyon gabbii",2433585,"ACCEPTED","EXACT","Bassaricyon gabbii",2433585,"Carnivora","Procyonidae"
"bassaricyon_lasius","Bassaricyon lasius",2433582,"SYNONYM","EXACT","Bassaricyon gabbii",2433585,"Carnivora","Procyonidae"
"bassaricyon_pauli","Bassaricyon pauli",2433584,"SYNONYM","EXACT","Bassaricyon gabbii",2433585,"Carnivora","Procyonidae"
"bassariscus_astutus","Bassariscus astutus",2433557,"ACCEPTED","EXACT","Bassariscus astutus",2433557,"Carnivora","Procyonidae"
"bassariscus_sumichrasti","Bassariscus sumichrasti",2433551,"ACCEPTED","EXACT","Bassariscus sumichrasti",2433551,"Carnivora","Procyonidae"
"bathyergus_janetta","Bathyergus janetta",2437223,"ACCEPTED","EXACT","Bathyergus janetta",2437223,"Rodentia","Bathyergidae"
"bathyergus_suillus","Bathyergus suillus",2437222,"ACCEPTED","EXACT","Bathyergus suillus",2437222,"Rodentia","Bathyergidae"
"batomys_dentatus","Batomys dentatus",2437748,"ACCEPTED","EXACT","Batomys dentatus",2437748,"Rodentia","Muridae"
"batomys_granti","Batomys granti",2437750,"ACCEPTED","EXACT","Batomys granti",2437750,"Rodentia","Muridae"
"batomys_salomonseni","Batomys salomonseni",2437749,"ACCEPTED","EXACT","Batomys salomonseni",2437749,"Rodentia","Muridae"
"batrachoseps_campi","Batrachoseps campi",2431759,"ACCEPTED","EXACT","Batrachoseps campi",2431759,"Caudata","Plethodontidae"
"battus_philenor","Battus philenor",5141342,"ACCEPTED","EXACT","Battus philenor",5141342,"Lepidoptera","Papilionidae"
"bauerus_dubiaquercus","Bauerus dubiaquercus",4265862,"ACCEPTED","EXACT","Bauerus dubiaquercus",4265862,"Chiroptera","Vespertilionidae"
"bdeogale_crassicauda","Bdeogale crassicauda",2434117,"ACCEPTED","EXACT","Bdeogale crassicauda",2434117,"Carnivora","Herpestidae"
"bdeogale_jacksoni","Bdeogale jacksoni",2434124,"ACCEPTED","EXACT","Bdeogale jacksoni",2434124,"Carnivora","Herpestidae"
"bdeogale_nigripes","Bdeogale nigripes",2434123,"ACCEPTED","EXACT","Bdeogale nigripes",2434123,"Carnivora","Herpestidae"
"beamys_hindei","Beamys hindei",2437732,"ACCEPTED","EXACT","Beamys hindei",2437732,"Rodentia","Nesomyidae"
"beatragus_hunteri","Beatragus hunteri",4262734,"ACCEPTED","EXACT","Beatragus hunteri",4262734,"Artiodactyla","Bovidae"
"berardius_arnuxii","Berardius arnuxii",2440387,"ACCEPTED","EXACT","Berardius arnuxii",2440387,"Cetacea","Hyperoodontidae"
"berardius_bairdii","Berardius bairdii",2440388,"ACCEPTED","EXACT","Berardius bairdii",2440388,"Cetacea","Hyperoodontidae"
"berylmys_bowersi","Berylmys bowersi",2438965,"ACCEPTED","EXACT","Berylmys bowersi",2438965,"Rodentia","Muridae"
"bettongia_gaimardi","Bettongia gaimardi",2440025,"ACCEPTED","EXACT","Bettongia gaimardi",2440025,"Diprotodontia","Potoroidae"
"bettongia_lesueur","Bettongia lesueur",2440023,"ACCEPTED","EXACT","Bettongia lesueur",2440023,"Diprotodontia","Potoroidae"
"bettongia_penicillata","Bettongia penicillata",2440026,"ACCEPTED","EXACT","Bettongia penicillata",2440026,"Diprotodontia","Potoroidae"
"bettongia_tropica","Bettongia tropica",2440024,"ACCEPTED","EXACT","Bettongia tropica",2440024,"Diprotodontia","Potoroidae"
"bibimys_chacoensis","Bibimys chacoensis",2439030,"ACCEPTED","EXACT","Bibimys chacoensis",2439030,"Rodentia","Cricetidae"
"bibimys_torresi","Bibimys torresi",2439028,"ACCEPTED","EXACT","Bibimys torresi",2439028,"Rodentia","Cricetidae"
"bison_bison","Bison bison",2441176,"ACCEPTED","EXACT","Bison bison",2441176,"Artiodactyla","Bovidae"
"bison_bonasus","Bison bonasus",2441184,"ACCEPTED","EXACT","Bison bonasus",2441184,"Artiodactyla","Bovidae"
"bitis_gabonica","Bitis gabonica",9102011,"ACCEPTED","EXACT","Bitis gabonica",9102011,"Squamata","Viperidae"
"bitis_nasicornis","Bitis nasicornis",2444873,"ACCEPTED","EXACT","Bitis nasicornis",2444873,"Squamata","Viperidae"
"biziura_lobata","Biziura lobata",2498187,"ACCEPTED","EXACT","Biziura lobata",2498187,"Anseriformes","Anatidae"
"blanfordimys_afghanus","Blanfordimys afghanus",2439282,"ACCEPTED","EXACT","Blanfordimys afghanus",2439282,"Rodentia","Cricetidae"
"blarina_brevicauda","Blarina brevicauda",2435862,"ACCEPTED","EXACT","Blarina brevicauda",2435862,"Soricomorpha","Soricidae"
"blarina_carolinensis","Blarina carolinensis",2435875,"ACCEPTED","EXACT","Blarina carolinensis",2435875,"Soricomorpha","Soricidae"
"blarina_hylophaga","Blarina hylophaga",2435859,"ACCEPTED","EXACT","Blarina hylophaga",2435859,"Soricomorpha","Soricidae"
"blarinella_quadraticauda","Blarinella quadraticauda",2435765,"ACCEPTED","EXACT","Blarinella quadraticauda",2435765,"Soricomorpha","Soricidae"
"blarinomys_breviceps","Blarinomys breviceps",2439095,"ACCEPTED","EXACT","Blarinomys breviceps",2439095,"Rodentia","Cricetidae"
"blastocerus_dichotomus","Blastocerus dichotomus",2440963,"ACCEPTED","EXACT","Blastocerus dichotomus",2440963,"Artiodactyla","Cervidae"
"blatta_orientalis","Blatta orientalis",5151589,"ACCEPTED","EXACT","Blatta orientalis",5151589,"Blattodea","Blattidae"
"blattella_germanica","Blattella germanica",1997215,"ACCEPTED","EXACT","Blattella germanica",1997215,"Blattodea","Ectobiidae"
"boa_constrictor","Boa constrictor",2464899,"ACCEPTED","EXACT","Boa constrictor",2464899,"Squamata","Boidae"
"boisea_trivittata","Boisea trivittata",2050244,"ACCEPTED","EXACT","Boisea trivittata",2050244,"Hemiptera","Rhopalidae"
"bolitotherus_cornutus","Bolitotherus cornutus",7633104,"ACCEPTED","EXACT","Bolitotherus cornutus",7633104,"Coleoptera","Tenebrionidae"
"bombina_orientalis","Bombina orientalis",2423441,"ACCEPTED","EXACT","Bombina orientalis",2423441,"Anura","Bombinatoridae"
"bombus_ashtoni","Bombus ashtoni",1340457,"ACCEPTED","EXACT","Bombus ashtoni",1340457,"Hymenoptera","Apidae"
"bombus_fervidus","Bombus fervidus",1340478,"ACCEPTED","EXACT","Bombus fervidus",1340478,"Hymenoptera","Apidae"
"bombycilla_cedrorum","Bombycilla cedrorum",2484609,"ACCEPTED","EXACT","Bombycilla cedrorum",2484609,"Passeriformes","Bombycillidae"
"bombycilla_garrulus","Bombycilla garrulus",2484605,"ACCEPTED","EXACT","Bombycilla garrulus",2484605,"Passeriformes","Bombycillidae"
"bombyx_mori","Bombyx mori",1868664,"ACCEPTED","EXACT","Bombyx mori",1868664,"Lepidoptera","Bombycidae"
"bonasa_umbellus","Bonasa umbellus",2473702,"ACCEPTED","EXACT","Bonasa umbellus",2473702,"Galliformes","Phasianidae"
"bos_frontalis","Bos frontalis",2441025,"ACCEPTED","EXACT","Bos frontalis",2441025,"Artiodactyla","Bovidae"
"bos_grunniens","Bos grunniens",2441019,"ACCEPTED","EXACT","Bos grunniens",2441019,"Artiodactyla","Bovidae"
"bos_javanicus","Bos javanicus",2441027,"ACCEPTED","EXACT","Bos javanicus",2441027,"Artiodactyla","Bovidae"
"bos_sauveli","Bos sauveli",2441018,"ACCEPTED","EXACT","Bos sauveli",2441018,"Artiodactyla","Bovidae"
"bos_taurus","Bos taurus",2441022,"ACCEPTED","EXACT","Bos taurus",2441022,"Artiodactyla","Bovidae"
"boselaphus_tragocamelus","Boselaphus tragocamelus",2441133,"ACCEPTED","EXACT","Boselaphus tragocamelus",2441133,"Artiodactyla","Bovidae"
"bosmina_longirostris","Bosmina longirostris",2234694,"ACCEPTED","EXACT","Bosmina longirostris",2234694,"Diplostraca","Bosminidae"
"botaurus_lentiginosus","Botaurus lentiginosus",2480911,"ACCEPTED","EXACT","Botaurus lentiginosus",2480911,"Pelecaniformes","Ardeidae"
"bothriechis_schlegelii","Bothriechis schlegelii",2444681,"ACCEPTED","EXACT","Bothriechis schlegelii",2444681,"Squamata","Viperidae"
"bothriopsis_bilineata","Bothriopsis bilineata",8353256,"SYNONYM","EXACT","Bothrops bilineata",7350051,"Squamata","Viperidae"
"bothriopsis_punctata","Bothriopsis punctata",7508349,"SYNONYM","EXACT","Bothrops punctatus",5220871,"Squamata","Viperidae"
"bothrops_asper","Bothrops asper",5220796,"ACCEPTED","EXACT","Bothrops asper",5220796,"Squamata","Viperidae"
"bothrops_atrox","Bothrops atrox",5220775,"ACCEPTED","EXACT","Bothrops atrox",5220775,"Squamata","Viperidae"
"bothrops_jararaca","Bothrops jararaca",5220785,"ACCEPTED","EXACT","Bothrops jararaca",5220785,"Squamata","Viperidae"
"bovicola_bovis","Bovicola bovis",1032754,"ACCEPTED","EXACT","Bovicola bovis",1032754,"Psocodea","Trichodectidae"
"brachinus_fumans","Brachinus fumans",1035310,"ACCEPTED","EXACT","Brachinus fumans",1035310,"Coleoptera","Carabidae"
"brachycephalus_ephippium","Brachycephalus ephippium",5217425,"ACCEPTED","EXACT","Brachycephalus ephippium",5217425,"Anura","Brachycephalidae"
"brachylagus_idahoensis","Brachylagus idahoensis",2436688,"ACCEPTED","EXACT","Brachylagus idahoensis",2436688,"Lagomorpha","Leporidae"
"brachypelma_klaasi","Brachypelma klaasi",2153443,"ACCEPTED","EXACT","Brachypelma klaasi",2153443,"Araneae","Theraphosidae"
"brachypelma_smithi","Brachypelma smithi",2153432,"ACCEPTED","EXACT","Brachypelma smithi",2153432,"Araneae","Theraphosidae"
"brachyphylla_cavernarum","Brachyphylla cavernarum",5218760,"ACCEPTED","EXACT","Brachyphylla cavernarum",5218760,"Chiroptera","Phyllostomidae"
"brachyphylla_nana","Brachyphylla nana",5218761,"ACCEPTED","EXACT","Brachyphylla nana",5218761,"Chiroptera","Phyllostomidae"
"brachyramphus_marmoratus","Brachyramphus marmoratus",5229281,"ACCEPTED","EXACT","Brachyramphus marmoratus",5229281,"Charadriiformes","Alcidae"
"brachytarsomys_albicauda","Brachytarsomys albicauda",2438951,"ACCEPTED","EXACT","Brachytarsomys albicauda",2438951,"Rodentia","Nesomyidae"
"brachytarsomys_villosa","Brachytarsomys villosa",4263420,"ACCEPTED","EXACT","Brachytarsomys villosa",4263420,"Rodentia","Nesomyidae"
"brachyteles_arachnoides","Brachyteles arachnoides",2436666,"ACCEPTED","EXACT","Brachyteles arachnoides",2436666,"Primates","Atelidae"
"brachyteles_hypoxanthus","Brachyteles hypoxanthus",4267243,"ACCEPTED","EXACT","Brachyteles hypoxanthus",4267243,"Primates","Atelidae"
"brachyuromys_betsileoensis","Brachyuromys betsileoensis",2439207,"ACCEPTED","EXACT","Brachyuromys betsileoensis",2439207,"Rodentia","Nesomyidae"
"brachyuromys_ramirohitra","Brachyuromys ramirohitra",2439208,"ACCEPTED","EXACT","Brachyuromys ramirohitra",2439208,"Rodentia","Nesomyidae"
"bradypus_pygmaeus","Bradypus pygmaeus",2436352,"ACCEPTED","EXACT","Bradypus pygmaeus",2436352,"Pilosa","Bradypodidae"
"bradypus_torquatus","Bradypus torquatus",2436351,"ACCEPTED","EXACT","Bradypus torquatus",2436351,"Pilosa","Bradypodidae"
"bradypus_tridactylus","Bradypus tridactylus",2436361,"ACCEPTED","EXACT","Bradypus tridactylus",2436361,"Pilosa","Bradypodidae"
"bradypus_variegatus","Bradypus variegatus",2436353,"ACCEPTED","EXACT","Bradypus variegatus",2436353,"Pilosa","Bradypodidae"
"branta_canadensis","Branta canadensis",5232437,"ACCEPTED","EXACT","Branta canadensis",5232437,"Anseriformes","Anatidae"
"branta_leucopsis","Branta leucopsis",5232464,"ACCEPTED","EXACT","Branta leucopsis",5232464,"Anseriformes","Anatidae"
"branta_sandvicensis","Branta sandvicensis",5232445,"ACCEPTED","EXACT","Branta sandvicensis",5232445,"Anseriformes","Anatidae"
"brucepattersonius_iheringi","Brucepattersonius iheringi",4265067,"ACCEPTED","EXACT","Brucepattersonius iheringi",4265067,"Rodentia","Cricetidae"
"brychius_hungerfordi","Brychius hungerfordi",1044486,"ACCEPTED","EXACT","Brychius hungerfordi",1044486,"Coleoptera","Haliplidae"
"bubalus_bubalis","Bubalus bubalis",7422937,"ACCEPTED","EXACT","Bubalus bubalis",7422937,"Artiodactyla","Bovidae"
"bubalus_depressicornis","Bubalus depressicornis",8085503,"ACCEPTED","EXACT","Bubalus depressicornis",8085503,"Artiodactyla","Bovidae"
"bubalus_mindorensis","Bubalus mindorensis",7349281,"ACCEPTED","EXACT","Bubalus mindorensis",7349281,"Artiodactyla","Bovidae"
"bubalus_quarlesi","Bubalus quarlesi",7846959,"ACCEPTED","EXACT","Bubalus quarlesi",7846959,"Artiodactyla","Bovidae"
"bubo_blakistoni","Bubo blakistoni",5959145,"ACCEPTED","EXACT","Bubo blakistoni",5959145,"Strigiformes","Strigidae"
"bubo_bubo","Bubo bubo",5959092,"ACCEPTED","EXACT","Bubo bubo",5959092,"Strigiformes","Strigidae"
"bubo_virginianus","Bubo virginianus",5959118,"ACCEPTED","EXACT","Bubo virginianus",5959118,"Strigiformes","Strigidae"
"bubulcus_ibis","Bubulcus ibis",2480830,"ACCEPTED","EXACT","Bubulcus ibis",2480830,"Pelecaniformes","Ardeidae"
