"mentionned_species","canonical_name","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"sorex_stizodon","Sorex stizodon",2436087,"ACCEPTED","EXACT","Sorex stizodon",2436087,"Soricomorpha","Soricidae"
"sorex_tenellus","Sorex tenellus",2435993,"ACCEPTED","EXACT","Sorex tenellus",2435993,"Soricomorpha","Soricidae"
"sorex_trowbridgii","Sorex trowbridgii",2435936,"ACCEPTED","EXACT","Sorex trowbridgii",2435936,"Soricomorpha","Soricidae"
"sorex_tundrensis","Sorex tundrensis",2435975,"ACCEPTED","EXACT","Sorex tundrensis",2435975,"Soricomorpha","Soricidae"
"sorex_unguiculatus","Sorex unguiculatus",2435997,"ACCEPTED","EXACT","Sorex unguiculatus",2435997,"Soricomorpha","Soricidae"
"sorex_vagrans","Sorex vagrans",2436042,"ACCEPTED","EXACT","Sorex vagrans",2436042,"Soricomorpha","Soricidae"
"sorex_ventralis","Sorex ventralis",2435962,"ACCEPTED","EXACT","Sorex ventralis",2435962,"Soricomorpha","Soricidae"
"sorex_veraepacis","Sorex veraepacis",2435942,"ACCEPTED","EXACT","Sorex veraepacis",2435942,"Soricomorpha","Soricidae"
"soriculus_nigrescens","Soriculus nigrescens",2435785,"ACCEPTED","EXACT","Soriculus nigrescens",2435785,"Soricomorpha","Soricidae"
"sotalia_fluviatilis","Sotalia fluviatilis",2440537,"ACCEPTED","EXACT","Sotalia fluviatilis",2440537,"Cetacea","Delphinidae"
"sousa_chinensis","Sousa chinensis",2440495,"ACCEPTED","EXACT","Sousa chinensis",2440495,"Cetacea","Delphinidae"
"sousa_teuszii","Sousa teuszii",2440505,"ACCEPTED","EXACT","Sousa teuszii",2440505,"Cetacea","Delphinidae"
"spalacopus_cyanus","Spalacopus cyanus",2439602,"ACCEPTED","EXACT","Spalacopus cyanus",2439602,"Rodentia","Octodontidae"
"spalax_ehrenbergi","Spalax ehrenbergi",4264694,"ACCEPTED","EXACT","Spalax ehrenbergi",4264694,"Rodentia","Spalacidae"
"spalax_leucodon","Spalax leucodon",4264696,"ACCEPTED","EXACT","Spalax leucodon",4264696,"Rodentia","Spalacidae"
"spalax_microphthalmus","Spalax microphthalmus",2438883,"ACCEPTED","EXACT","Spalax microphthalmus",2438883,"Rodentia","Spalacidae"
"spea_bombifrons","Spea bombifrons",2429789,"ACCEPTED","EXACT","Spea bombifrons",2429789,"Anura","Scaphiopodidae"
"spea_intermontana","Spea intermontana",2429791,"ACCEPTED","EXACT","Spea intermontana",2429791,"Anura","Scaphiopodidae"
"speothos_venaticus","Speothos venaticus",2434444,"ACCEPTED","EXACT","Speothos venaticus",2434444,"Carnivora","Canidae"
"spermophilopsis_leptodactylus","Spermophilopsis leptodactylus",5219655,"ACCEPTED","EXACT","Spermophilopsis leptodactylus",5219655,"Rodentia","Sciuridae"
"spermophilus_adocetus","Spermophilus adocetus",2437290,"SYNONYM","EXACT","Notocitellus adocetus",7478670,"Rodentia","Sciuridae"
"spermophilus_annulatus","Spermophilus annulatus",2437303,"SYNONYM","EXACT","Notocitellus annulatus",7982454,"Rodentia","Sciuridae"
"spermophilus_armatus","Spermophilus armatus",2437316,"SYNONYM","EXACT","Urocitellus armatus",8151861,"Rodentia","Sciuridae"
"spermophilus_atricapillus","Spermophilus atricapillus",2437292,"SYNONYM","EXACT","Otospermophilus atricapillus",8126411,"Rodentia","Sciuridae"
"spermophilus_beecheyi","Spermophilus beecheyi",2437293,"SYNONYM","EXACT","Otospermophilus beecheyi",8080937,"Rodentia","Sciuridae"
"spermophilus_beldingi","Spermophilus beldingi",2437317,"SYNONYM","EXACT","Urocitellus beldingi",8428945,"Rodentia","Sciuridae"
"spermophilus_brunneus","Spermophilus brunneus",2437305,"SYNONYM","EXACT","Urocitellus brunneus",7640191,"Rodentia","Sciuridae"
"spermophilus_citellus","Spermophilus citellus",2437304,"ACCEPTED","EXACT","Spermophilus citellus",2437304,"Rodentia","Sciuridae"
"spermophilus_columbianus","Spermophilus columbianus",2437295,"SYNONYM","EXACT","Urocitellus columbianus",7786966,"Rodentia","Sciuridae"
"spermophilus_dauricus","Spermophilus dauricus",2437294,"ACCEPTED","EXACT","Spermophilus dauricus",2437294,"Rodentia","Sciuridae"
"spermophilus_elegans","Spermophilus elegans",2437319,"SYNONYM","EXACT","Urocitellus elegans",7404826,"Rodentia","Sciuridae"
"spermophilus_erythrogenys","Spermophilus erythrogenys",2437318,"ACCEPTED","EXACT","Spermophilus erythrogenys",2437318,"Rodentia","Sciuridae"
"spermophilus_franklinii","Spermophilus franklinii",2437307,"SYNONYM","EXACT","Poliocitellus franklinii",7946545,"Rodentia","Sciuridae"
"spermophilus_fulvus","Spermophilus fulvus",2437306,"ACCEPTED","EXACT","Spermophilus fulvus",2437306,"Rodentia","Sciuridae"
"spermophilus_lateralis","Spermophilus lateralis",2437297,"SYNONYM","EXACT","Callospermophilus lateralis",7593288,"Rodentia","Sciuridae"
"spermophilus_madrensis","Spermophilus madrensis",2437296,"SYNONYM","EXACT","Callospermophilus madrensis",8228292,"Rodentia","Sciuridae"
"spermophilus_major","Spermophilus major",2437320,"ACCEPTED","EXACT","Spermophilus major",2437320,"Rodentia","Sciuridae"
"spermophilus_mexicanus","Spermophilus mexicanus",2437321,"SYNONYM","EXACT","Ictidomys mexicanus",7679679,"Rodentia","Sciuridae"
"spermophilus_mohavensis","Spermophilus mohavensis",2437309,"SYNONYM","EXACT","Xerospermophilus mohavensis",7781204,"Rodentia","Sciuridae"
"spermophilus_mollis","Spermophilus mollis",2437328,"SYNONYM","EXACT","Urocitellus mollis",7666001,"Rodentia","Sciuridae"
"spermophilus_parryii","Spermophilus parryii",2437291,"SYNONYM","EXACT","Urocitellus parryii",8303143,"Rodentia","Sciuridae"
"spermophilus_perotensis","Spermophilus perotensis",2437298,"SYNONYM","EXACT","Xerospermophilus perotensis",7410386,"Rodentia","Sciuridae"
"spermophilus_pygmaeus","Spermophilus pygmaeus",2437322,"ACCEPTED","EXACT","Spermophilus pygmaeus",2437322,"Rodentia","Sciuridae"
"spermophilus_relictus","Spermophilus relictus",2437310,"ACCEPTED","EXACT","Spermophilus relictus",2437310,"Rodentia","Sciuridae"
"spermophilus_richardsonii","Spermophilus richardsonii",2437299,"SYNONYM","EXACT","Urocitellus richardsonii",7905336,"Rodentia","Sciuridae"
"spermophilus_saturatus","Spermophilus",2437289,"ACCEPTED","HIGHERRANK",NA,NA,"Rodentia","Sciuridae"
"spermophilus_spilosoma","Spermophilus spilosoma",2437300,"SYNONYM","EXACT","Xerospermophilus spilosoma",8299308,"Rodentia","Sciuridae"
"spermophilus_suslicus","Spermophilus suslicus",2437323,"ACCEPTED","EXACT","Spermophilus suslicus",2437323,"Rodentia","Sciuridae"
"spermophilus_tereticaudus","Spermophilus tereticaudus",2437325,"SYNONYM","EXACT","Xerospermophilus tereticaudus",8032606,"Rodentia","Sciuridae"
"spermophilus_townsendii","Spermophilus townsendii",2437313,"SYNONYM","EXACT","Urocitellus townsendii",8028887,"Rodentia","Sciuridae"
"spermophilus_tridecemlineatus","Spermophilus tridecemlineatus",2437302,"SYNONYM","EXACT","Ictidomys tridecemlineatus",7994322,"Rodentia","Sciuridae"
"spermophilus_undulatus","Spermophilus undulatus",2437312,"SYNONYM","EXACT","Urocitellus undulatus",7522906,"Rodentia","Sciuridae"
"spermophilus_variegatus","Spermophilus variegatus",2437329,"SYNONYM","EXACT","Otospermophilus variegatus",7572569,"Rodentia","Sciuridae"
"spermophilus_washingtoni","Spermophilus washingtoni",2437314,"SYNONYM","EXACT","Urocitellus washingtoni",8055765,"Rodentia","Sciuridae"
"spermophilus_xanthoprymnus","Spermophilus xanthoprymnus",2437301,"ACCEPTED","EXACT","Spermophilus xanthoprymnus",2437301,"Rodentia","Sciuridae"
"speyeria_aphrodite","Speyeria aphrodite",1905301,"ACCEPTED","EXACT","Speyeria aphrodite",1905301,"Lepidoptera","Nymphalidae"
"speyeria_cybele","Speyeria cybele",1905172,"ACCEPTED","EXACT","Speyeria cybele",1905172,"Lepidoptera","Nymphalidae"
"speyeria_idalia","Speyeria idalia",1905162,"ACCEPTED","EXACT","Speyeria idalia",1905162,"Lepidoptera","Nymphalidae"
"sphaerias_blanfordi","Sphaerias blanfordi",2432915,"ACCEPTED","EXACT","Sphaerias blanfordi",2432915,"Chiroptera","Pteropodidae"
"sphaeronycteris_toxophyllum","Sphaeronycteris toxophyllum",2433302,"ACCEPTED","EXACT","Sphaeronycteris toxophyllum",2433302,"Chiroptera","Phyllostomidae"
"sphecius_speciosus","Sphecius speciosus",1338940,"ACCEPTED","EXACT","Sphecius speciosus",1338940,"Hymenoptera","Crabronidae"
"spheniscus_demersus","Spheniscus demersus",5229384,"ACCEPTED","EXACT","Spheniscus demersus",5229384,"Sphenisciformes","Spheniscidae"
"spheniscus_humboldti","Spheniscus humboldti",5229386,"ACCEPTED","EXACT","Spheniscus humboldti",5229386,"Sphenisciformes","Spheniscidae"
"spheniscus_magellanicus","Spheniscus magellanicus",5229385,"ACCEPTED","EXACT","Spheniscus magellanicus",5229385,"Sphenisciformes","Spheniscidae"
"spheniscus_mendiculus","Spheniscus mendiculus",5229383,"ACCEPTED","EXACT","Spheniscus mendiculus",5229383,"Sphenisciformes","Spheniscidae"
"sphenodon_guntheri","Sphenodon guntheri",5227652,"SYNONYM","EXACT","Sphenodon punctatus",5227650,"Rhynchocephalia","Sphenodontidae"
"sphenodon_punctatus","Sphenodon punctatus",5227650,"ACCEPTED","EXACT","Sphenodon punctatus",5227650,"Rhynchocephalia","Sphenodontidae"
"sphiggurus_insidiosus","Sphiggurus insidiosus",2437606,"ACCEPTED","EXACT","Sphiggurus insidiosus",2437606,"Rodentia","Erethizontidae"
"sphiggurus_melanurus","Sphiggurus melanurus",4264792,"ACCEPTED","EXACT","Sphiggurus melanurus",4264792,"Rodentia","Erethizontidae"
"sphiggurus_mexicanus","Sphiggurus mexicanus",2437603,"ACCEPTED","EXACT","Sphiggurus mexicanus",2437603,"Rodentia","Erethizontidae"
"sphiggurus_spinosus","Sphiggurus spinosus",2437605,"ACCEPTED","EXACT","Sphiggurus spinosus",2437605,"Rodentia","Erethizontidae"
"sphiggurus_vestitus","Sphiggurus vestitus",2437607,"ACCEPTED","EXACT","Sphiggurus vestitus",2437607,"Rodentia","Erethizontidae"
"sphiggurus_villosus","Sphiggurus villosus",2437604,"ACCEPTED","EXACT","Sphiggurus villosus",2437604,"Rodentia","Erethizontidae"
"sphodros_rufipes","Sphodros rufipes",2167266,"ACCEPTED","EXACT","Sphodros rufipes",2167266,"Araneae","Atypidae"
"sphyrapicus_ruber","Sphyrapicus ruber",2478597,"ACCEPTED","EXACT","Sphyrapicus ruber",2478597,"Piciformes","Picidae"
"sphyrapicus_varius","Sphyrapicus varius",2478605,"ACCEPTED","EXACT","Sphyrapicus varius",2478605,"Piciformes","Picidae"
"spilocuscus_kraemeri","Spilocuscus kraemeri",2440247,"ACCEPTED","EXACT","Spilocuscus kraemeri",2440247,"Diprotodontia","Phalangeridae"
"spilocuscus_maculatus","Spilocuscus maculatus",9818309,"ACCEPTED","EXACT","Spilocuscus maculatus",9818309,"Diprotodontia","Phalangeridae"
"spilocuscus_rufoniger","Spilocuscus rufoniger",2440248,"ACCEPTED","EXACT","Spilocuscus rufoniger",2440248,"Diprotodontia","Phalangeridae"
"spilogale_gracilis","Spilogale gracilis",2434835,"ACCEPTED","EXACT","Spilogale gracilis",2434835,"Carnivora","Mephitidae"
"spilogale_putorius","Spilogale putorius",2434831,"ACCEPTED","EXACT","Spilogale putorius",2434831,"Carnivora","Mephitidae"
"spilogale_pygmaea","Spilogale pygmaea",2434821,"ACCEPTED","EXACT","Spilogale pygmaea",2434821,"Carnivora","Mephitidae"
"spilornis_cheela","Spilornis cheela",2480433,"ACCEPTED","EXACT","Spilornis cheela",2480433,"Accipitriformes","Accipitridae"
"spizella_arborea","Spizella arborea",2492116,"SYNONYM","EXACT","Spizelloides arborea",7357320,"Passeriformes","Emberizidae"
"spizella_passerina","Spizella passerina",2492109,"ACCEPTED","EXACT","Spizella passerina",2492109,"Passeriformes","Emberizidae"
"spizella_pusilla","Spizella pusilla",2492096,"ACCEPTED","EXACT","Spizella pusilla",2492096,"Passeriformes","Emberizidae"
"spodoptera_exigua","Spodoptera exigua",8352161,"ACCEPTED","EXACT","Spodoptera exigua",8352161,"Lepidoptera","Noctuidae"
"squilla_empusa","Squilla empusa",5177257,"ACCEPTED","EXACT","Squilla empusa",5177257,"Stomatopoda","Squillidae"
"stagmomantis_carolina","Stagmomantis carolina",1404940,"ACCEPTED","EXACT","Stagmomantis carolina",1404940,"Mantodea","Mantidae"
"stagonopleura_guttata","Stagonopleura guttata",2493733,"ACCEPTED","EXACT","Stagonopleura guttata",2493733,"Passeriformes","Estrildidae"
"steatomys_krebsii","Steatomys krebsii",2438742,"ACCEPTED","EXACT","Steatomys krebsii",2438742,"Rodentia","Nesomyidae"
"steatomys_opimus","Steatomys opimus",4263426,"ACCEPTED","EXACT","Steatomys opimus",4263426,"Rodentia","Nesomyidae"
"steatomys_parvus","Steatomys parvus",2438741,"ACCEPTED","EXACT","Steatomys parvus",2438741,"Rodentia","Nesomyidae"
"steatomys_pratensis","Steatomys pratensis",2438739,"ACCEPTED","EXACT","Steatomys pratensis",2438739,"Rodentia","Nesomyidae"
"stellula_calliope","Stellula calliope",2476137,"ACCEPTED","EXACT","Stellula calliope",2476137,"Apodiformes","Trochilidae"
"stenacron_interpunctatum","Stenacron interpunctatum",1408672,"ACCEPTED","EXACT","Stenacron interpunctatum",1408672,"Ephemeroptera","Heptageniidae"
"stenella_attenuata","Stenella attenuata",5220050,"ACCEPTED","EXACT","Stenella attenuata",5220050,"Cetacea","Delphinidae"
"stenella_clymene","Stenella clymene",5220064,"ACCEPTED","EXACT","Stenella clymene",5220064,"Cetacea","Delphinidae"
"stenella_coeruleoalba","Stenella coeruleoalba",5220055,"ACCEPTED","EXACT","Stenella coeruleoalba",5220055,"Cetacea","Delphinidae"
"stenella_frontalis","Stenella frontalis",5220045,"ACCEPTED","EXACT","Stenella frontalis",5220045,"Cetacea","Delphinidae"
"stenella_longirostris","Stenella longirostris",5220060,"ACCEPTED","EXACT","Stenella longirostris",5220060,"Cetacea","Delphinidae"
"steno_bredanensis","Steno bredanensis",2440433,"ACCEPTED","EXACT","Steno bredanensis",2440433,"Cetacea","Delphinidae"
"stenocephalemys_albipes","Stenocephalemys albipes",4264996,"ACCEPTED","EXACT","Stenocephalemys albipes",4264996,"Rodentia","Muridae"
"stenocephalemys_albocaudata","Stenocephalemys albocaudata",2439016,"ACCEPTED","EXACT","Stenocephalemys albocaudata",2439016,"Rodentia","Muridae"
"stenocephalemys_griseicauda","Stenocephalemys griseicauda",2439017,"ACCEPTED","EXACT","Stenocephalemys griseicauda",2439017,"Rodentia","Muridae"
"stenocephalemys_ruppi","Stenocephalemys ruppi",4264995,"ACCEPTED","EXACT","Stenocephalemys ruppi",4264995,"Rodentia","Muridae"
"stenoderma_rufum","Stenoderma rufum",5218755,"ACCEPTED","EXACT","Stenoderma rufum",5218755,"Chiroptera","Phyllostomidae"
"stenopus_hispidus","Stenopus hispidus",5178716,"ACCEPTED","EXACT","Stenopus hispidus",5178716,"Decapoda","Stenopodidae"
"stenorhynchus_seticornis","Stenorhynchus seticornis",5178699,"ACCEPTED","EXACT","Stenorhynchus seticornis",5178699,"Decapoda","Inachoididae"
"stercorarius_longicaudus","Stercorarius longicaudus",2481613,"ACCEPTED","EXACT","Stercorarius longicaudus",2481613,"Charadriiformes","Stercorariidae"
"stercorarius_parasiticus","Stercorarius parasiticus",2481621,"ACCEPTED","EXACT","Stercorarius parasiticus",2481621,"Charadriiformes","Stercorariidae"
"sterna_caspia","Sterna caspia",5229221,"SYNONYM","EXACT","Hydroprogne caspia",2481236,"Charadriiformes","Laridae"
"sterna_forsteri","Sterna forsteri",5229247,"ACCEPTED","EXACT","Sterna forsteri",5229247,"Charadriiformes","Laridae"
"sterna_hirundo","Sterna hirundo",9367409,"ACCEPTED","EXACT","Sterna hirundo",9367409,"Charadriiformes","Laridae"
"sterna_paradisaea","Sterna paradisaea",5229230,"ACCEPTED","EXACT","Sterna paradisaea",5229230,"Charadriiformes","Laridae"
"sterna_sandvicensis","Sterna sandvicensis",5229223,"SYNONYM","EXACT","Thalasseus sandvicensis",2481240,"Charadriiformes","Laridae"
"sternotherus_carinatus","Sternotherus carinatus",5220394,"ACCEPTED","EXACT","Sternotherus carinatus",5220394,"Testudines","Kinosternidae"
"sternotherus_depressus","Sternotherus depressus",5220391,"ACCEPTED","EXACT","Sternotherus depressus",5220391,"Testudines","Kinosternidae"
"sternotherus_odoratus","Sternotherus odoratus",5220393,"ACCEPTED","EXACT","Sternotherus odoratus",5220393,"Testudines","Kinosternidae"
"stiretrus_anchorago","Stiretrus anchorago",2078825,"ACCEPTED","EXACT","Stiretrus anchorago",2078825,"Hemiptera","Pentatomidae"
"stochomys_longicaudatus","Stochomys longicaudatus",2438508,"ACCEPTED","EXACT","Stochomys longicaudatus",2438508,"Rodentia","Muridae"
"stomoxys_calcitrans","Stomoxys calcitrans",1526081,"ACCEPTED","EXACT","Stomoxys calcitrans",1526081,"Diptera","Muscidae"
"storeria_dekayi","Storeria dekayi",9056579,"ACCEPTED","EXACT","Storeria dekayi",9056579,"Squamata","Natricidae"
"storeria_occipitomaculata","Storeria occipitomaculata",2457039,"ACCEPTED","EXACT","Storeria occipitomaculata",2457039,"Squamata","Natricidae"
"streptopelia_risoria","Streptopelia risoria",2495695,"ACCEPTED","EXACT","Streptopelia risoria",2495695,"Columbiformes","Columbidae"
"streptopelia_roseogrisea","Streptopelia roseogrisea",2495688,"ACCEPTED","EXACT","Streptopelia roseogrisea",2495688,"Columbiformes","Columbidae"
"strigocuscus_celebensis","Strigocuscus celebensis",2440288,"ACCEPTED","EXACT","Strigocuscus celebensis",2440288,"Diprotodontia","Phalangeridae"
"strigocuscus_pelengensis","Strigocuscus pelengensis",2440283,"ACCEPTED","EXACT","Strigocuscus pelengensis",2440283,"Diprotodontia","Phalangeridae"
"strigops_habroptila","Strigops habroptila",2479236,"ACCEPTED","EXACT","Strigops habroptila",2479236,"Psittaciformes","Psittacidae"
"strix_aluco","Strix aluco",9282206,"ACCEPTED","EXACT","Strix aluco",9282206,"Strigiformes","Strigidae"
"strix_nebulosa","Strix nebulosa",2497522,"ACCEPTED","EXACT","Strix nebulosa",2497522,"Strigiformes","Strigidae"
"strix_occidentalis","Strix occidentalis",2497487,"ACCEPTED","EXACT","Strix occidentalis",2497487,"Strigiformes","Strigidae"
"strix_occidentalis_caurina","Strix occidentalis caurina",6176043,"ACCEPTED","EXACT","Strix occidentalis",2497487,"Strigiformes","Strigidae"
"strix_varia","Strix varia",2497541,"ACCEPTED","EXACT","Strix varia",2497541,"Strigiformes","Strigidae"
"strix_virgata","Strix virgata",2497440,"SYNONYM","EXACT","Ciccaba virgata",2497439,"Strigiformes","Strigidae"
"struthidea_cinerea","Struthidea cinerea",2494854,"ACCEPTED","EXACT","Struthidea cinerea",2494854,"Passeriformes","Corcoracidae"
"struthio_camelus","Struthio camelus",2495150,"ACCEPTED","EXACT","Struthio camelus",2495150,"Struthioniformes","Struthionidae"
"strymon_melinus","Strymon melinus",1925429,"ACCEPTED","EXACT","Strymon melinus",1925429,"Lepidoptera","Lycaenidae"
"sturnella_loyca","Sturnella loyca",2484272,"ACCEPTED","EXACT","Sturnella loyca",2484272,"Passeriformes","Icteridae"
"sturnella_magna","Sturnella magna",2484254,"ACCEPTED","EXACT","Sturnella magna",2484254,"Passeriformes","Icteridae"
"sturnira_aratathomasi","Sturnira aratathomasi",2433330,"ACCEPTED","EXACT","Sturnira aratathomasi",2433330,"Chiroptera","Phyllostomidae"
"sturnira_bidens","Sturnira bidens",2433323,"ACCEPTED","EXACT","Sturnira bidens",2433323,"Chiroptera","Phyllostomidae"
"sturnira_bogotensis","Sturnira bogotensis",2433331,"ACCEPTED","EXACT","Sturnira bogotensis",2433331,"Chiroptera","Phyllostomidae"
"sturnira_erythromos","Sturnira erythromos",2433324,"ACCEPTED","EXACT","Sturnira erythromos",2433324,"Chiroptera","Phyllostomidae"
"sturnira_lilium","Sturnira lilium",2433327,"ACCEPTED","EXACT","Sturnira lilium",2433327,"Chiroptera","Phyllostomidae"
"sturnira_ludovici","Sturnira ludovici",2433332,"ACCEPTED","EXACT","Sturnira ludovici",2433332,"Chiroptera","Phyllostomidae"
"sturnira_luisi","Sturnira luisi",2433325,"ACCEPTED","EXACT","Sturnira luisi",2433325,"Chiroptera","Phyllostomidae"
"sturnira_magna","Sturnira magna",2433328,"ACCEPTED","EXACT","Sturnira magna",2433328,"Chiroptera","Phyllostomidae"
"sturnira_mordax","Sturnira mordax",2433333,"ACCEPTED","EXACT","Sturnira mordax",2433333,"Chiroptera","Phyllostomidae"
"sturnira_nana","Sturnira nana",2433326,"ACCEPTED","EXACT","Sturnira nana",2433326,"Chiroptera","Phyllostomidae"
"sturnira_oporaphilum","Sturnira oporaphilum",4265407,"ACCEPTED","EXACT","Sturnira oporaphilum",4265407,"Chiroptera","Phyllostomidae"
"sturnira_thomasi","Sturnira thomasi",2433329,"ACCEPTED","EXACT","Sturnira thomasi",2433329,"Chiroptera","Phyllostomidae"
"sturnira_tildae","Sturnira tildae",2433334,"ACCEPTED","EXACT","Sturnira tildae",2433334,"Chiroptera","Phyllostomidae"
"sturnus_vulgaris","Sturnus vulgaris",9809229,"ACCEPTED","EXACT","Sturnus vulgaris",9809229,"Passeriformes","Sturnidae"
"styloctenium_wallacei","Styloctenium wallacei",2432931,"ACCEPTED","EXACT","Styloctenium wallacei",2432931,"Chiroptera","Pteropodidae"
"stylodipus_andrewsi","Stylodipus andrewsi",2439455,"ACCEPTED","EXACT","Stylodipus andrewsi",2439455,"Rodentia","Dipodidae"
"stylodipus_sungorus","Stylodipus sungorus",2439454,"ACCEPTED","EXACT","Stylodipus sungorus",2439454,"Rodentia","Dipodidae"
"stylodipus_telum","Stylodipus telum",2439453,"ACCEPTED","EXACT","Stylodipus telum",2439453,"Rodentia","Dipodidae"
"sula_dactylatra","Sula dactylatra",2480967,"ACCEPTED","EXACT","Sula dactylatra",2480967,"Suliformes","Sulidae"
"sula_leucogaster","Sula leucogaster",2480975,"ACCEPTED","EXACT","Sula leucogaster",2480975,"Suliformes","Sulidae"
"sula_nebouxii","Sula nebouxii",2480978,"ACCEPTED","EXACT","Sula nebouxii",2480978,"Suliformes","Sulidae"
"sula_sula","Sula sula",2480972,"ACCEPTED","EXACT","Sula sula",2480972,"Suliformes","Sulidae"
"suncus_etruscus","Suncus etruscus",2435506,"ACCEPTED","EXACT","Suncus etruscus",2435506,"Soricomorpha","Soricidae"
"suncus_infinitesimus","Suncus infinitesimus",2435507,"ACCEPTED","EXACT","Suncus infinitesimus",2435507,"Soricomorpha","Soricidae"
"suncus_lixus","Suncus lixus",2435523,"ACCEPTED","EXACT","Suncus lixus",2435523,"Soricomorpha","Soricidae"
"suncus_madagascariensis","Suncus madagascariensis",2435514,"ACCEPTED","EXACT","Suncus madagascariensis",2435514,"Soricomorpha","Soricidae"
"suncus_malayanus","Suncus malayanus",2435524,"SYNONYM","EXACT","Crocidura malayana",2435721,"Soricomorpha","Soricidae"
"suncus_megalura","Suncus megalura",2435510,"ACCEPTED","EXACT","Suncus megalura",2435510,"Soricomorpha","Soricidae"
"suncus_murinus","Suncus murinus",2435520,"ACCEPTED","EXACT","Suncus murinus",2435520,"Soricomorpha","Soricidae"
"suncus_remyi","Suncus remyi",2435525,"ACCEPTED","EXACT","Suncus remyi",2435525,"Soricomorpha","Soricidae"
"suncus_varilla","Suncus varilla",2435518,"ACCEPTED","EXACT","Suncus varilla",2435518,"Soricomorpha","Soricidae"
"sundamys_infraluteus","Sundamys infraluteus",2438464,"ACCEPTED","EXACT","Sundamys infraluteus",2438464,"Rodentia","Muridae"
"sundamys_muelleri","Sundamys muelleri",2438465,"ACCEPTED","EXACT","Sundamys muelleri",2438465,"Rodentia","Muridae"
"sundasciurus_brookei","Sundasciurus brookei",2437472,"ACCEPTED","EXACT","Sundasciurus brookei",2437472,"Rodentia","Sciuridae"
"sundasciurus_davensis","Sundasciurus davensis",2437481,"ACCEPTED","EXACT","Sundasciurus davensis",2437481,"Rodentia","Sciuridae"
"sundasciurus_hippurus","Sundasciurus hippurus",2437473,"ACCEPTED","EXACT","Sundasciurus hippurus",2437473,"Rodentia","Sciuridae"
"sundasciurus_hoogstraali","Sundasciurus hoogstraali",2437478,"ACCEPTED","EXACT","Sundasciurus hoogstraali",2437478,"Rodentia","Sciuridae"
"sundasciurus_jentinki","Sundasciurus jentinki",2437482,"ACCEPTED","EXACT","Sundasciurus jentinki",2437482,"Rodentia","Sciuridae"
"sundasciurus_juvencus","Sundasciurus juvencus",2437474,"ACCEPTED","EXACT","Sundasciurus juvencus",2437474,"Rodentia","Sciuridae"
"sundasciurus_lowii","Sundasciurus lowii",2437483,"ACCEPTED","EXACT","Sundasciurus lowii",2437483,"Rodentia","Sciuridae"
"sundasciurus_mindanensis","Sundasciurus mindanensis",2437475,"ACCEPTED","EXACT","Sundasciurus mindanensis",2437475,"Rodentia","Sciuridae"
"sundasciurus_moellendorffi","Sundasciurus moellendorffi",2437479,"ACCEPTED","EXACT","Sundasciurus moellendorffi",2437479,"Rodentia","Sciuridae"
"sundasciurus_philippinensis","Sundasciurus philippinensis",2437484,"ACCEPTED","EXACT","Sundasciurus philippinensis",2437484,"Rodentia","Sciuridae"
"sundasciurus_rabori","Sundasciurus rabori",2437476,"ACCEPTED","EXACT","Sundasciurus rabori",2437476,"Rodentia","Sciuridae"
"sundasciurus_samarensis","Sundasciurus samarensis",2437485,"ACCEPTED","EXACT","Sundasciurus samarensis",2437485,"Rodentia","Sciuridae"
"sundasciurus_steerii","Sundasciurus steerii",2437477,"ACCEPTED","EXACT","Sundasciurus steerii",2437477,"Rodentia","Sciuridae"
"sundasciurus_tenuis","Sundasciurus tenuis",2437480,"ACCEPTED","EXACT","Sundasciurus tenuis",2437480,"Rodentia","Sciuridae"
"surdisorex_norae","Surdisorex norae",2435503,"ACCEPTED","EXACT","Surdisorex norae",2435503,"Soricomorpha","Soricidae"
"surdisorex_polulus","Surdisorex polulus",2435502,"ACCEPTED","EXACT","Surdisorex polulus",2435502,"Soricomorpha","Soricidae"
"suricata_suricatta","Suricata suricatta",2434126,"ACCEPTED","EXACT","Suricata suricatta",2434126,"Carnivora","Herpestidae"
"surnia_ulula","Surnia ulula",2497894,"ACCEPTED","EXACT","Surnia ulula",2497894,"Strigiformes","Strigidae"
"sus_barbatus","Sus barbatus",2441222,"ACCEPTED","EXACT","Sus barbatus",2441222,"Artiodactyla","Suidae"
"sus_cebifrons","Sus cebifrons",2441215,"ACCEPTED","EXACT","Sus cebifrons",2441215,"Artiodactyla","Suidae"
"sus_celebensis","Sus celebensis",2441221,"ACCEPTED","EXACT","Sus celebensis",2441221,"Artiodactyla","Suidae"
"sus_philippensis","Sus philippensis",2441214,"ACCEPTED","EXACT","Sus philippensis",2441214,"Artiodactyla","Suidae"
"sus_salvanius","Sus salvanius",2441220,"ACCEPTED","EXACT","Sus salvanius",2441220,"Artiodactyla","Suidae"
"sus_scrofa","Sus scrofa",7705930,"ACCEPTED","EXACT","Sus scrofa",7705930,"Artiodactyla","Suidae"
"sus_verrucosus","Sus verrucosus",7985855,"ACCEPTED","EXACT","Sus verrucosus",7985855,"Artiodactyla","Suidae"
"swynnertonia_swynnertoni","Swynnertonia swynnertoni",5231232,"ACCEPTED","EXACT","Swynnertonia swynnertoni",5231232,"Passeriformes","Muscicapidae"
