"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"echinococcus_multilocularis",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"echinometra_lucunter",1,NA,1,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"echinophthirius_horridus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"echinosorex_gymnura",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.95,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"echinostoma_revolutum",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"echymipera_kalubu",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.65,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"echymipera_rufescens",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.3625,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"eciton_burchellii",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,1,1,0,NA,NA,0,NA,NA,NA
"ectophylla_alba",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ectopleura_crocea",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ectopleura_larynx",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"edalorhina_perezi",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"egretta_caerulea",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.396,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"egretta_thula",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.37,1,0,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"egretta_tricolor",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,1,0,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eidolon_helvum",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.29,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"eira_barbara",1,NA,NA,NA,"Least Concern",1,NA,1,NA,4.5,0,0,0,NA,1,1,1,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"elanoides_forficatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.432,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"elaphodus_cephalophus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,33.5,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"elaphurus_davidianus",NA,NA,NA,NA,"Extinct in the Wild",1,NA,NA,1,186.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"electrophorus_electricus",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,20,1,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"elephantulus_brachyrhynchus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.05,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"elephantulus_intufi",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.052,1,1,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"elephantulus_myurus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.06,1,1,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"elephantulus_rozeti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.052,1,1,1,1,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"elephantulus_rufescens",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0425,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"elephas_maximus",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,4000,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"eleutherodactylus_coqui",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0855,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eleutherodactylus_planirostris",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eliomys_quercinus",1,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.0825,0,0,0,NA,1,1,0,NA,0,1,0,0,1,1,0,NA,NA,NA
"eliurus_minor",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0351,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"ellipsaria_lineolata",NA,NA,1,NA,"Near Threatened",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"elliptio_complanata",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"elliptio_crassidens",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"elliptio_dilatata",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"elysia_chlorotica",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"elysia_crispata",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"emballonura_monticola",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0045,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"empidonax_difficilis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0105,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"empidonax_flaviventris",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.012,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"empidonax_hammondii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"empidonax_traillii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0139,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"empidonax_virescens",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0125,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"emydoidea_blandingii",1,NA,NA,NA,"Lower Risk - Near Threatened",NA,1,1,NA,1.075,1,1,0,NA,1,0,0,1,0,1,1,1,1,NA,0,NA,NA,NA
"emydura_krefftii",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"emydura_subglobosa",1,NA,NA,NA,"Lower Risk - Least Concern",NA,1,1,NA,0.5,0,0,0,NA,1,0,0,1,0,NA,1,1,NA,NA,1,NA,NA,NA
"emys_marmorata",1,NA,NA,NA,"Vulnerable",NA,1,1,NA,0.7796,0,0,0,NA,1,0,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA
"emys_orbicularis",NA,NA,NA,NA,"Lower Risk - Near Threatened",NA,1,1,NA,NA,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"enallagma_boreale",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"engraulis_mordax",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,0.009,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"enhydra_lutris",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,29.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"enoplosus_armatus",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ensis_directus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"enterobius_vermicularis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"enteroctopus_dofleini",NA,NA,NA,NA,"No special status",NA,1,NA,NA,60,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"entobdella_soleae",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"entovalva_lessonothuriae",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,1,NA,NA
"eoglaucomys_fimbriatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eonycteris_major",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,0.091,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"eonycteris_spelaea",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.06,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"ephippodonta_lunata",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"epinephelus_striatus",NA,NA,NA,NA,"Endangered",NA,1,NA,NA,12,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"epioblasma_obliquata",NA,NA,1,NA,"Critically Endangered",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"epioblasma_torulosa",NA,NA,1,NA,"Critically Endangered",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"epioblasma_triquetra",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"epitheca_princeps",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"epomophorus_gambianus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.08,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"epomophorus_wahlbergi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.08,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"epomops_franqueti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.118,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"eptatretus_stoutii",NA,NA,NA,NA,"No special status",NA,1,NA,NA,1.1,1,0,0,NA,1,1,0,1,0,1,1,0,NA,NA,0,NA,NA,NA
"eptesicus_fuscus",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.023,1,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"equus_asinus",NA,NA,NA,NA,"No special status",1,NA,NA,1,250,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"equus_burchellii",NA,NA,NA,NA,"No special status",1,NA,NA,1,280,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"equus_caballus",NA,NA,NA,NA,"Endangered
          
          
            No special status",1,NA,NA,1,563.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"equus_caballus_przewalskii",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,250,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"equus_grevyi",NA,NA,NA,NA,"Endangered",1,NA,NA,1,400,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"equus_hemionus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,230,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"equus_hemionus_onager",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"equus_kiang",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,345,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"equus_quagga",NA,NA,NA,NA,"Extinct",1,NA,NA,NA,275,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"equus_zebra",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,306,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"eremitalpa_granti",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.024,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eremobates_pallipes",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eremophila_alpestris",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.031,0,0,0,NA,1,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"erethizon_dorsatum",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,9.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"eretmochelys_imbricata",1,NA,NA,NA,"Critically Endangered",NA,1,1,NA,80,0,0,0,NA,1,0,0,1,0,NA,0,1,NA,1,0,NA,NA,NA
"erignathus_barbatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,315,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"erinaceus_europaeus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,1,0,0,0,NA,1,1,1,NA,0,1,1,0,1,1,0,NA,NA,NA
"eriocheir_sinensis",1,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"erophylla_sezekorni",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.017,0,0,1,1,1,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"erpetoichthys_calabaricus",NA,NA,NA,NA,"Near Threatened",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"erynnis_persius",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"erythrocebus_patas",1,NA,NA,NA,"Least Concern",1,NA,NA,1,10,0,0,0,NA,1,0,0,NA,0,1,0,1,NA,1,1,NA,NA,NA
"eschrichtius_robustus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,36000,1,1,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,NA,NA,NA
"esox_americanus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"esox_lucius",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.95,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"esox_masquinongy",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,15.24,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"estrilda_astrild",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0089,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"etheostoma_baileyi",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"etheostoma_barbouri",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.0027,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,1,NA,NA
"etheostoma_blennioides",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"etheostoma_caeruleum",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,1,0,0,NA,NA,0,NA,NA,NA
"etheostoma_chlorosoma",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"etheostoma_microperca",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,0.0003,1,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"etheostoma_nigrum",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eubalaena_australis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,49000,0,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eubalaena_glacialis",NA,NA,NA,NA,"Endangered",1,NA,NA,1,75000,0,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eubalaena_japonica",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,90718,1,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eublepharis_macularius",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eubranchipus_vernalis",1,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"euchoreutes_naso",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"euchroma_giganteum",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"euderma_maculatum",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.018,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudistylia_polymorpha",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudocimus_albus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.9,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudocimus_ruber",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.615,1,1,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudorcas_thomsonii",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,25,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"eudyptes_chrysocome",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,2.5,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptes_chrysolophus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,5.5,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptes_pachyrhynchus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,3.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptes_robustus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,3.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptes_schlegeli",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,4.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptes_sclateri",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,6,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eudyptula_minor",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.15,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"euhaplorchis_californiensis",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,1,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"eulemur_cinereiceps",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,2.25,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"eulemur_coronatus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,2,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"eulemur_fulvus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,3,0,0,1,1,1,0,0,NA,0,1,0,1,NA,1,1,NA,NA,NA
"eulemur_macaco",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,2.5,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"eulemur_mongoz",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,2.5,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"eulemur_rubriventer",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,2.5,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"eulemur_rufus",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,2.21,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,1,NA
"eumenes_fraternus",1,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"eumetopias_jubatus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,735,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"eumomota_superciliosa",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0665,1,1,0,NA,1,0,1,NA,0,NA,0,0,1,1,0,NA,NA,NA
"eumops_bonariensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.01,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eumops_dabbenei",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.076,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eumops_glaucinus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0366,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eumops_perotis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.057,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eunectes_murinus",NA,NA,NA,NA,"Not Evaluated",NA,NA,1,NA,250,1,0,0,NA,0,1,1,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"eunectes_notaeus",NA,NA,NA,NA,"Near Threatened",NA,NA,1,NA,30,1,0,0,NA,0,1,1,1,0,1,1,0,NA,NA,0,NA,NA,NA
"euoticus_elegantulus",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.315,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"eupetaurus_cinereus",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"euphausia_superba",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,0.002,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"euphilotes_enoptes",NA,NA,NA,NA,"Data Deficient",NA,1,1,NA,NA,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,1,NA,NA,NA
"euphonia_luteicapilla",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"euphractus_sexcinctus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"euphydryas_editha",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"euphyes_dukesi",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"euplectella_aspergillum",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eupleres_goudotii",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,3,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"euprymna_scolopes",NA,NA,NA,NA,"Data Deficient",NA,1,1,NA,NA,1,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eurosta_solidaginis",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"eurycea_bislineata",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eurycea_cirrigera",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eurycea_junaluska",NA,NA,NA,NA,"Vulnerable",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"eurycea_longicauda",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
