"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
2264734,"Physalia physalis (Linnaeus, 1758)","species","ACCEPTED","EXACT","Physalia physalis",98,"Animalia","Cnidaria","Siphonophorae","Physaliidae","Physalia","Physalia physalis",1,43,205,6180736,9243,2264733,2264734,FALSE,"Hydrozoa",NA,NA
2440352,"Physeter catodon Linnaeus, 1758","species","SYNONYM","EXACT","Physeter catodon",98,"Animalia","Chordata","Cetacea","Physeteridae","Physeter","Physeter macrocephalus",1,44,359,733,5446,2440349,8123917,TRUE,"Mammalia",8123917,NA
2353225,"Piaractus brachypomus (Cuvier, 1818)","species","ACCEPTED","EXACT","Piaractus brachypomus",98,"Animalia","Chordata","Characiformes","Serrasalmidae","Piaractus","Piaractus brachypomus",1,44,204,537,4287106,2353218,2353225,FALSE,"Actinopterygii",NA,NA
5229487,"Pica hudsonia (Sabine, 1823)","species","ACCEPTED","EXACT","Pica hudsonia",98,"Animalia","Chordata","Passeriformes","Corvidae","Pica","Pica hudsonia",1,44,212,729,5235,7237083,5229487,FALSE,"Aves",NA,NA
2477774,"Picoides arcticus (Swainson, 1832)","species","ACCEPTED","EXACT","Picoides arcticus",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides arcticus",1,44,212,724,9333,2477732,2477774,FALSE,"Aves",NA,NA
2477828,"Picoides borealis (Vieillot, 1809)","species","ACCEPTED","EXACT","Picoides borealis",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides borealis",1,44,212,724,9333,2477732,2477828,FALSE,"Aves",NA,NA
2477781,"Picoides pubescens (Linnaeus, 1766)","species","ACCEPTED","EXACT","Picoides pubescens",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides pubescens",1,44,212,724,9333,2477732,2477781,FALSE,"Aves",NA,NA
2477813,"Picoides scalaris (Wagler, 1829)","species","ACCEPTED","EXACT","Picoides scalaris",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides scalaris",1,44,212,724,9333,2477732,2477813,FALSE,"Aves",NA,NA
2477804,"Picoides tridactylus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Picoides tridactylus",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides tridactylus",1,44,212,724,9333,2477732,2477804,FALSE,"Aves",NA,NA
2477741,"Picoides villosus (Linnaeus, 1766)","species","ACCEPTED","EXACT","Picoides villosus",98,"Animalia","Chordata","Piciformes","Picidae","Picoides","Picoides villosus",1,44,212,724,9333,2477732,2477741,FALSE,"Aves",NA,NA
7262000,"Piliocolobus badius (Kerr, 1792)","species","ACCEPTED","EXACT","Piliocolobus badius",98,"Animalia","Chordata","Primates","Cercopithecidae","Piliocolobus","Piliocolobus badius",1,44,359,798,9622,4266981,7262000,FALSE,"Mammalia",NA,NA
4266987,"Piliocolobus kirkii (Gray, 1868)","species","ACCEPTED","EXACT","Piliocolobus kirkii",98,"Animalia","Chordata","Primates","Cercopithecidae","Piliocolobus","Piliocolobus kirkii",1,44,359,798,9622,4266981,4266987,FALSE,"Mammalia",NA,NA
7262003,"Piliocolobus pennantii (Waterhouse, 1838)","species","ACCEPTED","EXACT","Piliocolobus pennantii",98,"Animalia","Chordata","Primates","Cercopithecidae","Piliocolobus","Piliocolobus pennantii",1,44,359,798,9622,4266981,7262003,FALSE,"Mammalia",NA,NA
4266990,"Piliocolobus rufomitratus (Peters, 1879)","species","ACCEPTED","EXACT","Piliocolobus rufomitratus",98,"Animalia","Chordata","Primates","Cercopithecidae","Piliocolobus","Piliocolobus rufomitratus",1,44,359,798,9622,4266981,4266990,FALSE,"Mammalia",NA,NA
2367736,"Pimephales notatus (Rafinesque, 1820)","species","ACCEPTED","EXACT","Pimephales notatus",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Pimephales","Pimephales notatus",1,44,204,1153,7336,2367732,2367736,FALSE,"Actinopterygii",NA,NA
2367742,"Pimephales promelas Rafinesque, 1820","species","ACCEPTED","EXACT","Pimephales promelas",98,"Animalia","Chordata","Cypriniformes","Cyprinidae","Pimephales","Pimephales promelas",1,44,204,1153,7336,2367732,2367742,FALSE,"Actinopterygii",NA,NA
2285337,"Pinctada margaritifera (Linnaeus, 1758)","species","ACCEPTED","EXACT","Pinctada margaritifera",98,"Animalia","Mollusca","Ostreida","Pteriidae","Pinctada","Pinctada margaritifera",1,52,137,9485611,3465,2285335,2285337,FALSE,"Bivalvia",NA,NA
5229273,"Pinguinus impennis (Linnaeus, 1758)","species","ACCEPTED","EXACT","Pinguinus impennis",98,"Animalia","Chordata","Charadriiformes","Alcidae","Pinguinus","Pinguinus impennis",1,44,212,7192402,2985,5229272,5229273,FALSE,"Aves",NA,NA
2423966,"Pipa pipa (Linnaeus, 1758)","species","ACCEPTED","EXACT","Pipa pipa",98,"Animalia","Chordata","Anura","Pipidae","Pipa","Pipa pipa",1,44,131,952,3093,2423963,2423966,FALSE,"Amphibia",NA,NA
5218481,"Pipistrellus hesperus (H.Allen, 1864)","species","SYNONYM","EXACT","Pipistrellus hesperus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Parastrellus","Parastrellus hesperus",1,44,359,734,9368,4831869,8397398,TRUE,"Mammalia",8397398,NA
5218465,"Pipistrellus pipistrellus (Schreber, 1774)","species","ACCEPTED","EXACT","Pipistrellus pipistrellus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",1,44,359,734,9368,2432218,5218465,FALSE,"Mammalia",NA,NA
5218474,"Pipistrellus subflavus (F.Cuvier, 1832)","species","SYNONYM","EXACT","Pipistrellus subflavus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Perimyotis","Perimyotis subflavus",1,44,359,734,9368,4831832,7665644,TRUE,"Mammalia",8885590,NA
5218486,"Pipistrellus tenuis (Temminck, 1840)","species","ACCEPTED","EXACT","Pipistrellus tenuis",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus tenuis",1,44,359,734,9368,2432218,5218486,FALSE,"Mammalia",NA,NA
2488484,"Piranga ludoviciana (A.Wilson, 1811)","species","ACCEPTED","EXACT","Piranga ludoviciana",98,"Animalia","Chordata","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana",1,44,212,729,9285,2488483,2488484,FALSE,"Aves",NA,NA
2488517,"Piranga olivacea (J.F.Gmelin, 1789)","species","ACCEPTED","EXACT","Piranga olivacea",98,"Animalia","Chordata","Passeriformes","Cardinalidae","Piranga","Piranga olivacea",1,44,212,729,9285,2488483,2488517,FALSE,"Aves",NA,NA
2488485,"Piranga rubra (Linnaeus, 1758)","species","ACCEPTED","EXACT","Piranga rubra",98,"Animalia","Chordata","Passeriformes","Cardinalidae","Piranga","Piranga rubra",1,44,212,729,9285,2488483,2488485,FALSE,"Aves",NA,NA
2273754,"Pisaster ochraceus (Brandt, 1835)","species","ACCEPTED","EXACT","Pisaster ochraceus",98,"Animalia","Echinodermata","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",1,50,214,1462,6009,2273739,2273754,FALSE,"Asteroidea",NA,NA
2150992,"Pisaurina mira (Walckenaer, 1837)","species","ACCEPTED","EXACT","Pisaurina mira",98,"Animalia","Arthropoda","Araneae","Pisauridae","Pisaurina","Pisaurina mira",1,54,NA,1496,5641,2150988,2150992,FALSE,NA,NA,NA
2482755,"Pitangus sulphuratus (Linnaeus, 1766)","species","ACCEPTED","EXACT","Pitangus sulphuratus",98,"Animalia","Chordata","Passeriformes","Tyrannidae","Pitangus","Pitangus sulphuratus",1,44,212,729,5291,2482750,2482755,FALSE,"Aves",NA,NA
2436375,"Pithecia monachus (É.Geoffroy Saint-Hilaire, 1812)","species","ACCEPTED","EXACT","Pithecia monachus",98,"Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia monachus",1,44,359,798,5486,2436370,2436375,FALSE,"Mammalia",NA,NA
2436373,"Pithecia pithecia (Linnaeus, 1766)","species","ACCEPTED","EXACT","Pithecia pithecia",98,"Animalia","Chordata","Primates","Pitheciidae","Pithecia","Pithecia pithecia",1,44,359,798,5486,2436370,2436373,FALSE,"Mammalia",NA,NA
2480381,"Pithecophaga jefferyi Ogilvie-Grant, 1896","species","ACCEPTED","EXACT","Pithecophaga jefferyi",98,"Animalia","Chordata","Accipitriformes","Accipitridae","Pithecophaga","Pithecophaga jefferyi",1,44,212,7191147,2877,2480380,2480381,FALSE,"Aves",NA,NA
2453826,"Pituophis catenifer Blainville, 1835","species","ACCEPTED","EXACT","Pituophis catenifer",98,"Animalia","Chordata","Squamata","Colubridae","Pituophis","Pituophis catenifer",1,44,358,715,6172,2453825,2453826,FALSE,"Reptilia",NA,NA
9187223,"Pituophis melanoleucus (Daudin, 1803)","species","ACCEPTED","EXACT","Pituophis melanoleucus",97,"Animalia","Chordata","Squamata","Colubridae","Pituophis","Pituophis melanoleucus",1,44,358,715,6172,2453825,9187223,FALSE,"Reptilia",NA,NA
2285952,"Placopecten magellanicus (Gmelin, 1791)","species","ACCEPTED","EXACT","Placopecten magellanicus",98,"Animalia","Mollusca","Pectinida","Pectinidae","Placopecten","Placopecten magellanicus",1,52,137,9250425,3472,2285951,2285952,FALSE,"Bivalvia",NA,NA
1048616,"Plagiometriona clavata (Fabricius, 1798)","species","SYNONYM","EXACT","Plagiometriona clavata",98,"Animalia","Arthropoda","Coleoptera","Chrysomelidae","Helocassis","Helocassis clavata",1,54,216,1470,7780,4734545,5876132,TRUE,"Insecta",5876132,NA
2435461,"Planigale ingrami (Thomas, 1906)","species","ACCEPTED","EXACT","Planigale ingrami",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale ingrami",1,44,359,736,5452,2435455,2435461,FALSE,"Mammalia",NA,NA
2435465,"Planigale tenuirostris Troughton, 1928","species","ACCEPTED","EXACT","Planigale tenuirostris",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale tenuirostris",1,44,359,736,5452,2435455,2435465,FALSE,"Mammalia",NA,NA
7984698,"Planococcus ficus (Signoret, 1875)","species","ACCEPTED","EXACT","Planococcus ficus",97,"Animalia","Arthropoda","Hemiptera","Pseudococcidae","Planococcus","Planococcus ficus",1,54,216,809,4534,2095382,7984698,FALSE,"Insecta",NA,NA
2296005,"Planogyra asteriscus (Morse, 1857)","species","ACCEPTED","EXACT","Planogyra asteriscus",98,"Animalia","Mollusca","Stylommatophora","Valloniidae","Planogyra","Planogyra asteriscus",1,52,225,1456,2617,2296003,2296005,FALSE,"Gastropoda",NA,NA
2438590,"Platacanthomys lasiurus Blyth, 1859","species","ACCEPTED","EXACT","Platacanthomys lasiurus",98,"Animalia","Chordata","Rodentia","Platacanthomyidae","Platacanthomys","Platacanthomys lasiurus",1,44,359,1459,4263033,2438589,2438590,FALSE,"Mammalia",NA,NA
2440764,"Platanista gangetica (Lebeck, 1801)","species","ACCEPTED","EXACT","Platanista gangetica",97,"Animalia","Chordata","Cetacea","Platanistidae","Platanista","Platanista gangetica",1,44,359,733,9362,2440763,2440764,FALSE,"Mammalia",NA,NA
2440768,"Platanista minor Owen, 1853","species","SYNONYM","EXACT","Platanista minor",98,"Animalia","Chordata","Cetacea","Platanistidae","Platanista","Platanista gangetica",1,44,359,733,9362,2440763,2440764,TRUE,"Mammalia",6165031,NA
5218765,"Platyrrhinus lineatus (E.Geoffroy, 1810)","species","ACCEPTED","EXACT","Platyrrhinus lineatus",98,"Animalia","Chordata","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus lineatus",1,44,359,734,9366,2433241,5218765,FALSE,"Mammalia",NA,NA
2441884,"Platysternon megacephalum Gray, 1831","species","ACCEPTED","EXACT","Platysternon megacephalum",97,"Animalia","Chordata","Testudines","Platysternidae","Platysternon","Platysternon megacephalum",1,44,358,793,4287906,2441883,2441884,FALSE,"Reptilia",NA,NA
1590174,"Plecia nearctica Hardy, 1940","species","ACCEPTED","EXACT","Plecia nearctica",98,"Animalia","Arthropoda","Diptera","Bibionidae","Plecia","Plecia nearctica",1,54,216,811,7281,1590132,1590174,FALSE,"Insecta",NA,NA
5218507,"Plecotus auritus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Plecotus auritus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Plecotus","Plecotus auritus",1,44,359,734,9368,5428957,5218507,FALSE,"Mammalia",NA,NA
5739437,"Plecotus austriacus (J.Fischer, 1829)","species","ACCEPTED","EXACT","Plecotus austriacus",98,"Animalia","Chordata","Chiroptera","Vespertilionidae","Plecotus","Plecotus austriacus",1,44,359,734,9368,5428957,5739437,FALSE,"Mammalia",NA,NA
2491719,"Plectrophenax nivalis (Linnaeus, 1758)","species","ACCEPTED","EXACT","Plectrophenax nivalis",98,"Animalia","Chordata","Passeriformes","Calcariidae","Plectrophenax","Plectrophenax nivalis",1,44,212,729,6101141,2491717,2491719,FALSE,"Aves",NA,NA
9375033,"Plegadis chihi (Vieillot, 1817)","species","ACCEPTED","EXACT","Plegadis chihi",98,"Animalia","Chordata","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis chihi",1,44,212,7190953,5288,8171676,9375033,FALSE,"Aves",NA,NA
5789613,"Plestiodon fasciatus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Plestiodon fasciatus",98,"Animalia","Chordata","Squamata","Scincidae","Plestiodon","Plestiodon fasciatus",1,44,358,715,9115,2462133,5789613,FALSE,"Reptilia",NA,NA
5789628,"Plestiodon laticeps (Schneider, 1801)","species","ACCEPTED","EXACT","Plestiodon laticeps",98,"Animalia","Chordata","Squamata","Scincidae","Plestiodon","Plestiodon laticeps",1,44,358,715,9115,2462133,5789628,FALSE,"Reptilia",NA,NA
5789621,"Plestiodon obsoletus Baird & Girard, 1852","species","ACCEPTED","EXACT","Plestiodon obsoletus",98,"Animalia","Chordata","Squamata","Scincidae","Plestiodon","Plestiodon obsoletus",1,44,358,715,9115,2462133,5789621,FALSE,"Reptilia",NA,NA
2287978,"Plethobasus cyphyus (Rafinesque, 1820)","species","ACCEPTED","EXACT","Plethobasus cyphyus",98,"Animalia","Mollusca","Unionida","Unionidae","Plethobasus","Plethobasus cyphyus",1,52,137,9301143,3461,2287975,2287978,FALSE,"Bivalvia",NA,NA
2431491,"Plethodon cinereus (Green, 1818)","species","ACCEPTED","EXACT","Plethodon cinereus",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon cinereus",1,44,131,953,6748,2431477,2431491,FALSE,"Amphibia",NA,NA
2431489,"Plethodon cylindraceus (Harlan, 1825)","species","ACCEPTED","EXACT","Plethodon cylindraceus",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon cylindraceus",1,44,131,953,6748,2431477,2431489,FALSE,"Amphibia",NA,NA
2431539,"Plethodon glutinosus (Green, 1818)","species","ACCEPTED","EXACT","Plethodon glutinosus",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon glutinosus",1,44,131,953,6748,2431477,2431539,FALSE,"Amphibia",NA,NA
2431529,"Plethodon jordani Blatchley, 1901","species","ACCEPTED","EXACT","Plethodon jordani",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon jordani",1,44,131,953,6748,2431477,2431529,FALSE,"Amphibia",NA,NA
2431478,"Plethodon nettingi Green, 1938","species","ACCEPTED","EXACT","Plethodon nettingi",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon nettingi",1,44,131,953,6748,2431477,2431478,FALSE,"Amphibia",NA,NA
2431521,"Plethodon richmondi Netting & Mittleman, 1938","species","ACCEPTED","EXACT","Plethodon richmondi",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon richmondi",1,44,131,953,6748,2431477,2431521,FALSE,"Amphibia",NA,NA
2431510,"Plethodon serratus Grobman, 1944","species","ACCEPTED","EXACT","Plethodon serratus",98,"Animalia","Chordata","Caudata","Plethodontidae","Plethodon","Plethodon serratus",1,44,131,953,6748,2431477,2431510,FALSE,"Amphibia",NA,NA
2288099,"Pleurobema clava (Lamarck, 1819)","species","ACCEPTED","EXACT","Pleurobema clava",97,"Animalia","Mollusca","Unionida","Unionidae","Pleurobema","Pleurobema clava",1,52,137,9301143,3461,2288056,2288099,FALSE,"Bivalvia",NA,NA
2288093,"Pleurobema coccineum (Conrad, 1836)","species","SYNONYM","EXACT","Pleurobema coccineum",98,"Animalia","Mollusca","Unionida","Unionidae","Pleurobema","Pleurobema sintoxia",1,52,137,9301143,3461,2288056,2288065,TRUE,"Bivalvia",2288065,NA
2288065,"Pleurobema sintoxia (Rafinesque, 1820)","species","ACCEPTED","EXACT","Pleurobema sintoxia",97,"Animalia","Mollusca","Unionida","Unionidae","Pleurobema","Pleurobema sintoxia",1,52,137,9301143,3461,2288056,2288065,FALSE,"Bivalvia",NA,NA
2303942,"Pleuroploca gigantea (Kiener, 1840)","species","SYNONYM","EXACT","Pleuroploca gigantea",98,"Animalia","Mollusca","Neogastropoda","Fasciolariidae","Triplofusus","Triplofusus giganteus",1,52,225,982,6776,4604263,6505171,TRUE,"Gastropoda",6505171,NA
2480328,"Pluvialis dominica (Statius Muller, 1776)","species","ACCEPTED","EXACT","Pluvialis dominica",98,"Animalia","Chordata","Charadriiformes","Charadriidae","Pluvialis","Pluvialis dominica",1,44,212,7192402,2480210,2480326,2480328,FALSE,"Aves",NA,NA
2482059,"Podiceps auritus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Podiceps auritus",98,"Animalia","Chordata","Podicipediformes","Podicipedidae","Podiceps","Podiceps auritus",1,44,212,7191588,9338,2482049,2482059,FALSE,"Aves",NA,NA
2482054,"Podiceps cristatus (Linnaeus, 1758)","species","ACCEPTED","EXACT","Podiceps cristatus",98,"Animalia","Chordata","Podicipediformes","Podicipedidae","Podiceps","Podiceps cristatus",1,44,212,7191588,9338,2482049,2482054,FALSE,"Aves",NA,NA
2482051,"Podiceps grisegena (Boddaert, 1783)","species","ACCEPTED","EXACT","Podiceps grisegena",98,"Animalia","Chordata","Podicipediformes","Podicipedidae","Podiceps","Podiceps grisegena",1,44,212,7191588,9338,2482049,2482051,FALSE,"Aves",NA,NA
2482077,"Podilymbus podiceps (Linnaeus, 1758)","species","ACCEPTED","EXACT","Podilymbus podiceps",98,"Animalia","Chordata","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps",1,44,212,7191588,9338,2482075,2482077,FALSE,"Aves",NA,NA
2437119,"Podogymnura truei Mearns, 1905","species","ACCEPTED","EXACT","Podogymnura truei",98,"Animalia","Chordata","Erinaceomorpha","Erinaceidae","Podogymnura","Podogymnura truei",1,44,359,829,5722,2437117,2437119,FALSE,"Mammalia",NA,NA
2438245,"Podomys floridanus (Chapman, 1889)","species","ACCEPTED","EXACT","Podomys floridanus",98,"Animalia","Chordata","Rodentia","Cricetidae","Podomys","Podomys floridanus",1,44,359,1459,3240723,2438244,2438245,FALSE,"Mammalia",NA,NA
2433887,"Poecilogale albinucha (Gray, 1864)","species","ACCEPTED","EXACT","Poecilogale albinucha",98,"Animalia","Chordata","Carnivora","Mustelidae","Poecilogale","Poecilogale albinucha",1,44,359,732,5307,2433886,2433887,FALSE,"Mammalia",NA,NA
2436948,"Poelagus marjorita (St.Leger, 1929)","species","ACCEPTED","EXACT","Poelagus marjorita",98,"Animalia","Chordata","Lagomorpha","Leporidae","Poelagus","Poelagus marjorita",1,44,359,785,9379,2436947,2436948,FALSE,"Mammalia",NA,NA
5212349,"Pogonias cromis (Linnaeus, 1766)","species","ACCEPTED","EXACT","Pogonias cromis",98,"Animalia","Chordata","Perciformes","Sciaenidae","Pogonias","Pogonias cromis",1,44,204,587,5062,2386505,5212349,FALSE,"Actinopterygii",NA,NA
2434629,"Poiana richardsonii (Thomson, 1842)","species","ACCEPTED","EXACT","Poiana richardsonii",98,"Animalia","Chordata","Carnivora","Viverridae","Poiana","Poiana richardsonii",1,44,359,732,5312,2434628,2434629,FALSE,"Mammalia",NA,NA
2479964,"Poicephalus senegalus (Linnaeus, 1766)","species","ACCEPTED","EXACT","Poicephalus senegalus",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Poicephalus","Poicephalus senegalus",1,44,212,1445,9340,2479946,2479964,FALSE,"Aves",NA,NA
2480426,"Polemaetus bellicosus (Daudin, 1800)","species","ACCEPTED","EXACT","Polemaetus bellicosus",98,"Animalia","Chordata","Accipitriformes","Accipitridae","Polemaetus","Polemaetus bellicosus",1,44,212,7191147,2877,2480425,2480426,FALSE,"Aves",NA,NA
2481096,"Polihierax semitorquatus (A.Smith, 1836)","species","ACCEPTED","EXACT","Polihierax semitorquatus",98,"Animalia","Chordata","Falconiformes","Falconidae","Polihierax","Polihierax semitorquatus",1,44,212,7191407,5240,2481095,2481096,FALSE,"Aves",NA,NA
2487596,"Polioptila caerulea (Linnaeus, 1766)","species","ACCEPTED","EXACT","Polioptila caerulea",98,"Animalia","Chordata","Passeriformes","Polioptilidae","Polioptila","Polioptila caerulea",1,44,212,729,5789066,2487581,2487596,FALSE,"Aves",NA,NA
2487586,"Polioptila melanura Lawrence, 1857","species","ACCEPTED","EXACT","Polioptila melanura",98,"Animalia","Chordata","Passeriformes","Polioptilidae","Polioptila","Polioptila melanura",1,44,212,729,5789066,2487581,2487586,FALSE,"Aves",NA,NA
5871389,"Polistes dominula (Christ, 1791)","species","ACCEPTED","EXACT","Polistes dominula",98,"Animalia","Arthropoda","Hymenoptera","Eumenidae","Polistes","Polistes dominula",1,54,216,1457,4240,1310500,5871389,FALSE,"Insecta",NA,NA
1310556,"Polistes fuscatus (Fabricius, 1793)","species","ACCEPTED","EXACT","Polistes fuscatus",98,"Animalia","Arthropoda","Hymenoptera","Eumenidae","Polistes","Polistes fuscatus",1,54,216,1457,4240,1310500,1310556,FALSE,"Insecta",NA,NA
1943982,"Polites peckius (W.Kirby, 1837)","species","ACCEPTED","EXACT","Polites peckius",98,"Animalia","Arthropoda","Lepidoptera","Hesperiidae","Polites","Polites peckius",1,54,216,797,6953,1943941,1943982,FALSE,"Insecta",NA,NA
2415861,"Pollachius virens (Linnaeus, 1758)","species","ACCEPTED","EXACT","Pollachius virens",98,"Animalia","Chordata","Gadiformes","Gadidae","Pollachius","Pollachius virens",1,44,204,549,3701,2415860,2415861,FALSE,"Actinopterygii",NA,NA
2113807,"Pollicipes polymerus Sowerby, 1833","species","ACCEPTED","EXACT","Pollicipes polymerus",98,"Animalia","Arthropoda","Pedunculata","Pollicipedidae","Pollicipes","Pollicipes polymerus",1,54,203,697,5035,2113806,2113807,FALSE,"Maxillopoda",NA,NA
5129430,"Polygonia comma Harris, 1852","species","ACCEPTED","EXACT","Polygonia comma",98,"Animalia","Arthropoda","Lepidoptera","Nymphalidae","Polygonia","Polygonia comma",1,54,216,797,7017,1898474,5129430,FALSE,"Insecta",NA,NA
5129432,"Polygonia progne Cramer, 1775","species","ACCEPTED","EXACT","Polygonia progne",98,"Animalia","Arthropoda","Lepidoptera","Nymphalidae","Polygonia","Polygonia progne",1,54,216,797,7017,1898474,5129432,FALSE,"Insecta",NA,NA
5212833,"Polyodon spathula (Walbaum, 1792)","species","ACCEPTED","EXACT","Polyodon spathula",98,"Animalia","Chordata","Acipenseriformes","Polyodontidae","Polyodon","Polyodon spathula",1,44,204,1103,2948,2402080,5212833,FALSE,"Actinopterygii",NA,NA
5233457,"Polystoma nearcticum","species","ACCEPTED","EXACT","Polystoma nearcticum",98,"Animalia","Platyhelminthes","Polystomatidea","Polystomatidae","Polystoma","Polystoma nearcticum",1,108,7774442,7513076,3169,2503819,5233457,FALSE,"Monogenea",NA,NA
2479497,"Polytelis alexandrae Gould, 1863","species","ACCEPTED","EXACT","Polytelis alexandrae",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Polytelis","Polytelis alexandrae",1,44,212,1445,9340,2479496,2479497,FALSE,"Aves",NA,NA
2396404,"Pomacanthus annularis (Bloch, 1787)","species","ACCEPTED","EXACT","Pomacanthus annularis",98,"Animalia","Chordata","Perciformes","Pomacanthidae","Pomacanthus","Pomacanthus annularis",1,44,204,587,4498,2385306,2396404,FALSE,"Actinopterygii",NA,NA
2292582,"Pomacea canaliculata (Lamarck, 1822)","species","ACCEPTED","EXACT","Pomacea canaliculata",97,"Animalia","Mollusca","Architaenioglossa","Ampullariidae","Pomacea","Pomacea canaliculata",1,52,225,455,6801,2292578,2292582,FALSE,"Gastropoda",NA,NA
5208090,"Pomatomus saltatrix (Linnaeus, 1766)","species","ACCEPTED","EXACT","Pomatomus saltatrix",98,"Animalia","Chordata","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix",1,44,204,587,6193,2369654,5208090,FALSE,"Actinopterygii",NA,NA
2394534,"Pomoxis annularis Rafinesque, 1818","species","ACCEPTED","EXACT","Pomoxis annularis",98,"Animalia","Chordata","Perciformes","Centrarchidae","Pomoxis","Pomoxis annularis",1,44,204,587,8513,2394525,2394534,FALSE,"Actinopterygii",NA,NA
2394526,"Pomoxis nigromaculatus (Lesueur, 1829)","species","ACCEPTED","EXACT","Pomoxis nigromaculatus",98,"Animalia","Chordata","Perciformes","Centrarchidae","Pomoxis","Pomoxis nigromaculatus",1,44,204,587,8513,2394525,2394526,FALSE,"Actinopterygii",NA,NA
5707420,"Pongo abelii Lesson, 1827","species","ACCEPTED","EXACT","Pongo abelii",98,"Animalia","Chordata","Primates","Hominidae","Pongo","Pongo abelii",1,44,359,798,5483,5219531,5707420,FALSE,"Mammalia",NA,NA
5219532,"Pongo pygmaeus (Linnaeus, 1760)","species","ACCEPTED","EXACT","Pongo pygmaeus",98,"Animalia","Chordata","Primates","Hominidae","Pongo","Pongo pygmaeus",1,44,359,798,5483,5219531,5219532,FALSE,"Mammalia",NA,NA
5220001,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)","species","ACCEPTED","EXACT","Pontoporia blainvillei",98,"Animalia","Chordata","Cetacea","Pontoporiidae","Pontoporia","Pontoporia blainvillei",1,44,359,733,4287973,2440321,5220001,FALSE,"Mammalia",NA,NA
4425774,"Popillia japonica Newman, 1838","species","ACCEPTED","EXACT","Popillia japonica",98,"Animalia","Arthropoda","Coleoptera","Rutelidae","Popillia","Popillia japonica",1,54,216,1470,4425773,8144102,4425774,FALSE,"Insecta",NA,NA
6284337,"Porcellio scaber Latreille, 1804","species","ACCEPTED","EXACT","Porcellio scaber",98,"Animalia","Arthropoda","Isopoda","Porcellionidae","Porcellio","Porcellio scaber",1,54,229,643,8899,2204240,6284337,FALSE,"Malacostraca",NA,NA
2114098,"Porocephalus crotali Humboldt, 1812","species","ACCEPTED","EXACT","Porocephalus crotali",98,"Animalia","Arthropoda","Porocephalida","Porocephalidae","Porocephalus","Porocephalus crotali",1,54,203,1419,5061,2114097,2114098,FALSE,"Maxillopoda",NA,NA
5228153,"Porphyrio hochstetteri (A.B.Meyer, 1883)","species","ACCEPTED","EXACT","Porphyrio hochstetteri",98,"Animalia","Chordata","Gruiformes","Rallidae","Porphyrio","Porphyrio hochstetteri",1,44,212,1493,9342,3242186,5228153,FALSE,"Aves",NA,NA
2474416,"Porphyrio porphyrio (Linnaeus, 1758)","species","ACCEPTED","EXACT","Porphyrio porphyrio",98,"Animalia","Chordata","Gruiformes","Rallidae","Porphyrio","Porphyrio porphyrio",1,44,212,1493,9342,3242186,2474416,FALSE,"Aves",NA,NA
5173485,"Portia fimbriata (Doleschall, 1859)","species","ACCEPTED","EXACT","Portia fimbriata",98,"Animalia","Arthropoda","Araneae","Salticidae","Portia","Portia fimbriata",1,54,NA,1496,5644,8408125,5173485,FALSE,NA,NA,NA
