"species_raw","adw_primary_diet","adw_carnivore","adw_carnivore.piscivore","adw_carnivore.sanguivore","adw_carnivore.insectivore","adw_carnivore.molluscivore","adw_carnivore.eats_other_marine_invertebrates","adw_herbivore","adw_herbivore.frugivore","adw_herbivore.lignivore","adw_herbivore.algivore","adw_omnivore","adw_planktivore","adw_mycophage","adw_detritivore","adw_coprophage","adw_animal_foods","adw_birds","adw_mammals","adw_amphibians","adw_reptiles","adw_fish","adw_eggs","adw_blood","adw_body_fluids","adw_carrion","adw_insects","adw_terrestrial_non_insect_arthropods","adw_mollusks","adw_terrestrial_worms","adw_aquatic_or_marine_worms","adw_aquatic_crustaceans","adw_echinoderms","adw_cnidarians","adw_other_marine_invertebrates","adw_zooplankton","adw_plant_foods","adw_leaves","adw_roots_and_tubers","adw_wood_bark_or_stems","adw_seeds_grains_and_nuts","adw_fruit","adw_nectar","adw_pollen","adw_flowers","adw_sap_or_other_plant_fluids","adw_bryophytes","adw_lichens","adw_algae","adw_macroalgae","adw_phytoplankton","adw_other_foods","adw_fungus","adw_detritus","adw_dung","adw_microbes","adw_endothermic","adw_ectothermic","adw_heterothermic","adw_homoiothermic","bodymass_kg"
"aegithalos_caudatus","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.008
"aegolius_acadicus","Carnivore, Carnivore: Eats terrestrial vertebrates",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Insects",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0875
"aegolius_funereus","Carnivore, Carnivore: Eats terrestrial vertebrates",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Insects",1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.154
"aegypius_monachus","Carnivore, Carnivore: Scavenger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammals, Reptiles, Carrion, Insects",NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,8.17
"aepyceros_melampus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,52.5
"aepyprymnus_rufescens","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.00248
"aeropedellus_clavatus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Pollen, Flowers",1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,NA,1,1,NA,NA
"aeshna_canadensis","Carnivore, Carnivore: Insectivore, Carnivore: Molluscivore",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibians, Fish, Eggs, Insects, Mollusks, Zooplankton",NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"aeshna_umbrosa","Carnivore, Carnivore: Insectivore",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibians, Fish, Insects, Aquatic Crustaceans",NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"aethia_cristatella","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Eats other marine invertebrates, Planktivore",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"Fish, Mollusks, Aquatic Crustaceans, Other Marine Invertebrates, Zooplankton",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,"Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,1,NA,NA,1,0.26
"aethia_pusilla","Carnivore, Carnivore: Eats non-insect arthropods",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic Crustaceans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.086
"aetobatus_narinari","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore, Carnivore: Vermivore",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Mollusks, Aquatic or Marine Worms, Aquatic Crustaceans, Echinoderms",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,230
"agalychnis_callidryas","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"agamia_agami","Carnivore, Carnivore: Piscivore",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibians, Fish, Other Marine Invertebrates",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,2.5
"agapornis_fischeri","Herbivore, Herbivore: Frugivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.05
"agapornis_personatus","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wood, bark, or stems, Seeds, grains, and nuts, Fruit",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0525
"agapornis_roseicollis","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Flowers",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0548
"agasicles_hygrophila","Herbivore, Herbivore: Folivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"agelaioides_badius","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Granivore",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.045
"agelaius_phoeniceus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Birds, Amphibians, Reptiles, Eggs, Carrion, Insects, Terrestrial Non-insect Arthropods, Terrestrial Worms",1,NA,1,1,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Roots and tubers, Wood, bark, or stems, Seeds, grains, and nuts",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.05605
"agelaius_tricolor","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0595
"agkistrodon_contortrix","Carnivore, Carnivore: Eats terrestrial vertebrates",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Amphibians, Reptiles, Carrion, Insects, Terrestrial Non-insect Arthropods",1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"agkistrodon_piscivorus","Carnivore, Carnivore: Eats terrestrial vertebrates, Carnivore: Piscivore",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds, Mammals, Amphibians, Reptiles, Fish, Eggs, Carrion, Insects, Mollusks",1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,1.0675
"aglais_io","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"aglantha_digitale","Carnivore, Carnivore: Eats non-insect arthropods, Planktivore",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Aquatic Crustaceans, Zooplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microbes",NA,NA,NA,1,NA,1,1,NA,NA
"agraulis_vanillae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"ailuroedus_crassirostris","Herbivore, Herbivore: Folivore, Herbivore: Frugivore",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Birds, Reptiles, Insects",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Fruit, Flowers",1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.207
"ailuropoda_melanoleuca","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Mammals, Fish, Insects",NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Fruit",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,102.5
"ailurops_ursinus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Fruit, Flowers",1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,7
"ailurus_fulgens","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Eggs",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit, Flowers",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,4.95
"aimophila_aestivalis","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Granivore, Omnivore",1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.021
"aimophila_ruficeps","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.019
"aiptasia_pallida","Planktivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Zooplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"aix_galericulata","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.5605
"aix_sponsa","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts, Fruit",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.6
"ajaia_ajaja","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,1.03697
"akodon_azarae","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.019
"akodon_cursor","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0425
"akodon_montensis","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods, Terrestrial Worms",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Seeds, grains, and nuts, Fruit",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungus",1,NA,NA,NA,1,NA,NA,1,0.042
"akodon_philipmyersi","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.023
"alaria_americana","Carnivore, Carnivore: Eats body fluids",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blood, Body fluids",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA
"alasmidonta_heterodon","Planktivore, Detritivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Detritus",NA,1,NA,NA,NA,1,1,NA,NA
"alasmidonta_marginata","Planktivore, Detritivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algae, Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"Detritus, Microbes",NA,1,NA,1,NA,1,1,NA,NA
"alasmidonta_viridis","Planktivore, Detritivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Algae, Phytoplankton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"Detritus, Microbes",NA,1,NA,1,NA,1,1,NA,NA
"alauda_arvensis","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,"Seeds, grains, and nuts",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.036
"alaus_oculatus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA
"albula_vulpes","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Aquatic Crustaceans",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,3
"alca_torda","Carnivore, Carnivore: Piscivore",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.6175
"alcedo_atthis","Carnivore, Carnivore: Piscivore",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Insects, Aquatic Crustaceans, Other Marine Invertebrates",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.034
"alcelaphus_buselaphus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,137.5
"alces_alces","Herbivore, Herbivore: Folivore, Herbivore: Lignivore",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Wood, bark, or stems, Flowers",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,520.5
"alces_americanus","Herbivore, Herbivore: Folivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Roots and tubers, Wood, bark, or stems",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,435
"alectoris_chukar","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts, Fruit",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.595
"alepisaurus_ferox","Carnivore, Carnivore: Piscivore, Carnivore: Eats non-insect arthropods, Carnivore: Eats other marine invertebrates",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish, Aquatic Crustaceans",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,5.15
"alethe_choloensis","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insects, Terrestrial Non-insect Arthropods",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,NA
"allactaga_elater","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.0587
"allactaga_euphratica","Herbivore, Herbivore: Granivore",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roots and tubers, Seeds, grains, and nuts",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.0359
"allactaga_tetradactyla","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,NA,0.052
"allactodipus_bobrinskii","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves, Seeds, grains, and nuts",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,NA,0.065
"alle_alle","Carnivore, Carnivore: Eats non-insect arthropods, Planktivore",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Fish, Terrestrial Non-insect Arthropods, Mollusks, Aquatic Crustaceans, Zooplankton",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,NA,1,0.1525
