SpecID;PassNonPass;IOCOrder;BLFamilyLatin;BLFamilyEnglish;BLFamSequID;Taxo;Scientific;English;Diet-Inv;Diet-Vend;Diet-Vect;Diet-Vfish;Diet-Vunk;Diet-Scav;Diet-Fruit;Diet-Nect;Diet-Seed;Diet-PlantO;Diet-5Cat;Diet-Source;Diet-Certainty;Diet-EnteredBy;ForStrat-watbelowsurf;ForStrat-wataroundsurf;ForStrat-ground;ForStrat-understory;ForStrat-midhigh;ForStrat-canopy;ForStrat-aerial;PelagicSpecialist;ForStrat-Source;ForStrat-SpecLevel;ForStrat-EnteredBy;Nocturnal;BodyMass-Value;BodyMass-Source;BodyMass-SpecLevel;BodyMass-Comment;Record-Comment
28;Nonpasseriformes;Struthioniformes;Struthionidae;Ostriches;2;BL3;Struthio camelus;Ostrich;10;0;0;0;10;0;0;0;30;50;PlantSeed;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;111000;Dunning08;1;;
37;Nonpasseriformes;Rheiformes;Rheidae;Rheas;3;BL3;Rhea americana;Greater Rhea;20;10;10;0;0;0;20;0;20;20;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;23000;Dunning08;1;;
38;Nonpasseriformes;Rheiformes;Rheidae;Rheas;3;BL3;Rhea pennata;Lesser Rhea;20;0;0;0;10;0;0;0;30;40;PlantSeed;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;23900;Dunning08;1;;
45;Nonpasseriformes;Casuariiformes;Casuariidae;Cassowaries;4;BL3;Casuarius casuarius;Southern Cassowary;10;0;0;0;10;0;80;0;0;0;FruiNect;Ref_1;A;Jennifer;0;0;80;20;0;0;0;0;Ref_1;1;Jessica;0;44000;Dunning08;1;;
46;Nonpasseriformes;Casuariiformes;Casuariidae;Cassowaries;4;BL3;Casuarius bennetti;Dwarf Cassowary;10;0;0;0;10;0;80;0;0;0;FruiNect;Ref_1;B;Jennifer;0;0;80;20;0;0;0;0;Ref_1;1;Jessica;0;34999.99;Dunning08;1;;
47;Nonpasseriformes;Casuariiformes;Casuariidae;Cassowaries;4;BL3;Casuarius unappendiculatus;Northern Cassowary;20;0;0;0;10;0;60;0;0;10;FruiNect;Ref_1;A;Jennifer;0;0;80;20;0;0;0;0;Ref_1;1;Jessica;0;46073.85;Dunning08;1;;
48;Nonpasseriformes;Casuariiformes;Dromaiidae;Emus;5;BL3;Dromaius novaehollandiae;Emu;20;0;0;0;0;0;30;0;30;20;Omnivore;Ref_1;A;Jennifer;0;0;20;80;0;0;0;0;Ref_1;1;Jessica;0;34093.25;Dunning08;1;;
55;Nonpasseriformes;Apterygiformes;Apterygidae;Kiwis;6;BL3;Apteryx australis;Southern Brown Kiwi;80;0;0;0;0;0;10;0;0;10;Invertebrate;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;1;2320.51;Dunning08;1;;
57;Nonpasseriformes;Apterygiformes;Apterygidae;Kiwis;6;BL3;Apteryx owenii;Little Spotted Kiwi;80;0;0;0;0;0;10;0;0;10;Invertebrate;Ref_1;A;Jennifer;0;0;80;20;0;0;0;0;Ref_1;1;Jessica;1;1238.29;Dunning08;1;;
58;Nonpasseriformes;Apterygiformes;Apterygidae;Kiwis;6;BL3;Apteryx haastii;Great Spotted Kiwi;100;0;0;0;0;0;0;0;0;0;Invertebrate;Ref_1;A;Jennifer;0;0;80;20;0;0;0;0;Ref_1;1;Jessica;1;2022.68;Dunning08;1;;
65;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Tinamus tao;Grey Tinamou;10;0;0;0;0;0;40;0;30;20;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;1600.1;Dunning08;1;;
66;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Tinamus solitarius;Solitary Tinamou;20;0;0;0;0;0;40;0;20;20;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;1386.41;Dunning08;1;;
67;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Tinamus osgoodi;Black Tinamou;0;0;0;0;0;0;50;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;1285;Dunning08;1;;
68;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Tinamus major;Great Tinamou;20;0;10;0;0;0;40;0;30;0;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;1026.21;Dunning08;1;;
69;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Tinamus guttatus;White-throated Tinamou;20;0;0;0;20;0;60;0;0;0;FruiNect;Ref_1;B;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;686.18;Dunning08;1;;
70;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Nothocercus bonapartei;Highland Tinamou;30;0;0;0;20;0;50;0;0;0;Omnivore;Ref_1;B;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;763;Dunning08;1;;
71;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Nothocercus julius;Tawny-breasted Tinamou;30;0;0;0;20;0;30;0;20;0;Omnivore;Ref_1;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;674.5;GenAvg;0;;
72;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Nothocercus nigrocapillus;Hooded Tinamou;0;0;0;0;0;0;0;0;100;0;PlantSeed;Ref_1;B;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;586;PrimScale;1;MarceloR;
73;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus berlepschi;Berlepsch's Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;516.83;Dunning08;1;;
74;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus cinereus;Cinereous Tinamou;0;0;0;0;0;0;100;0;0;0;FruiNect;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;506.63;Dunning08;1;;
75;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus soui;Little Tinamou;20;0;0;0;0;0;40;0;20;20;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;216.16;Dunning08;1;;
76;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus ptaritepui;Tepui Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;411.51;GenAvg;0;;
77;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus obsoletus;Brown Tinamou;50;0;0;0;0;0;0;0;50;0;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;443.4;Dunning08;1;;
78;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus cinnamomeus;Thicket Tinamou;30;0;10;0;0;0;30;0;30;0;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;422;Dunning08;1;;
80;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus undulatus;Undulated Tinamou;0;0;0;0;0;0;100;0;0;0;FruiNect;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;564.42;Dunning08;1;;
81;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus transfasciatus;Pale-browed Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;283;Dunning08;1;;
82;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus strigulosus;Brazilian Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;430.58;Dunning08;1;;
83;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus boucardi;Slaty-breasted Tinamou;20;0;0;0;0;0;40;0;40;0;Omnivore;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;435.62;Dunning08;1;;
84;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus kerriae;Choco Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;411.51;GenAvg;0;;
85;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus erythropus;Red-legged Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;485;Dunning08;1;;
87;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus duidae;Grey-legged Tinamou;30;0;0;0;0;0;20;0;40;10;Omnivore;Ref_1;D1;Jennifer;0;0;80;20;0;0;0;0;Genus;0;Walter;0;426;Dunning08;1;;
88;Nonpasseriformes;Tinamiformes;Tinamidae;Tinamous;1;BL3;Crypturellus noctivagus;Yellow-legged Tinamou;30;0;0;0;0;0;0;0;30;40;PlantSeed;Ref_1;A;Jennifer;0;0;100;0;0;0;0;0;Ref_1;1;Jessica;0;561.99;Dunning08;1;;
