"species_latin_name_gbif","component_name","avg_component_mean","n_obs","body_mass","diet"
"pan_troglodytes","C/N",1.09442528168275,2,42500,"Omnivore"
"pan_troglodytes","C/P",1.20330561058105,2,42500,"Omnivore"
"pan_troglodytes","N/P",0.108880328898299,2,42500,"Omnivore"
"panthera_leo","C/N",0.777271690617238,14,161499.06,"Carnivore"
"panthera_leo","C/P",0.521587402602229,14,161499.06,"Carnivore"
"panthera_leo","N/P",-0.255684288015009,14,161499.06,"Carnivore"
"panthera_onca","C/N",1.0705697051714,4,1e+05,"Carnivore"
"panthera_onca","C/P",0.365727715110735,4,1e+05,"Carnivore"
"panthera_onca","N/P",-0.704841990060666,4,1e+05,"Carnivore"
"panthera_pardus","C/N",0.776207750950915,3,52038.22,"Carnivore"
"panthera_pardus","C/P",0.836319526274603,3,52038.22,"Carnivore"
"panthera_pardus","N/P",0.0601117753236886,3,52038.22,"Carnivore"
"panthera_tigris","C/N",0.774253480876044,6,162564,"Carnivore"
"panthera_tigris","C/P",0.362137213311931,6,162564,"Carnivore"
"panthera_tigris","N/P",-0.412116267564113,6,162564,"Carnivore"
"phacochoerus_africanus","C/N",1.41423157084215,25,82500,"Omnivore"
"phacochoerus_africanus","C/P",NA,25,82500,"Omnivore"
"phacochoerus_africanus","N/P",NA,3,82500,"Omnivore"
"phloeomys_pallidus","C/N",1.17326196903682,1,1744.14,"Herbivore"
"phloeomys_pallidus","C/P",1.41877463685097,1,1744.14,"Herbivore"
"phloeomys_pallidus","N/P",0.24551266781415,1,1744.14,"Herbivore"
"potamochoerus_porcus","C/N",1.32471883822012,1,70000.32,"Omnivore"
"potamochoerus_porcus","C/P",1.46604799101659,1,70000.32,"Omnivore"
"potamochoerus_porcus","N/P",0.141329152796469,1,70000.32,"Omnivore"
"pseudois_nayaur","C/N",NA,0,45000,"Herbivore"
"pseudois_nayaur","C/P",NA,0,45000,"Herbivore"
"pseudois_nayaur","N/P",NA,0,45000,"Herbivore"
"pteropus_rodricensis","C/N",1.31742041185215,1,253.83,"Herbivore"
"pteropus_rodricensis","C/P",NA,1,253.83,"Herbivore"
"pteropus_rodricensis","N/P",NA,1,253.83,"Herbivore"
"pudu_puda","C/N",1.09151110240326,1,9749.9,"Herbivore"
"pudu_puda","C/P",1.66659100477338,1,9749.9,"Herbivore"
"pudu_puda","N/P",0.575079902370113,1,9749.9,"Herbivore"
"rangifer_tarandus","C/N",NA,0,86033.98,"Herbivore"
"rangifer_tarandus","C/P",NA,0,86033.98,"Herbivore"
"rangifer_tarandus","N/P",NA,0,86033.98,"Herbivore"
"redunca_redunca","C/N",NA,34,44050.41,"Herbivore"
"redunca_redunca","C/P",NA,34,44050.41,"Herbivore"
"redunca_redunca","N/P",NA,0,44050.41,"Herbivore"
"rhinoceros_unicornis","C/N",1.67221746743393,1,1602333,"Herbivore"
"rhinoceros_unicornis","C/P",2.04772862234953,1,1602333,"Herbivore"
"rhinoceros_unicornis","N/P",0.375511154915597,1,1602333,"Herbivore"
"rupicapra_pyrenaica","C/N",NA,0,30000,"Herbivore"
"rupicapra_pyrenaica","C/P",NA,0,30000,"Herbivore"
"rupicapra_pyrenaica","N/P",NA,34,30000,"Herbivore"
"sapajus_xanthosternos","C/N",1.27089400749184,1,2687.21,"Omnivore"
"sapajus_xanthosternos","C/P",2.50184214652636,1,2687.21,"Omnivore"
"sapajus_xanthosternos","N/P",1.23094813903451,1,2687.21,"Omnivore"
"speothos_venaticus","C/N",1.13436692479245,1,5999.98,"Carnivore"
"speothos_venaticus","C/P",0.925302359519461,1,5999.98,"Carnivore"
"speothos_venaticus","N/P",-0.209064565272987,1,5999.98,"Carnivore"
"suricata_suricatta","C/N",1.49790047269978,2,725.5,"Omnivore"
"suricata_suricatta","C/P",2.41019577858656,2,725.5,"Omnivore"
"suricata_suricatta","N/P",0.91229530588678,2,725.5,"Omnivore"
"sus_cebifrons","C/N",NA,0,190792.3,"Omnivore"
"sus_cebifrons","C/P",NA,0,190792.3,"Omnivore"
"sus_cebifrons","N/P",NA,0,190792.3,"Omnivore"
"sus_scrofa","C/N",1.12749430118206,25,96118.09,"Omnivore"
"sus_scrofa","C/P",NA,25,96118.09,"Omnivore"
"sus_scrofa","N/P",NA,37,96118.09,"Omnivore"
"sylvicapra_grimmia","C/N",NA,10,19499.79,"Omnivore"
"sylvicapra_grimmia","C/P",NA,10,19499.79,"Omnivore"
"sylvicapra_grimmia","N/P",NA,0,19499.79,"Omnivore"
"syncerus_caffer","C/N",1.44837101242706,28,580002.68,"Herbivore"
"syncerus_caffer","C/P",NA,28,580002.68,"Herbivore"
"syncerus_caffer","N/P",NA,15,580002.68,"Herbivore"
"tadarida_brasiliensis","C/N",0.720256842874509,1,12.49,"Carnivore"
"tadarida_brasiliensis","C/P",NA,1,12.49,"Carnivore"
"tadarida_brasiliensis","N/P",NA,1,12.49,"Carnivore"
"tapirus_terrestris","C/N",NA,1,207500.91,"Herbivore"
"tapirus_terrestris","C/P",1.72037399055606,1,207500.91,"Herbivore"
"tapirus_terrestris","N/P",NA,0,207500.91,"Herbivore"
"taurotragus_oryx","C/N",1.30310695400441,4,569993.63,"Omnivore"
"taurotragus_oryx","C/P",1.70792504933225,4,569993.63,"Omnivore"
"taurotragus_oryx","N/P",0.404818095327838,4,569993.63,"Omnivore"
"tragelaphus_scriptus","C/N",NA,16,43250.39,"Herbivore"
"tragelaphus_scriptus","C/P",NA,16,43250.39,"Herbivore"
"tragelaphus_scriptus","N/P",NA,0,43250.39,"Herbivore"
"tragelaphus_strepsiceros","C/N",1.26277590309917,4,213501.04,"Herbivore"
"tragelaphus_strepsiceros","C/P",1.81649122095434,4,213501.04,"Herbivore"
"tragelaphus_strepsiceros","N/P",0.553715317855171,4,213501.04,"Herbivore"
"trichechus_manatus","C/N",1.19548560288343,1,433333,"Herbivore"
"trichechus_manatus","C/P",1.52944380030124,1,433333,"Herbivore"
"trichechus_manatus","N/P",0.333958197417808,1,433333,"Herbivore"
"uncia_uncia","C/N",0.786257484666212,1,44167,"Carnivore"
"uncia_uncia","C/P",1.17178823535643,1,44167,"Carnivore"
"uncia_uncia","N/P",0.385530750690218,1,44167,"Carnivore"
"ursus_arctos","C/N",1.21241958098291,3,180520.42,"Omnivore"
"ursus_arctos","C/P",NA,3,180520.42,"Omnivore"
"ursus_arctos","N/P",NA,3,180520.42,"Omnivore"
"ursus_maritimus","C/N",1.26544795136072,2,388750.36,"Carnivore"
"ursus_maritimus","C/P",1.7104566354014,2,388750.36,"Carnivore"
"ursus_maritimus","N/P",0.445008684040671,2,388750.36,"Carnivore"
"varecia_variegata","C/N",1.29636996290983,3,3850,"Herbivore"
"varecia_variegata","C/P",2.00359170677633,3,3850,"Herbivore"
"varecia_variegata","N/P",0.707221743866502,2,3850,"Herbivore"
"vicugna_vicugna","C/N",1.24112539793805,1,47499.61,"Herbivore"
"vicugna_vicugna","C/P",1.40484898327024,1,47499.61,"Herbivore"
"vicugna_vicugna","N/P",0.163723585332183,1,47499.61,"Herbivore"
"vulpes_corsac","C/N",1.10480531714185,1,2400,"Omnivore"
"vulpes_corsac","C/P",1.39296638661651,1,2400,"Omnivore"
"vulpes_corsac","N/P",0.28816106947466,1,2400,"Omnivore"
"vulpes_lagopus","C/N",0.335267077842114,1,3584.37,"Carnivore"
"vulpes_lagopus","C/P",0.498318450419043,1,3584.37,"Carnivore"
"vulpes_lagopus","N/P",0.163051372576928,1,3584.37,"Carnivore"
"vulpes_vulpes","C/N",0.812864491165251,9,5476.17,"Omnivore"
"vulpes_vulpes","C/P",NA,9,5476.17,"Omnivore"
"vulpes_vulpes","N/P",NA,9,5476.17,"Omnivore"
