"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
5219465,"Myrmecobius fasciatus Waterhouse, 1836","species","ACCEPTED","EXACT","Myrmecobius fasciatus",98,"Animalia","Chordata","Dasyuromorphia","Myrmecobiidae","Myrmecobius","Myrmecobius fasciatus",1,44,359,736,5453,2435469,5219465,FALSE,"Mammalia",NA,NA
2435422,"Dasycercus cristicauda (Krefft, 1867)","species","ACCEPTED","EXACT","Dasycercus cristicauda",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasycercus","Dasycercus cristicauda",1,44,359,736,5452,2435421,2435422,FALSE,"Mammalia",NA,NA
2435441,"Dasykaluta rosamondae (Ride, 1964)","species","ACCEPTED","EXACT","Dasykaluta rosamondae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasykaluta","Dasykaluta rosamondae",1,44,359,736,5452,2435440,2435441,FALSE,"Mammalia",NA,NA
2435467,"Dasyuroides byrnei Spencer, 1896","species","ACCEPTED","EXACT","Dasyuroides byrnei",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyuroides","Dasyuroides byrnei",1,44,359,736,5452,2435466,2435467,FALSE,"Mammalia",NA,NA
2435360,"Dasyurus spartacus Van Dyck, 1987","species","ACCEPTED","EXACT","Dasyurus spartacus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus spartacus",1,44,359,736,5452,7706121,2435360,FALSE,"Mammalia",NA,NA
2435359,"Dasyurus albopunctatus Schlegel, 1880","species","ACCEPTED","EXACT","Dasyurus albopunctatus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus albopunctatus",1,44,359,736,5452,7706121,2435359,FALSE,"Mammalia",NA,NA
2435357,"Dasyurus viverrinus (Shaw, 1800)","species","ACCEPTED","EXACT","Dasyurus viverrinus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus viverrinus",1,44,359,736,5452,7706121,2435357,FALSE,"Mammalia",NA,NA
2435362,"Dasyurus geoffroii Gould, 1841","species","ACCEPTED","EXACT","Dasyurus geoffroii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus geoffroii",1,44,359,736,5452,7706121,2435362,FALSE,"Mammalia",NA,NA
2435361,"Dasyurus maculatus (Kerr, 1792)","species","ACCEPTED","EXACT","Dasyurus maculatus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus maculatus",1,44,359,736,5452,7706121,2435361,FALSE,"Mammalia",NA,NA
2435358,"Dasyurus hallucatus Gould, 1842","species","ACCEPTED","EXACT","Dasyurus hallucatus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus hallucatus",1,44,359,736,5452,7706121,2435358,FALSE,"Mammalia",NA,NA
2435443,"Myoictis melas (Müller, 1840)","species","ACCEPTED","EXACT","Myoictis melas",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Myoictis","Myoictis melas",1,44,359,736,5452,2435442,2435443,FALSE,"Mammalia",NA,NA
2435444,"Myoictis wallacii Gray, 1858","species","ACCEPTED","EXACT","Myoictis wallacii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Myoictis","Myoictis wallacii",1,44,359,736,5452,2435442,2435444,FALSE,"Mammalia",NA,NA
2435364,"Neophascogale lorentzi (Jentink, 1911)","species","ACCEPTED","EXACT","Neophascogale lorentzi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Neophascogale","Neophascogale lorentzi",1,44,359,736,5452,2435363,2435364,FALSE,"Mammalia",NA,NA
2435446,"Parantechinus apicalis (Gray, 1842)","species","ACCEPTED","EXACT","Parantechinus apicalis",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus apicalis",1,44,359,736,5452,2435445,2435446,FALSE,"Mammalia",NA,NA
2435430,"Phascolosorex doriae (Thomas, 1886)","species","ACCEPTED","EXACT","Phascolosorex doriae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Phascolosorex","Phascolosorex doriae",1,44,359,736,5452,2435429,2435430,FALSE,"Mammalia",NA,NA
2435431,"Phascolosorex dorsalis (Peters & Doria, 1876)","species","ACCEPTED","EXACT","Phascolosorex dorsalis",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Phascolosorex","Phascolosorex dorsalis",1,44,359,736,5452,2435429,2435431,FALSE,"Mammalia",NA,NA
2435383,"Pseudantechinus bilarni (Johnson, 1954)","species","ACCEPTED","EXACT","Pseudantechinus bilarni",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus bilarni",1,44,359,736,5452,2435378,2435383,FALSE,"Mammalia",NA,NA
2435385,"Pseudantechinus woolleyae Kitchener & Caputi, 1988","species","ACCEPTED","EXACT","Pseudantechinus woolleyae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus woolleyae",1,44,359,736,5452,2435378,2435385,FALSE,"Mammalia",NA,NA
2435379,"Pseudantechinus roryi Cooper, Aplin & Adams, 2000","species","ACCEPTED","EXACT","Pseudantechinus roryi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus roryi",1,44,359,736,5452,2435378,2435379,FALSE,"Mammalia",NA,NA
2435380,"Pseudantechinus ningbing Kitchener, 1988","species","ACCEPTED","EXACT","Pseudantechinus ningbing",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus ningbing",1,44,359,736,5452,2435378,2435380,FALSE,"Mammalia",NA,NA
2435382,"Pseudantechinus macdonnellensis (Spencer, 1896)","species","ACCEPTED","EXACT","Pseudantechinus macdonnellensis",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus macdonnellensis",1,44,359,736,5452,2435378,2435382,FALSE,"Mammalia",NA,NA
2435381,"Pseudantechinus mimulus (Thomas, 1906)","species","ACCEPTED","EXACT","Pseudantechinus mimulus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Pseudantechinus","Pseudantechinus mimulus",1,44,359,736,5452,2435378,2435381,FALSE,"Mammalia",NA,NA
2435451,"Sarcophilus harrisii (Boitard, 1841)","species","ACCEPTED","EXACT","Sarcophilus harrisii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sarcophilus","Sarcophilus harrisii",1,44,359,736,5452,2435450,2435451,FALSE,"Mammalia",NA,NA
2435371,"Antechinus leo Van Dyck, 1980","species","ACCEPTED","EXACT","Antechinus leo",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus leo",1,44,359,736,5452,2435365,2435371,FALSE,"Mammalia",NA,NA
2435373,"Antechinus subtropicus Van Dyck & Crowther, 2000","species","ACCEPTED","EXACT","Antechinus subtropicus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus subtropicus",1,44,359,736,5452,2435365,2435373,FALSE,"Mammalia",NA,NA
2435370,"Antechinus stuartii MacLeay, 1841","species","ACCEPTED","EXACT","Antechinus stuartii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus stuartii",1,44,359,736,5452,2435365,2435370,FALSE,"Mammalia",NA,NA
2435375,"Antechinus minimus (É.Geoffroy Saint-Hilaire, 1803)","species","ACCEPTED","EXACT","Antechinus minimus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus minimus",1,44,359,736,5452,2435365,2435375,FALSE,"Mammalia",NA,NA
2435366,"Antechinus flavipes (Waterhouse, 1838)","species","ACCEPTED","EXACT","Antechinus flavipes",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus flavipes",1,44,359,736,5452,2435365,2435366,FALSE,"Mammalia",NA,NA
2435372,"Antechinus bellus (Thomas, 1904)","species","ACCEPTED","EXACT","Antechinus bellus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus bellus",1,44,359,736,5452,2435365,2435372,FALSE,"Mammalia",NA,NA
2435369,"Antechinus agilis Dickman, Parnaby, Crowther & King, 1998","species","ACCEPTED","EXACT","Antechinus agilis",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus agilis",1,44,359,736,5452,2435365,2435369,FALSE,"Mammalia",NA,NA
2435374,"Antechinus adustus (Thomas, 1923)","species","ACCEPTED","EXACT","Antechinus adustus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus adustus",1,44,359,736,5452,2435365,2435374,FALSE,"Mammalia",NA,NA
2435377,"Antechinus swainsonii (Waterhouse, 1840)","species","ACCEPTED","EXACT","Antechinus swainsonii",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus swainsonii",1,44,359,736,5452,2435365,2435377,FALSE,"Mammalia",NA,NA
2435376,"Antechinus godmani (Thomas, 1923)","species","ACCEPTED","EXACT","Antechinus godmani",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus godmani",1,44,359,736,5452,2435365,2435376,FALSE,"Mammalia",NA,NA
2435439,"Micromurexia habbema (Tate & Archbold, 1941)","species","ACCEPTED","EXACT","Micromurexia habbema",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Micromurexia","Micromurexia habbema",1,44,359,736,5452,2435438,2435439,FALSE,"Mammalia",NA,NA
2435415,"Murexechinus melanurus (Thomas, 1899)","species","ACCEPTED","EXACT","Murexechinus melanurus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Murexechinus","Murexechinus melanurus",1,44,359,736,5452,2435414,2435415,FALSE,"Mammalia",NA,NA
2435424,"Murexia longicaudata (Schlegel, 1866)","species","ACCEPTED","EXACT","Murexia longicaudata",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Murexia","Murexia longicaudata",1,44,359,736,5452,2435423,2435424,FALSE,"Mammalia",NA,NA
2435436,"Paramurexia rothschildi (Tate, 1938)","species","ACCEPTED","EXACT","Paramurexia rothschildi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Paramurexia","Paramurexia rothschildi",1,44,359,736,5452,2435435,2435436,FALSE,"Mammalia",NA,NA
2435412,"Phascomurexia naso (Jentink, 1911)","species","ACCEPTED","EXACT","Phascomurexia naso",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Phascomurexia","Phascomurexia naso",1,44,359,736,5452,2435411,2435412,FALSE,"Mammalia",NA,NA
2435449,"Phascogale calura Gould, 1844","species","ACCEPTED","EXACT","Phascogale calura",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Phascogale","Phascogale calura",1,44,359,736,5452,2435447,2435449,FALSE,"Mammalia",NA,NA
2435448,"Phascogale tapoatafa (Meyer, 1793)","species","ACCEPTED","EXACT","Phascogale tapoatafa",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Phascogale","Phascogale tapoatafa",1,44,359,736,5452,2435447,2435448,FALSE,"Mammalia",NA,NA
2435419,"Antechinomys laniger (Gould, 1856)","species","ACCEPTED","EXACT","Antechinomys laniger",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Antechinomys","Antechinomys laniger",1,44,359,736,5452,2435418,2435419,FALSE,"Mammalia",NA,NA
2435427,"Ningaui yvonnae Kitchener, Stoddart & Henry, 1983","species","ACCEPTED","EXACT","Ningaui yvonnae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Ningaui","Ningaui yvonnae",1,44,359,736,5452,2435425,2435427,FALSE,"Mammalia",NA,NA
2435428,"Ningaui ridei Archer, 1975","species","ACCEPTED","EXACT","Ningaui ridei",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Ningaui","Ningaui ridei",1,44,359,736,5452,2435425,2435428,FALSE,"Mammalia",NA,NA
2435426,"Ningaui timealeyi Archer, 1975","species","ACCEPTED","EXACT","Ningaui timealeyi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Ningaui","Ningaui timealeyi",1,44,359,736,5452,2435425,2435426,FALSE,"Mammalia",NA,NA
2435401,"Sminthopsis griseoventer Kitchener, Stoddart & Henry, 1984","species","ACCEPTED","EXACT","Sminthopsis griseoventer",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis griseoventer",1,44,359,736,5452,2435386,2435401,FALSE,"Mammalia",NA,NA
2435387,"Sminthopsis virginiae (de Tarragon, 1847)","species","ACCEPTED","EXACT","Sminthopsis virginiae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis virginiae",1,44,359,736,5452,2435386,2435387,FALSE,"Mammalia",NA,NA
2435403,"Sminthopsis psammophila Spencer, 1895","species","ACCEPTED","EXACT","Sminthopsis psammophila",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis psammophila",1,44,359,736,5452,2435386,2435403,FALSE,"Mammalia",NA,NA
2435396,"Sminthopsis ooldea Troughton, 1965","species","ACCEPTED","EXACT","Sminthopsis ooldea",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis ooldea",1,44,359,736,5452,2435386,2435396,FALSE,"Mammalia",NA,NA
2435410,"Sminthopsis murina (Waterhouse, 1838)","species","ACCEPTED","EXACT","Sminthopsis murina",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis murina",1,44,359,736,5452,2435386,2435410,FALSE,"Mammalia",NA,NA
2435402,"Sminthopsis macroura (Gould, 1845)","species","ACCEPTED","EXACT","Sminthopsis macroura",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis macroura",1,44,359,736,5452,2435386,2435402,FALSE,"Mammalia",NA,NA
2435395,"Sminthopsis longicaudata Spencer, 1909","species","ACCEPTED","EXACT","Sminthopsis longicaudata",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis longicaudata",1,44,359,736,5452,2435386,2435395,FALSE,"Mammalia",NA,NA
2435409,"Sminthopsis leucopus (Gray, 1842)","species","ACCEPTED","EXACT","Sminthopsis leucopus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis leucopus",1,44,359,736,5452,2435386,2435409,FALSE,"Mammalia",NA,NA
2435406,"Sminthopsis douglasi Archer, 1979","species","ACCEPTED","EXACT","Sminthopsis douglasi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis douglasi",1,44,359,736,5452,2435386,2435406,FALSE,"Mammalia",NA,NA
2435408,"Sminthopsis hirtipes Thomas, 1898","species","ACCEPTED","EXACT","Sminthopsis hirtipes",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis hirtipes",1,44,359,736,5452,2435386,2435408,FALSE,"Mammalia",NA,NA
2435397,"Sminthopsis youngsoni McKenzie & Archer, 1982","species","ACCEPTED","EXACT","Sminthopsis youngsoni",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis youngsoni",1,44,359,736,5452,2435386,2435397,FALSE,"Mammalia",NA,NA
2435400,"Sminthopsis fuliginosus (Gould, 1852)","species","ACCEPTED","EXACT","Sminthopsis fuliginosus",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis fuliginosus",1,44,359,736,5452,2435386,2435400,FALSE,"Mammalia",NA,NA
2435399,"Sminthopsis dolichura Kitchener, Stoddart & Henry, 1984","species","ACCEPTED","EXACT","Sminthopsis dolichura",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis dolichura",1,44,359,736,5452,2435386,2435399,FALSE,"Mammalia",NA,NA
2435393,"Sminthopsis crassicaudata (Gould, 1844)","species","ACCEPTED","EXACT","Sminthopsis crassicaudata",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis crassicaudata",1,44,359,736,5452,2435386,2435393,FALSE,"Mammalia",NA,NA
2435392,"Sminthopsis butleri Archer, 1979","species","ACCEPTED","EXACT","Sminthopsis butleri",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis butleri",1,44,359,736,5452,2435386,2435392,FALSE,"Mammalia",NA,NA
2435391,"Sminthopsis boullangerensis Crowther, Dickman & Lynam, 1999","species","ACCEPTED","EXACT","Sminthopsis boullangerensis",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis boullangerensis",1,44,359,736,5452,2435386,2435391,FALSE,"Mammalia",NA,NA
2435404,"Sminthopsis bindi Van Dyck, Woinarski & Press, 1994","species","ACCEPTED","EXACT","Sminthopsis bindi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis bindi",1,44,359,736,5452,2435386,2435404,FALSE,"Mammalia",NA,NA
2435405,"Sminthopsis archeri Van Dyck, 1986","species","ACCEPTED","EXACT","Sminthopsis archeri",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis archeri",1,44,359,736,5452,2435386,2435405,FALSE,"Mammalia",NA,NA
2435398,"Sminthopsis aitkeni Kitchener, Stoddart & Henry, 1984","species","ACCEPTED","EXACT","Sminthopsis aitkeni",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis aitkeni",1,44,359,736,5452,2435386,2435398,FALSE,"Mammalia",NA,NA
2435394,"Sminthopsis granulipes Troughton, 1932","species","ACCEPTED","EXACT","Sminthopsis granulipes",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis granulipes",1,44,359,736,5452,2435386,2435394,FALSE,"Mammalia",NA,NA
2435407,"Sminthopsis gilberti Kitchener, Stoddart & Henry, 1984","species","ACCEPTED","EXACT","Sminthopsis gilberti",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis gilberti",1,44,359,736,5452,2435386,2435407,FALSE,"Mammalia",NA,NA
2435457,"Planigale gilesi Aitken, 1972","species","ACCEPTED","EXACT","Planigale gilesi",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale gilesi",1,44,359,736,5452,2435455,2435457,FALSE,"Mammalia",NA,NA
2435465,"Planigale tenuirostris Troughton, 1928","species","ACCEPTED","EXACT","Planigale tenuirostris",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale tenuirostris",1,44,359,736,5452,2435455,2435465,FALSE,"Mammalia",NA,NA
2435456,"Planigale novaeguineae Tate & Archbold, 1941","species","ACCEPTED","EXACT","Planigale novaeguineae",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale novaeguineae",1,44,359,736,5452,2435455,2435456,FALSE,"Mammalia",NA,NA
2435461,"Planigale ingrami (Thomas, 1906)","species","ACCEPTED","EXACT","Planigale ingrami",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale ingrami",1,44,359,736,5452,2435455,2435461,FALSE,"Mammalia",NA,NA
2435458,"Planigale maculata (Gould, 1851)","species","ACCEPTED","EXACT","Planigale maculata",98,"Animalia","Chordata","Dasyuromorphia","Dasyuridae","Planigale","Planigale maculata",1,44,359,736,5452,2435455,2435458,FALSE,"Mammalia",NA,NA
5219460,"Macrotis lagotis (Reid, 1837)","species","ACCEPTED","EXACT","Macrotis lagotis",98,"Animalia","Chordata","Peramelemorphia","Thylacomyidae","Macrotis","Macrotis lagotis",1,44,359,794,9414,2435345,5219460,FALSE,"Mammalia",NA,NA
5219459,"Macrotis leucura (Thomas, 1887)","species","ACCEPTED","EXACT","Macrotis leucura",98,"Animalia","Chordata","Peramelemorphia","Thylacomyidae","Macrotis","Macrotis leucura",1,44,359,794,9414,2435345,5219459,FALSE,"Mammalia",NA,NA
2435307,"Isoodon auratus (Ramsay, 1887)","species","ACCEPTED","EXACT","Isoodon auratus",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Isoodon","Isoodon auratus",1,44,359,794,5478,2435303,2435307,FALSE,"Mammalia",NA,NA
2435304,"Isoodon macrourus (Gould, 1842)","species","ACCEPTED","EXACT","Isoodon macrourus",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Isoodon","Isoodon macrourus",1,44,359,794,5478,2435303,2435304,FALSE,"Mammalia",NA,NA
2435311,"Isoodon obesulus (Shaw, 1797)","species","ACCEPTED","EXACT","Isoodon obesulus",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Isoodon","Isoodon obesulus",1,44,359,794,5478,2435303,2435311,FALSE,"Mammalia",NA,NA
5219457,"Perameles nasuta Geoffroy Saint-Hilaire, 1804","species","ACCEPTED","EXACT","Perameles nasuta",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Perameles","Perameles nasuta",1,44,359,794,5478,2435333,5219457,FALSE,"Mammalia",NA,NA
5219455,"Perameles gunnii Gray, 1838","species","ACCEPTED","EXACT","Perameles gunnii",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Perameles","Perameles gunnii",1,44,359,794,5478,2435333,5219455,FALSE,"Mammalia",NA,NA
5219456,"Perameles eremiana Spencer, 1897","species","ACCEPTED","EXACT","Perameles eremiana",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Perameles","Perameles eremiana",1,44,359,794,5478,2435333,5219456,FALSE,"Mammalia",NA,NA
5219458,"Perameles bougainville Quoy & Gaimard, 1824","species","ACCEPTED","EXACT","Perameles bougainville",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Perameles","Perameles bougainville",1,44,359,794,5478,2435333,5219458,FALSE,"Mammalia",NA,NA
2435329,"Peroryctes raffrayana (Milne-Edwards, 1878)","species","ACCEPTED","EXACT","Peroryctes raffrayana",98,"Animalia","Chordata","Peramelemorphia","Peramelidae","Peroryctes","Peroryctes raffrayana",1,44,359,794,5478,2435328,2435329,FALSE,"Mammalia",NA,NA
