"accepted_gbif_id","order","family","status","scientific","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto","diet_source","diet_certainty","bodymass_value","bodymass_source","bodymass_speclevel","msw3_id","mswfamilylatin","forstrat_value","forstrat_certainty","forstrat_comment","activity_nocturnal","activity_crepuscular","activity_diurnal","activity_source","activity_certainty","specid","passnonpass","iocorder","blfamilylatin","blfamilyenglish","blfamsequid","taxo","english","diet_5cat","diet_enteredby","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist","forstrat_source","forstrat_speclevel","forstrat_enteredby","nocturnal","bodymass_comment","record_comment"
2435339,"Peramelemorphia","Peramelidae","ACCEPTED","Microperoryctes murina",60,0,0,0,10,0,0,0,0,30,"Ref_1","ABC",817.52,"Ref_178","2",191,"Peramelidae","G","A",NA,1,0,0,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435344,"Peramelemorphia","Peramelidae","ACCEPTED","Microperoryctes papuensis",60,0,0,0,10,0,0,0,0,30,"Ref_1","ABC",158,"Ref_117","1",192,"Peramelidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432140,"Afrosoricida","Tenrecidae","ACCEPTED","Micropotamogale lamottei",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",69.6,"Ref_117","1",359,"Tenrecidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432139,"Afrosoricida","Tenrecidae","ACCEPTED","Micropotamogale ruwenzorii",60,0,20,20,0,0,0,0,0,0,"Ref_1","ABC",98.5,"Ref_117","1",360,"Tenrecidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432979,"Chiroptera","Pteropodidae","ACCEPTED","Micropteropus intermedius",0,0,0,0,0,0,100,0,0,0,"Ref_1","ABC",59.17,"Ref_178","2",3810,"Pteropodidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432978,"Chiroptera","Pteropodidae","ACCEPTED","Micropteropus pusillus",0,0,0,0,0,0,90,10,0,0,"Ref_1","ABC",26.57,"Ref_117","1",3809,"Pteropodidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437777,"Rodentia","Cricetidae","ACCEPTED","Microryzomys altissimus",20,0,0,0,0,0,10,0,40,30,"Ref_3","D2",13.5,"Ref_117","1",1781,"Cricetidae","G","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437778,"Rodentia","Cricetidae","ACCEPTED","Microryzomys minutus",20,0,0,0,0,0,10,0,40,30,"Ref_3","D2",13.5,"Ref_117","1",1782,"Cricetidae","G","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437363,"Rodentia","Sciuridae","ACCEPTED","Microsciurus alfari",0,0,0,0,0,0,50,0,50,0,"Ref_1","ABC",87.5,"Ref_117","1",851,"Sciuridae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437361,"Rodentia","Sciuridae","ACCEPTED","Microsciurus flaviventer",0,0,0,0,0,0,50,0,50,0,"Ref_1","ABC",92,"Ref_117","1",854,"Sciuridae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437360,"Rodentia","Sciuridae","ACCEPTED","Microsciurus mimulus",0,0,0,0,0,0,50,0,50,0,"Ref_1","ABC",120,"Ref_117","1",853,"Sciuridae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437362,"Rodentia","Sciuridae","ACCEPTED","Microsciurus santanderensis",0,0,0,0,0,0,50,0,50,0,"Ref_1","ABC",99.8,"Ref_117","1",852,"Sciuridae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438630,"Rodentia","Cricetidae","ACCEPTED","Microtus abbreviatus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",62,"Ref_117","1",1386,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438616,"Rodentia","Cricetidae","ACCEPTED","Microtus agrestis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",42.5,"Ref_117","1",1397,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265014,"Rodentia","Cricetidae","ACCEPTED","Microtus anatolicus",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1392,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438606,"Rodentia","Cricetidae","ACCEPTED","Microtus arvalis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",28,"Ref_117","1",1396,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438594,"Rodentia","Cricetidae","ACCEPTED","Microtus bavaricus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",23.94,"Ref_178","2",1420,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265022,"Rodentia","Cricetidae","ACCEPTED","Microtus brachycercus",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1425,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438615,"Rodentia","Cricetidae","ACCEPTED","Microtus breweri",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",54,"Ref_117","1",1433,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438668,"Rodentia","Cricetidae","ACCEPTED","Microtus cabrerae",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",52.5,"Ref_117","1",1395,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438603,"Rodentia","Cricetidae","ACCEPTED","Microtus californicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",57.42,"Ref_117","1",1380,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438593,"Rodentia","Cricetidae","ACCEPTED","Microtus canicaudus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",28.45,"Ref_117","1",1432,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438667,"Rodentia","Cricetidae","ACCEPTED","Microtus chrotorrhinus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",39,"Ref_117","1",1381,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265018,"Rodentia","Cricetidae","ACCEPTED","Microtus clarkei",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",48.14,"Ref_178","2",1409,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438633,"Rodentia","Cricetidae","ACCEPTED","Microtus daghestanicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",12.99,"Ref_117","1",1423,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265011,"Rodentia","Cricetidae","ACCEPTED","Microtus dogramacii",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1394,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438619,"Rodentia","Cricetidae","ACCEPTED","Microtus duodecimcostatus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",23,"Ref_117","1",1416,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438610,"Rodentia","Cricetidae","ACCEPTED","Microtus evoronensis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",41.42,"Ref_178","2",1412,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438597,"Rodentia","Cricetidae","ACCEPTED","Microtus felteni",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",24.34,"Ref_178","2",1419,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438675,"Rodentia","Cricetidae","ACCEPTED","Microtus fortis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",63,"Ref_117","1",1408,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438662,"Rodentia","Cricetidae","ACCEPTED","Microtus gerbei",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",24.89,"Ref_178","2",1421,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438648,"Rodentia","Cricetidae","ACCEPTED","Microtus gregalis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",47.5,"Ref_117","1",1378,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438646,"Rodentia","Cricetidae","ACCEPTED","Microtus guatemalensis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",42,"Ref_117","1",1387,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438628,"Rodentia","Cricetidae","ACCEPTED","Microtus guentheri",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",50,"Ref_117","1",1400,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265012,"Rodentia","Cricetidae","ACCEPTED","Microtus ilaeus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",36.67,"Ref_178","2",1402,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438601,"Rodentia","Cricetidae","ACCEPTED","Microtus irani",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",45.36,"Ref_178","2",1401,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265019,"Rodentia","Cricetidae","ACCEPTED","Microtus kikuchii",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",46.3,"Ref_58","1",1413,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265013,"Rodentia","Cricetidae","ACCEPTED","Microtus levis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",35.49,"Ref_58","1",1399,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265021,"Rodentia","Cricetidae","ACCEPTED","Microtus liechtensteini",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1422,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438595,"Rodentia","Cricetidae","ACCEPTED","Microtus limnophilus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",40.59,"Ref_178","2",1405,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438621,"Rodentia","Cricetidae","ACCEPTED","Microtus longicaudus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",46.71,"Ref_117","1",1382,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438669,"Rodentia","Cricetidae","ACCEPTED","Microtus lusitanicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",24.82,"Ref_178","2",1424,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438654,"Rodentia","Cricetidae","ACCEPTED","Microtus majori",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",18.2,"Ref_117","1",1417,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438634,"Rodentia","Cricetidae","ACCEPTED","Microtus maximowiczii",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",41.49,"Ref_178","2",1404,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438651,"Rodentia","Cricetidae","ACCEPTED","Microtus mexicanus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",35,"Ref_117","1",1385,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438620,"Rodentia","Cricetidae","ACCEPTED","Microtus middendorffii",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",36.49,"Ref_178","2",1410,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438632,"Rodentia","Cricetidae","ACCEPTED","Microtus miurus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",41,"Ref_117","1",1384,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438598,"Rodentia","Cricetidae","ACCEPTED","Microtus mongolicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",27.5,"Ref_117","1",1414,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438609,"Rodentia","Cricetidae","ACCEPTED","Microtus montanus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",36.33,"Ref_117","1",1430,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438676,"Rodentia","Cricetidae","ACCEPTED","Microtus montebelli",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",39.85,"Ref_117","1",1406,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438663,"Rodentia","Cricetidae","ACCEPTED","Microtus mujanensis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",41.55,"Ref_178","2",1407,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438647,"Rodentia","Cricetidae","ACCEPTED","Microtus multiplex",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",23.17,"Ref_117","1",1429,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438614,"Rodentia","Cricetidae","ACCEPTED","Microtus oaxacensis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",39.2,"Ref_117","1",1436,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438671,"Rodentia","Cricetidae","ACCEPTED","Microtus ochrogaster",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",38.01,"Ref_117","1",1439,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438635,"Rodentia","Cricetidae","ACCEPTED","Microtus oeconomus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",34.38,"Ref_117","1",1411,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438661,"Rodentia","Cricetidae","ACCEPTED","Microtus oregoni",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",20.35,"Ref_117","1",1435,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265015,"Rodentia","Cricetidae","ACCEPTED","Microtus paradoxus",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1391,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438655,"Rodentia","Cricetidae","ACCEPTED","Microtus pennsylvanicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",36.75,"Ref_117","1",1434,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438638,"Rodentia","Cricetidae","ACCEPTED","Microtus pinetorum",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",26.28,"Ref_117","1",1438,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265016,"Rodentia","Cricetidae","ACCEPTED","Microtus qazvinensis",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1398,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438592,"Rodentia","Cricetidae","ACCEPTED","Microtus quasiater",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",40,"Ref_117","1",1437,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438626,"Rodentia","Cricetidae","ACCEPTED","Microtus richardsoni",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",85,"Ref_117","1",1383,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438618,"Rodentia","Cricetidae","ACCEPTED","Microtus sachalinensis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",36.33,"Ref_178","2",1415,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438650,"Rodentia","Cricetidae","ACCEPTED","Microtus savii",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",20,"Ref_117","1",1426,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438608,"Rodentia","Cricetidae","ACCEPTED","Microtus schelkovnikovi",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",26.4,"Ref_178","2",1427,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265017,"Rodentia","Cricetidae","ACCEPTED","Microtus schidlovskii",0,0,0,0,0,0,0,0,20,80,"Ref_2","D1",37.99,"Ref_2","Ref_3",1389,"Cricetidae","G","A",NA,1,1,1,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438670,"Rodentia","Cricetidae","ACCEPTED","Microtus socialis",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",48,"Ref_117","1",1390,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438660,"Rodentia","Cricetidae","ACCEPTED","Microtus subterraneus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",19.5,"Ref_117","1",1428,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438637,"Rodentia","Cricetidae","ACCEPTED","Microtus tatricus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",40,"Ref_117","1",1393,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438625,"Rodentia","Cricetidae","ACCEPTED","Microtus thomasi",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",25.67,"Ref_178","2",1418,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438612,"Rodentia","Cricetidae","ACCEPTED","Microtus townsendii",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",64.75,"Ref_117","1",1431,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438611,"Rodentia","Cricetidae","ACCEPTED","Microtus transcaspicus",0,0,0,0,0,0,0,0,20,80,"Ref_1","ABC",35.17,"Ref_178","2",1403,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
