"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Crocidura congobelgica","2435734","2435734","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_congobelgica",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura dsinezumi","2435532","2435532","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_dsinezumi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01021
"Crocidura cinderella","2435755","2435755","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_cinderella",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura elgonius","2435715","2435715","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_elgonius",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065
"Crocidura allex","2435676","2435676","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_allex",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura aleksandrisi","2435693","2435693","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_aleksandrisi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura luna","2435572","2435572","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_luna",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145
"Crocidura lusitania","2435552","2435552","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_lusitania",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002
"Crocidura elongata","2435703","2435703","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_elongata",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0178
"Crocidura andamanensis","2435622","2435622","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_andamanensis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura fischeri","2435667","2435667","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_fischeri",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura douceti","2435548","2435548","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_douceti",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043
"Crocidura beatus","2435689","2435689","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_beatus",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01055
"Crocidura ansellorum","2435610","2435610","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_ansellorum",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura arabica","2435573","2435573","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_arabica",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00586
"Crocidura arispa","2435612","2435612","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_arispa",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura armenica","2435558","2435558","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_armenica",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura attenuata","2435537","2435537","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_attenuata",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01427
"Crocidura attila","2435737","2435737","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_attila",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura baileyi","2435722","2435722","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_baileyi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura crenata","2435685","2435685","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_crenata",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00652
"Crocidura batesi","2435708","2435708","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_batesi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155
"Crocidura flavescens","9177524","9177524","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_flavescens",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02849
"Crocidura beccarii","2435653","2435653","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_beccarii",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura bottegi","2435638","2435638","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_bottegi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035
"Crocidura bottegoides","2435619","2435619","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_bottegoides",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00307
"Crocidura brunnea","2435644","2435644","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_brunnea",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura buettikoferi","2435607","2435607","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_buettikoferi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura caliginea","2435571","2435571","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_caliginea",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura canariensis","2435551","2435551","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_canariensis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0075
"Crocidura caspica","2435744","2435744","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_caspica",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura baluensis","2435668","2435668","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_baluensis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169
"Crocidura lanosa","2435559","2435559","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_lanosa",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226
"Crocidura hispida","2435694","2435694","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_hispida",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura horsfieldii","2435677","2435677","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_horsfieldii",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005
"Crocidura hutanis","2435666","2435666","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_hutanis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura ichnusae","2435728","2435728","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_ichnusae",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura indochinensis","2435713","2435713","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_indochinensis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura jacksoni","2435662","2435662","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_jacksoni",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007
"Crocidura jenkinsi","2435640","2435640","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_jenkinsi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126
"Crocidura jouvenetae","2435601","2435601","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_jouvenetae",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00979
"Crocidura katinka","2435647","2435647","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_katinka",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura erica","2435681","2435681","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_erica",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura lamottei","2435574","2435574","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_lamottei",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0205
"Crocidura hildegardeae","2435725","2435725","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_hildegardeae",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095
"Crocidura latona","2435760","2435760","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_latona",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura lea","2435738","2435738","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_lea",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066
"Crocidura lepidura","2435670","2435670","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_lepidura",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura leucodon","2435723","2435723","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_leucodon",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00982
"Crocidura levicula","2435709","2435709","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_levicula",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177
"Crocidura littoralis","2435690","2435690","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_littoralis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016
"Crocidura longipes","2435673","2435673","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_longipes",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193
"Crocidura ludia","2435608","2435608","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_ludia",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00515
"Crocidura kivuana","2435623","2435623","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_kivuana",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009
"Crocidura gmelini","2435600","2435600","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_gmelini",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura foxi","2435614","2435614","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_foxi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019
"Crocidura fuliginosa","2435562","2435562","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_fuliginosa",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012
"Crocidura fulvastra","2435545","2435545","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_fulvastra",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01267
"Crocidura fumosa","2435745","2435745","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_fumosa",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145
"Crocidura fuscomurina","2435727","2435727","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_fuscomurina",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00392
"Crocidura hirta","2435710","2435710","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_hirta",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0158
"Crocidura glassi","2435712","2435712","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_glassi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura hilliana","2435627","2435627","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_hilliana",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Crocidura goliath","2435696","2435696","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_goliath",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05484
"Crocidura gracilipes","2435679","2435679","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_gracilipes",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0067
"Crocidura grandiceps","2435664","2435664","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_grandiceps",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023
"Crocidura grandis","2435642","2435642","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_grandis",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura grassei","2435625","2435625","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_grassei",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135
"Crocidura grayi","2435578","2435578","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_grayi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103
"Crocidura greenwoodi","2435539","2435539","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_greenwoodi",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01035
"Crocidura harenna","2435740","2435740","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_harenna",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085
"Crocidura foetida","2435541","2435541","Soricomorpha","Soricidae","Crocidura","ACCEPTED","crocidura_foetida",50,0,10,0,0,40,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01042
"Solisorex pearsoni","2435527","2435527","Soricomorpha","Soricidae","Solisorex","ACCEPTED","solisorex_pearsoni",70,0,10,0,0,20,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103
"Suncus lixus","2435523","2435523","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_lixus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049
"Suncus hosei","2435522","2435522","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_hosei",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00764
"Suncus fellowesgordoni","2435513","2435513","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_fellowesgordoni",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00764
"Suncus varilla","2435518","2435518","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_varilla",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005
"Crocidura malayana","2435721","2435524","Soricomorpha","Soricidae","Crocidura","SYNONYM","suncus_malayanus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005
"Suncus megalura","2435510","2435510","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_megalura",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00538
"Suncus mertensi","2435508","2435508","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_mertensi",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00795
"Suncus montanus","2435515","2435515","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_montanus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018
"Suncus murinus","2435520","2435520","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_murinus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06071
"Suncus etruscus","2435506","2435506","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_etruscus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213
"Suncus stoliczkanus","2435509","2435509","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_stoliczkanus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00943
"Suncus infinitesimus","2435507","2435507","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_infinitesimus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003
"Suncus zeylanicus","2435505","2435505","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_zeylanicus",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298
"Suncus remyi","2435525","2435525","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_remyi",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00175
"Suncus aequatorius","2435519","2435519","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_aequatorius",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00715
"Suncus dayi","2435521","2435521","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_dayi",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00943
"Suncus ater","2435512","2435512","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_ater",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111
"Suncus madagascariensis","2435514","2435514","Soricomorpha","Soricidae","Suncus","ACCEPTED","suncus_madagascariensis",80,0,0,0,10,10,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035
"Diplomesodon pulchellum","2435917","2435917","Soricomorpha","Soricidae","Diplomesodon","ACCEPTED","diplomesodon_pulchellum",50,0,50,0,0,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011
"Feroculus feroculus","2435791","2435791","Soricomorpha","Soricidae","Feroculus","ACCEPTED","feroculus_feroculus",70,0,0,0,0,30,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036
"Paracrocidura graueri","2435500","2435500","Soricomorpha","Soricidae","Paracrocidura","ACCEPTED","paracrocidura_graueri",70,0,10,0,0,20,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01168
"Paracrocidura maxima","2435498","2435498","Soricomorpha","Soricidae","Paracrocidura","ACCEPTED","paracrocidura_maxima",70,0,10,0,0,20,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01168
"Paracrocidura schoutedeni","2435499","2435499","Soricomorpha","Soricidae","Paracrocidura","ACCEPTED","paracrocidura_schoutedeni",70,0,10,0,0,20,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013
"Ruwenzorisorex suncoides","2435915","2435915","Soricomorpha","Soricidae","Ruwenzorisorex","ACCEPTED","ruwenzorisorex_suncoides",100,0,0,0,0,0,0,0,0,0,"G","A",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182
"Scutisorex somereni","2435789","2435789","Soricomorpha","Soricidae","Scutisorex","ACCEPTED","scutisorex_somereni",0,0,0,0,100,0,0,0,0,0,"G","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0915
"Sylvisorex konganensis","2435808","2435808","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_konganensis",60,0,0,0,20,20,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00515
"Sylvisorex isabellae","2435806","2435806","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_isabellae",80,0,0,0,10,10,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00999
"Sylvisorex pluvialis","2435798","2435798","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_pluvialis",60,0,0,0,20,20,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00583
"Sylvisorex oriundus","2435807","2435807","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_oriundus",80,0,0,0,10,10,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00999
"Sylvisorex ollula","2435803","2435803","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_ollula",80,0,0,0,10,10,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132
"Sylvisorex lunaris","2435802","2435802","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_lunaris",80,0,0,0,10,10,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0185
"Sylvisorex johnstoni","2435796","2435796","Soricomorpha","Soricidae","Sylvisorex","ACCEPTED","sylvisorex_johnstoni",80,0,0,0,10,10,0,0,0,0,"S","A",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00317
