"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Oryzomys seuanezi","Oryzomys seuanezi",4265042,"SYNONYM","EXACT","Hylaeamys laticeps",5786893,"Rodentia","Cricetidae"
"Oryzomys subflavus","Oryzomys subflavus",2438066,"SYNONYM","EXACT","Cerradomys subflavus",5786899,"Rodentia","Cricetidae"
"Oryzomys talamancae","Oryzomys talamancae",2438090,"SYNONYM","EXACT","Transandinomys talamancae",5786979,"Rodentia","Cricetidae"
"Oryzomys tatei","Oryzomys tatei",4265043,"SYNONYM","EXACT","Hylaeamys tatei",5786894,"Rodentia","Cricetidae"
"Oryzomys xanthaeolus","Oryzomys xanthaeolus",4265051,"SYNONYM","EXACT","Aegialomys xanthaeolus",5786856,"Rodentia","Cricetidae"
"Oryzomys yunganus","Oryzomys yunganus",2438068,"SYNONYM","EXACT","Hylaeamys yunganus",5786892,"Rodentia","Cricetidae"
"Oryzorictes hova","Oryzorictes hova",2432112,"ACCEPTED","EXACT","Oryzorictes hova",2432112,"Afrosoricida","Tenrecidae"
"Oryzorictes tetradactylus","Oryzorictes tetradactylus",2432111,"ACCEPTED","EXACT","Oryzorictes tetradactylus",2432111,"Afrosoricida","Tenrecidae"
"Osgoodomys banderanus","Osgoodomys banderanus",2439323,"ACCEPTED","EXACT","Osgoodomys banderanus",2439323,"Rodentia","Cricetidae"
"Otaria flavescens","Otaria flavescens",5218773,"ACCEPTED","EXACT","Otaria flavescens",5218773,"Carnivora","Otariidae"
"Otocyon megalotis","Otocyon megalotis",2434349,"ACCEPTED","EXACT","Otocyon megalotis",2434349,"Carnivora","Canidae"
"Otolemur crassicaudatus","Otolemur crassicaudatus",8978926,"ACCEPTED","EXACT","Otolemur crassicaudatus",8978926,"Primates","Galagidae"
"Otolemur garnettii","Otolemur garnettii",2436511,"ACCEPTED","EXACT","Otolemur garnettii",2436511,"Primates","Galagidae"
"Otolemur monteiri","Otolemur monteiri",7262065,"SYNONYM","EXACT","Otolemur crassicaudatus",8978926,"Primates","Galagidae"
"Otomops formosus","Otomops formosus",2433020,"ACCEPTED","EXACT","Otomops formosus",2433020,"Chiroptera","Molossidae"
"Otomops johnstonei","Otomops johnstonei",4266493,"ACCEPTED","EXACT","Otomops johnstonei",4266493,"Chiroptera","Molossidae"
"Otomops madagascariensis","Otomops madagascariensis",4266495,"ACCEPTED","EXACT","Otomops madagascariensis",4266495,"Chiroptera","Molossidae"
"Otomops martiensseni","Otomops martiensseni",2433022,"ACCEPTED","EXACT","Otomops martiensseni",2433022,"Chiroptera","Molossidae"
"Otomops papuensis","Otomops papuensis",2433019,"ACCEPTED","EXACT","Otomops papuensis",2433019,"Chiroptera","Molossidae"
"Otomops secundus","Otomops secundus",2433018,"ACCEPTED","EXACT","Otomops secundus",2433018,"Chiroptera","Molossidae"
"Otomops wroughtoni","Otomops wroughtoni",2433021,"ACCEPTED","EXACT","Otomops wroughtoni",2433021,"Chiroptera","Molossidae"
"Otomys anchietae","Otomys anchietae",5219868,"ACCEPTED","EXACT","Otomys anchietae",5219868,"Rodentia","Muridae"
"Otomys angoniensis","Otomys angoniensis",5219872,"ACCEPTED","EXACT","Otomys angoniensis",5219872,"Rodentia","Muridae"
"Otomys barbouri","Otomys barbouri",5706737,"ACCEPTED","EXACT","Otomys barbouri",5706737,"Rodentia","Muridae"
"Otomys burtoni","Otomys burtoni",5706740,"ACCEPTED","EXACT","Otomys burtoni",5706740,"Rodentia","Muridae"
"Otomys cuanzensis","Otomys cuanzensis",5706743,"ACCEPTED","EXACT","Otomys cuanzensis",5706743,"Rodentia","Muridae"
"Otomys dartmouthi","Otomys dartmouthi",5706738,"ACCEPTED","EXACT","Otomys dartmouthi",5706738,"Rodentia","Muridae"
"Otomys denti","Otomys denti",5219865,"ACCEPTED","EXACT","Otomys denti",5219865,"Rodentia","Muridae"
"Otomys dollmani","Otomys dollmani",5706744,"ACCEPTED","EXACT","Otomys dollmani",5706744,"Rodentia","Muridae"
"Otomys irroratus","Otomys irroratus",5219869,"ACCEPTED","EXACT","Otomys irroratus",5219869,"Rodentia","Muridae"
"Otomys jacksoni","Otomys jacksoni",5706741,"ACCEPTED","EXACT","Otomys jacksoni",5706741,"Rodentia","Muridae"
"Otomys lacustris","Otomys lacustris",5706745,"ACCEPTED","EXACT","Otomys lacustris",5706745,"Rodentia","Muridae"
"Otomys laminatus","Otomys laminatus",5219873,"ACCEPTED","EXACT","Otomys laminatus",5219873,"Rodentia","Muridae"
"Otomys maximus","Otomys maximus",5219866,"ACCEPTED","EXACT","Otomys maximus",5219866,"Rodentia","Muridae"
"Otomys occidentalis","Otomys occidentalis",5219870,"ACCEPTED","EXACT","Otomys occidentalis",5219870,"Rodentia","Muridae"
"Otomys orestes","Otomys orestes",5706739,"ACCEPTED","EXACT","Otomys orestes",5706739,"Rodentia","Muridae"
"Otomys saundersiae","Otomys saundersiae",5219874,"ACCEPTED","EXACT","Otomys saundersiae",5219874,"Rodentia","Muridae"
"Otomys tropicalis","Otomys tropicalis",5219867,"ACCEPTED","EXACT","Otomys tropicalis",5219867,"Rodentia","Muridae"
"Otomys typus","Otomys typus",5219871,"ACCEPTED","EXACT","Otomys typus",5219871,"Rodentia","Muridae"
"Otomys uzungwensis","Otomys uzungwensis",5706742,"ACCEPTED","EXACT","Otomys uzungwensis",5706742,"Rodentia","Muridae"
"Otonycteris hemprichii","Otonycteris hemprichii",2432382,"ACCEPTED","EXACT","Otonycteris hemprichii",2432382,"Chiroptera","Vespertilionidae"
"Otonyctomys hatti","Otonyctomys hatti",2438376,"ACCEPTED","EXACT","Otonyctomys hatti",2438376,"Rodentia","Cricetidae"
"Otopteropus cartilagonodus","Otopteropus cartilagonodus",2432922,"ACCEPTED","EXACT","Otopteropus cartilagonodus",2432922,"Chiroptera","Pteropodidae"
"Ototylomys phyllotis","Ototylomys phyllotis",2439155,"ACCEPTED","EXACT","Ototylomys phyllotis",2439155,"Rodentia","Cricetidae"
"Ourebia ourebi","Ourebia ourebi",2441135,"ACCEPTED","EXACT","Ourebia ourebi",2441135,"Artiodactyla","Bovidae"
"Ovibos moschatus","Ovibos moschatus",2441108,"ACCEPTED","EXACT","Ovibos moschatus",2441108,"Artiodactyla","Bovidae"
"Ovis ammon","Ovis ammon",2441122,"ACCEPTED","EXACT","Ovis ammon",2441122,"Artiodactyla","Bovidae"
"Ovis aries","Ovis aries",2441110,"ACCEPTED","EXACT","Ovis aries",2441110,"Artiodactyla","Bovidae"
"Ovis canadensis","Ovis canadensis",2441119,"ACCEPTED","EXACT","Ovis canadensis",2441119,"Artiodactyla","Bovidae"
"Ovis dalli","Ovis dalli",2441118,"ACCEPTED","EXACT","Ovis dalli",2441118,"Artiodactyla","Bovidae"
"Ovis nivicola","Ovis nivicola",2441120,"ACCEPTED","EXACT","Ovis nivicola",2441120,"Artiodactyla","Bovidae"
"Oxymycterus akodontius","Oxymycterus akodontius",2438939,"ACCEPTED","EXACT","Oxymycterus akodontius",2438939,"Rodentia","Cricetidae"
"Oxymycterus amazonicus","Oxymycterus amazonicus",4265188,"ACCEPTED","EXACT","Oxymycterus amazonicus",4265188,"Rodentia","Cricetidae"
"Oxymycterus angularis","Oxymycterus angularis",2438932,"ACCEPTED","EXACT","Oxymycterus angularis",2438932,"Rodentia","Cricetidae"
"Oxymycterus caparoae","Oxymycterus caparoae",4265187,"ACCEPTED","EXACT","Oxymycterus caparoae",4265187,"Rodentia","Cricetidae"
"Oxymycterus dasytrichus","Oxymycterus dasytrichus",4265189,"ACCEPTED","EXACT","Oxymycterus dasytrichus",4265189,"Rodentia","Cricetidae"
"Oxymycterus delator","Oxymycterus delator",2438940,"ACCEPTED","EXACT","Oxymycterus delator",2438940,"Rodentia","Cricetidae"
"Oxymycterus hiska","Oxymycterus hiska",2438933,"ACCEPTED","EXACT","Oxymycterus hiska",2438933,"Rodentia","Cricetidae"
"Oxymycterus hispidus","Oxymycterus hispidus",2438935,"ACCEPTED","EXACT","Oxymycterus hispidus",2438935,"Rodentia","Cricetidae"
"Oxymycterus hucucha","Oxymycterus hucucha",2438941,"ACCEPTED","EXACT","Oxymycterus hucucha",2438941,"Rodentia","Cricetidae"
"Oxymycterus inca","Oxymycterus inca",2438936,"ACCEPTED","EXACT","Oxymycterus inca",2438936,"Rodentia","Cricetidae"
"Oxymycterus josei","Oxymycterus josei",4265190,"ACCEPTED","EXACT","Oxymycterus josei",4265190,"Rodentia","Cricetidae"
"Oxymycterus nasutus","Oxymycterus nasutus",2438942,"ACCEPTED","EXACT","Oxymycterus nasutus",2438942,"Rodentia","Cricetidae"
"Oxymycterus paramensis","Oxymycterus paramensis",2438937,"ACCEPTED","EXACT","Oxymycterus paramensis",2438937,"Rodentia","Cricetidae"
"Oxymycterus quaestor","Oxymycterus quaestor",4265191,"ACCEPTED","EXACT","Oxymycterus quaestor",4265191,"Rodentia","Cricetidae"
"Oxymycterus roberti","Oxymycterus roberti",2438943,"ACCEPTED","EXACT","Oxymycterus roberti",2438943,"Rodentia","Cricetidae"
"Oxymycterus rufus","Oxymycterus rufus",2438938,"ACCEPTED","EXACT","Oxymycterus rufus",2438938,"Rodentia","Cricetidae"
"Ozotoceros bezoarticus","Ozotoceros bezoarticus",2440978,"ACCEPTED","EXACT","Ozotoceros bezoarticus",2440978,"Artiodactyla","Cervidae"
"Pachyuromys duprasi","Pachyuromys duprasi",2437746,"ACCEPTED","EXACT","Pachyuromys duprasi",2437746,"Rodentia","Muridae"
"Pagophilus groenlandicus","Pagophilus groenlandicus",2434801,"ACCEPTED","EXACT","Pagophilus groenlandicus",2434801,"Carnivora","Phocidae"
"Paguma larvata","Paguma larvata",2434654,"ACCEPTED","EXACT","Paguma larvata",2434654,"Carnivora","Viverridae"
"Palawanomys furvus","Palawanomys furvus",2438861,"ACCEPTED","EXACT","Palawanomys furvus",2438861,"Rodentia","Muridae"
"Pan paniscus","Pan paniscus",5219533,"ACCEPTED","EXACT","Pan paniscus",5219533,"Primates","Hominidae"
"Pan troglodytes","Pan troglodytes",5219534,"ACCEPTED","EXACT","Pan troglodytes",5219534,"Primates","Hominidae"
"Panthera leo","Panthera leo",5219404,"ACCEPTED","EXACT","Panthera leo",5219404,"Carnivora","Felidae"
"Panthera onca","Panthera onca",5219426,"ACCEPTED","EXACT","Panthera onca",5219426,"Carnivora","Felidae"
"Panthera pardus","Panthera pardus",5219436,"ACCEPTED","EXACT","Panthera pardus",5219436,"Carnivora","Felidae"
"Panthera tigris","Panthera tigris",5219416,"ACCEPTED","EXACT","Panthera tigris",5219416,"Carnivora","Felidae"
"Pantholops hodgsonii","Pantholops hodgsonii",2441103,"ACCEPTED","EXACT","Pantholops hodgsonii",2441103,"Artiodactyla","Bovidae"
"Papagomys armandvillei","Papagomys armandvillei",2438411,"ACCEPTED","EXACT","Papagomys armandvillei",2438411,"Rodentia","Muridae"
"Papagomys theodorverhoeveni","Papagomys theodorverhoeveni",2438412,"ACCEPTED","EXACT","Papagomys theodorverhoeveni",2438412,"Rodentia","Muridae"
"Papio anubis","Papio anubis",5707341,"ACCEPTED","EXACT","Papio anubis",5707341,"Primates","Cercopithecidae"
"Papio cynocephalus","Papio cynocephalus",7262027,"ACCEPTED","EXACT","Papio cynocephalus",7262027,"Primates","Cercopithecidae"
"Papio hamadryas","Papio hamadryas",5219586,"ACCEPTED","EXACT","Papio hamadryas",5219586,"Primates","Cercopithecidae"
"Papio papio","Papio papio",5707338,"ACCEPTED","EXACT","Papio papio",5707338,"Primates","Cercopithecidae"
"Papio ursinus","Papio ursinus",7262029,"ACCEPTED","EXACT","Papio ursinus",7262029,"Primates","Cercopithecidae"
"Pappogeomys alcorni","Pappogeomys alcorni",2439400,"SYNONYM","EXACT","Pappogeomys bulleri",2439397,"Rodentia","Geomyidae"
"Pappogeomys bulleri","Pappogeomys bulleri",2439397,"ACCEPTED","EXACT","Pappogeomys bulleri",2439397,"Rodentia","Geomyidae"
"Paracoelops megalotis","Paracoelops megalotis",2432604,"SYNONYM","EXACT","Hipposideros pomona",5218589,"Chiroptera","Hipposideridae"
"Paracrocidura graueri","Paracrocidura graueri",2435500,"ACCEPTED","EXACT","Paracrocidura graueri",2435500,"Soricomorpha","Soricidae"
"Paracrocidura maxima","Paracrocidura maxima",2435498,"ACCEPTED","EXACT","Paracrocidura maxima",2435498,"Soricomorpha","Soricidae"
"Paracrocidura schoutedeni","Paracrocidura schoutedeni",2435499,"ACCEPTED","EXACT","Paracrocidura schoutedeni",2435499,"Soricomorpha","Soricidae"
"Paracynictis selousi","Paracynictis selousi",2434109,"ACCEPTED","EXACT","Paracynictis selousi",2434109,"Carnivora","Herpestidae"
"Paradipus ctenodactylus","Paradipus ctenodactylus",2439437,"ACCEPTED","EXACT","Paradipus ctenodactylus",2439437,"Rodentia","Dipodidae"
"Paradoxurus hermaphroditus","Paradoxurus hermaphroditus",2434708,"ACCEPTED","EXACT","Paradoxurus hermaphroditus",2434708,"Carnivora","Viverridae"
"Paradoxurus jerdoni","Paradoxurus jerdoni",2434705,"ACCEPTED","EXACT","Paradoxurus jerdoni",2434705,"Carnivora","Viverridae"
"Paradoxurus zeylonensis","Paradoxurus zeylonensis",2434704,"ACCEPTED","EXACT","Paradoxurus zeylonensis",2434704,"Carnivora","Viverridae"
"Paraechinus aethiopicus","Paraechinus aethiopicus",2437145,"ACCEPTED","EXACT","Paraechinus aethiopicus",2437145,"Erinaceomorpha","Erinaceidae"
"Paraechinus hypomelas","Paraechinus hypomelas",2437154,"ACCEPTED","EXACT","Paraechinus hypomelas",2437154,"Erinaceomorpha","Erinaceidae"
"Paraechinus micropus","Paraechinus micropus",2437161,"ACCEPTED","EXACT","Paraechinus micropus",2437161,"Erinaceomorpha","Erinaceidae"
"Paraechinus nudiventris","Paraechinus nudiventris",2437152,"ACCEPTED","EXACT","Paraechinus nudiventris",2437152,"Erinaceomorpha","Erinaceidae"
"Parahydromys asper","Parahydromys asper",2438486,"ACCEPTED","EXACT","Parahydromys asper",2438486,"Rodentia","Muridae"
"Paraleptomys rufilatus","Paraleptomys rufilatus",2439304,"ACCEPTED","EXACT","Paraleptomys rufilatus",2439304,"Rodentia","Muridae"
"Paraleptomys wilhelmina","Paraleptomys wilhelmina",2439305,"ACCEPTED","EXACT","Paraleptomys wilhelmina",2439305,"Rodentia","Muridae"
"Paralomys gerbillus","Paralomys gerbillus",4265121,"ACCEPTED","EXACT","Paralomys gerbillus",4265121,"Rodentia","Cricetidae"
"Paramelomys gressitti","Paramelomys gressitti",4264866,"ACCEPTED","EXACT","Paramelomys gressitti",4264866,"Rodentia","Muridae"
"Paramelomys levipes","Paramelomys levipes",4264872,"ACCEPTED","EXACT","Paramelomys levipes",4264872,"Rodentia","Muridae"
"Paramelomys lorentzii","Paramelomys lorentzii",4264869,"ACCEPTED","EXACT","Paramelomys lorentzii",4264869,"Rodentia","Muridae"
"Paramelomys mollis","Paramelomys mollis",4264865,"ACCEPTED","EXACT","Paramelomys mollis",4264865,"Rodentia","Muridae"
"Paramelomys moncktoni","Paramelomys moncktoni",4264871,"ACCEPTED","EXACT","Paramelomys moncktoni",4264871,"Rodentia","Muridae"
"Paramelomys naso","Paramelomys naso",4264868,"ACCEPTED","EXACT","Paramelomys naso",4264868,"Rodentia","Muridae"
"Paramelomys platyops","Paramelomys platyops",4264864,"ACCEPTED","EXACT","Paramelomys platyops",4264864,"Rodentia","Muridae"
"Paramelomys rubex","Paramelomys rubex",4264870,"ACCEPTED","EXACT","Paramelomys rubex",4264870,"Rodentia","Muridae"
"Paramelomys steini","Paramelomys steini",4264867,"SYNONYM","EXACT","Rattus steini",2439279,"Rodentia","Muridae"
"Paramurexia rothschildi","Paramurexia rothschildi",2435436,"ACCEPTED","EXACT","Paramurexia rothschildi",2435436,"Dasyuromorphia","Dasyuridae"
"Parantechinus apicalis","Parantechinus apicalis",2435446,"ACCEPTED","EXACT","Parantechinus apicalis",2435446,"Dasyuromorphia","Dasyuridae"
"Paranyctimene raptor","Paranyctimene raptor",2432976,"ACCEPTED","EXACT","Paranyctimene raptor",2432976,"Chiroptera","Pteropodidae"
"Paranyctimene tenax","Paranyctimene tenax",4265736,"ACCEPTED","EXACT","Paranyctimene tenax",4265736,"Chiroptera","Pteropodidae"
"Parascalops breweri","Parascalops breweri",2436161,"ACCEPTED","EXACT","Parascalops breweri",2436161,"Soricomorpha","Talpidae"
"Parascaptor leucura","Parascaptor leucura",2436115,"ACCEPTED","EXACT","Parascaptor leucura",2436115,"Soricomorpha","Talpidae"
"Paraxerus alexandri","Paraxerus alexandri",2437351,"ACCEPTED","EXACT","Paraxerus alexandri",2437351,"Rodentia","Sciuridae"
"Paraxerus boehmi","Paraxerus boehmi",2437347,"ACCEPTED","EXACT","Paraxerus boehmi",2437347,"Rodentia","Sciuridae"
"Paraxerus cepapi","Paraxerus cepapi",2437354,"ACCEPTED","EXACT","Paraxerus cepapi",2437354,"Rodentia","Sciuridae"
"Paraxerus cooperi","Paraxerus cooperi",2437350,"ACCEPTED","EXACT","Paraxerus cooperi",2437350,"Rodentia","Sciuridae"
"Paraxerus flavovittis","Paraxerus flavovittis",2437346,"ACCEPTED","EXACT","Paraxerus flavovittis",2437346,"Rodentia","Sciuridae"
"Paraxerus lucifer","Paraxerus lucifer",2437353,"ACCEPTED","EXACT","Paraxerus lucifer",2437353,"Rodentia","Sciuridae"
"Paraxerus ochraceus","Paraxerus ochraceus",2437345,"ACCEPTED","EXACT","Paraxerus ochraceus",2437345,"Rodentia","Sciuridae"
"Paraxerus palliatus","Paraxerus palliatus",2437349,"ACCEPTED","EXACT","Paraxerus palliatus",2437349,"Rodentia","Sciuridae"
"Paraxerus poensis","Paraxerus poensis",2437344,"ACCEPTED","EXACT","Paraxerus poensis",2437344,"Rodentia","Sciuridae"
"Paraxerus vexillarius","Paraxerus vexillarius",2437352,"ACCEPTED","EXACT","Paraxerus vexillarius",2437352,"Rodentia","Sciuridae"
"Paraxerus vincenti","Paraxerus vincenti",2437348,"ACCEPTED","EXACT","Paraxerus vincenti",2437348,"Rodentia","Sciuridae"
"Pardofelis marmorata","Pardofelis marmorata",2435089,"ACCEPTED","EXACT","Pardofelis marmorata",2435089,"Carnivora","Felidae"
"Parotomys brantsii","Parotomys brantsii",2438856,"ACCEPTED","EXACT","Parotomys brantsii",2438856,"Rodentia","Muridae"
"Parotomys littledalei","Parotomys littledalei",2438855,"ACCEPTED","EXACT","Parotomys littledalei",2438855,"Rodentia","Muridae"
"Paruromys dominator","Paruromys dominator",2438520,"ACCEPTED","EXACT","Paruromys dominator",2438520,"Rodentia","Muridae"
"Paulamys naso","Paulamys naso",2438571,"ACCEPTED","EXACT","Paulamys naso",2438571,"Rodentia","Muridae"
"Pauxi pauxi","Pauxi pauxi",2482271,"ACCEPTED","EXACT","Pauxi pauxi",2482271,"Galliformes","Cracidae"
"Pauxi unicornis","Pauxi unicornis",2482267,"ACCEPTED","EXACT","Pauxi unicornis",2482267,"Galliformes","Cracidae"
"Pearsonomys annectens","Pearsonomys annectens",4265077,"ACCEPTED","EXACT","Pearsonomys annectens",4265077,"Rodentia","Cricetidae"
"Pecari tajacu","Pecari tajacu",2440995,"ACCEPTED","EXACT","Pecari tajacu",2440995,"Artiodactyla","Tayassuidae"
"Pectinator spekei","Pectinator spekei",2439825,"ACCEPTED","EXACT","Pectinator spekei",2439825,"Rodentia","Ctenodactylidae"
"Pedetes capensis","Pedetes capensis",5219942,"ACCEPTED","EXACT","Pedetes capensis",5219942,"Rodentia","Pedetidae"
"Pedetes surdaster","Pedetes surdaster",5706735,"ACCEPTED","EXACT","Pedetes surdaster",5706735,"Rodentia","Pedetidae"
"Pelea capreolus","Pelea capreolus",5220184,"ACCEPTED","EXACT","Pelea capreolus",5220184,"Artiodactyla","Bovidae"
"Pelomys campanae","Pelomys campanae",2438687,"ACCEPTED","EXACT","Pelomys campanae",2438687,"Rodentia","Muridae"
"Pelomys fallax","Pelomys fallax",2438685,"ACCEPTED","EXACT","Pelomys fallax",2438685,"Rodentia","Muridae"
"Pelomys hopkinsi","Pelomys hopkinsi",2438686,"ACCEPTED","EXACT","Pelomys hopkinsi",2438686,"Rodentia","Muridae"
"Pelomys isseli","Pelomys isseli",2438689,"ACCEPTED","EXACT","Pelomys isseli",2438689,"Rodentia","Muridae"
"Pelomys minor","Pelomys minor",2438688,"ACCEPTED","EXACT","Pelomys minor",2438688,"Rodentia","Muridae"
"Penelope albipennis","Penelope albipennis",2482192,"ACCEPTED","EXACT","Penelope albipennis",2482192,"Galliformes","Cracidae"
"Penelope argyrotis","Penelope argyrotis",2482208,"ACCEPTED","EXACT","Penelope argyrotis",2482208,"Galliformes","Cracidae"
"Penelope barbata","Penelope barbata",2482218,"ACCEPTED","EXACT","Penelope barbata",2482218,"Galliformes","Cracidae"
"Penelope dabbenei","Penelope dabbenei",2482219,"ACCEPTED","EXACT","Penelope dabbenei",2482219,"Galliformes","Cracidae"
"Penelope jacquacu","Penelope jacquacu",9462558,"ACCEPTED","EXACT","Penelope jacquacu",9462558,"Galliformes","Cracidae"
"Penelope jacucaca","Penelope jacucaca",2482211,"ACCEPTED","EXACT","Penelope jacucaca",2482211,"Galliformes","Cracidae"
"Penelope marail","Penelope marail",2482220,"ACCEPTED","EXACT","Penelope marail",2482220,"Galliformes","Cracidae"
"Penelope montagnii","Penelope montagnii",2482198,"ACCEPTED","EXACT","Penelope montagnii",2482198,"Galliformes","Cracidae"
"Penelope obscura","Penelope obscura",2482212,"ACCEPTED","EXACT","Penelope obscura",2482212,"Galliformes","Cracidae"
"Penelope ochrogaster","Penelope ochrogaster",2482223,"ACCEPTED","EXACT","Penelope ochrogaster",2482223,"Galliformes","Cracidae"
"Penelope ortoni","Penelope ortoni",2482216,"ACCEPTED","EXACT","Penelope ortoni",2482216,"Galliformes","Cracidae"
"Penelope perspicax","Penelope perspicax",2482224,"ACCEPTED","EXACT","Penelope perspicax",2482224,"Galliformes","Cracidae"
"Penelope pileata","Penelope pileata",2482217,"ACCEPTED","EXACT","Penelope pileata",2482217,"Galliformes","Cracidae"
"Penelope purpurascens","Penelope purpurascens",2482225,"ACCEPTED","EXACT","Penelope purpurascens",2482225,"Galliformes","Cracidae"
"Penelope superciliaris","Penelope superciliaris",2482204,"ACCEPTED","EXACT","Penelope superciliaris",2482204,"Galliformes","Cracidae"
"Penelopina nigra","Penelopina nigra",2482286,"ACCEPTED","EXACT","Penelopina nigra",2482286,"Galliformes","Cracidae"
"Pentalagus furnessi","Pentalagus furnessi",2436950,"ACCEPTED","EXACT","Pentalagus furnessi",2436950,"Lagomorpha","Leporidae"
"Penthetor lucasi","Penthetor lucasi",2432933,"ACCEPTED","EXACT","Penthetor lucasi",2432933,"Chiroptera","Pteropodidae"
"Peponocephala electra","Peponocephala electra",2440470,"ACCEPTED","EXACT","Peponocephala electra",2440470,"Cetacea","Delphinidae"
"Perameles bougainville","Perameles bougainville",5219458,"ACCEPTED","EXACT","Perameles bougainville",5219458,"Peramelemorphia","Peramelidae"
"Perameles eremiana","Perameles eremiana",5219456,"ACCEPTED","EXACT","Perameles eremiana",5219456,"Peramelemorphia","Peramelidae"
"Perameles gunnii","Perameles gunnii",5219455,"ACCEPTED","EXACT","Perameles gunnii",5219455,"Peramelemorphia","Peramelidae"
