"accepted_gbif_id","species","status","order","family","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","omnivore","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_plant","diet_source","diet_certainty","bodymass_kg","bodymass_source","bodymass_speclevel","msw3_id","mswfamilylatin","forstrat_value","forstrat_certainty","forstrat_comment","activity_nocturnal","activity_crepuscular","activity_diurnal","activity_source","activity_certainty","specid","passnonpass","iocorder","blfamilylatin","blfamilyenglish","blfamsequid","taxo","english","diet_enteredby","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist","forstrat_source","forstrat_speclevel","forstrat_enteredby","bodymass_comment","record_comment"
5219173,"canis_lupus","ACCEPTED","Carnivora","Canidae",NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"Ref_1","ABC",32.18333,"Ref_117","1",4927,"Canidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219216,"canis_mesomelas","ACCEPTED","Carnivora","Canidae",NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,1,"Ref_1","ABC",8.50002,"Ref_117","1",4928,"Canidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219143,"canis_simensis","ACCEPTED","Carnivora","Canidae",NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"Ref_1","ABC",10,"Ref_117","1",4929,"Canidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438494,"cannomys_badius","ACCEPTED","Rodentia","Spalacidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.65,"Ref_117","1",2785,"Spalacidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439293,"cansumys_canus","ACCEPTED","Rodentia","Cricetidae",NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,"Ref_3","D2",0.07602,"Ref_178","2",2021,"Cricetidae","G","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440310,"caperea_marginata","ACCEPTED","Cetacea","Neobalaenidae",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",32000,"Ref_117","1",5347,"Neobalaenidae","M","A",NA,1,1,1,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441051,"capra_caucasica","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",55,"Ref_117","1",5210,"Bovidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441050,"capra_falconeri","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",41,"Ref_117","1",5208,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441056,"capra_hircus","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",54.25,"Ref_117","1",5207,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441055,"capra_ibex","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",85.16651,"Ref_117","1",5209,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441049,"capra_nubiana","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",62.62484,"Ref_117","1",5211,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441054,"capra_pyrenaica","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",50,"Ref_117","1",5212,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441052,"capra_sibirica","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",130,"Ref_117","1",5213,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441048,"capra_walie","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",100,"Ref_117","1",5214,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220126,"capreolus_capreolus","ACCEPTED","Artiodactyla","Cervidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",22.5,"Ref_117","1",5285,"Cervidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220127,"capreolus_pygargus","ACCEPTED","Artiodactyla","Cervidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",43.75221,"Ref_117","1",5284,"Cervidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262615,"capricornis_crispus","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"Ref_1","ABC",43.03064,"Ref_58","1",5219,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7261423,"capricornis_milneedwardsii","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_31","ABC",69.09352,"Ref_2","Ref_3",5216,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262619,"capricornis_rubidus","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_2","D1",69.09352,"Ref_2","Ref_3",5218,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262616,"capricornis_sumatraensis","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_30","ABC",110.94222,"Ref_58","1",5217,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262612,"capricornis_swinhoei","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"Ref_1","ABC",69.09352,"Ref_2","Ref_3",5215,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262618,"capricornis_thar","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_2","D1",69.09352,"Ref_2","Ref_3",5220,"Bovidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436938,"caprolagus_hispidus","ACCEPTED","Lagomorpha","Leporidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",2.497,"Ref_117","1",3155,"Leporidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4263070,"capromys_gundlachianus","ACCEPTED","Rodentia","Capromyidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,"Ref_3","D2",5.65,"Ref_2","Ref_3",3099,"Capromyidae","G","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437653,"capromys_pilorides","ACCEPTED","Rodentia","Capromyidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,"Ref_3","D2",5.65,"Ref_117","1",3098,"Capromyidae","G","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435010,"caracal_caracal","ACCEPTED","Carnivora","Felidae",NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"Ref_1","ABC",13.74991,"Ref_117","1",4792,"Felidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439465,"cardiocranius_paradoxus","ACCEPTED","Rodentia","Dipodidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,"Ref_1","ABC",0.0086,"Ref_117","1",1270,"Dipodidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433356,"cardioderma_cor","ACCEPTED","Chiroptera","Megadermatidae",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",0.02784,"Ref_117","1",4013,"Megadermatidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433177,"carollia_brevicauda","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_1","ABC",0.0144,"Ref_117","1",4171,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433178,"carollia_castanea","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_1","ABC",0.01327,"Ref_117","1",4172,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433177,"carollia_colombiana","SYNONYM","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_2","D1",0.01547,"Ref_2","Ref_3",4173,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433176,"carollia_perspicillata","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_1","ABC",0.018,"Ref_117","1",4174,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265408,"carollia_sowelli","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_2","D1",0.0165,"Ref_176","Ref_177",4176,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433175,"carollia_subrufa","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_1","ABC",0.01559,"Ref_117","1",4175,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432207,"carpitalpa_arendsi","ACCEPTED","Afrosoricida","Chrysochloridae",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",0.05234,"Ref_58","1",367,"Chrysochloridae","G","A",NA,1,1,1,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438548,"carpomys_melanurus","ACCEPTED","Rodentia","Muridae",NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,"Ref_3","D2",0.21906,"Ref_178","2",2288,"Muridae","Ar","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438547,"carpomys_phaeurus","ACCEPTED","Rodentia","Muridae",NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,"Ref_3","D2",0.21515,"Ref_178","2",2287,"Muridae","Ar","A",NA,1,0,0,"Ref_3","D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439735,"carterodon_sulcidens","ACCEPTED","Rodentia","Echimyidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.1138,"Ref_117","1",2954,"Echimyidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265055,"caryomys_eva","ACCEPTED","Rodentia","Cricetidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"Ref_1","ABC",0.04771,"Ref_2","Ref_3",1448,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265054,"caryomys_inez","ACCEPTED","Rodentia","Cricetidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"Ref_1","ABC",0.04771,"Ref_2","Ref_3",1449,"Cricetidae","G","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432853,"casinycteris_argynnis","ACCEPTED","Chiroptera","Pteropodidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,"Ref_3","D2",0.02985,"Ref_117","1",3677,"Pteropodidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439838,"castor_canadensis","ACCEPTED","Rodentia","Castoridae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",21.82,"Ref_117","1",1192,"Castoridae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4409131,"castor_fiber","ACCEPTED","Rodentia","Castoridae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",19,"Ref_117","1",1193,"Castoridae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5231784,"casuarius_bennetti","ACCEPTED","Casuariiformes","Casuariidae",NA,NA,NA,1,NA,1,0,0,0,1,0,1,0,0,0,"Ref_1","B",34.99999,"Dunning08","1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,46,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Dwarf Cassowary","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",NA,NA
5231783,"casuarius_casuarius","ACCEPTED","Casuariiformes","Casuariidae",NA,NA,NA,1,NA,1,0,0,0,1,0,1,0,0,0,"Ref_1","A",44,"Dunning08","1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,45,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Southern Cassowary","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",NA,NA
5231785,"casuarius_unappendiculatus","ACCEPTED","Casuariiformes","Casuariidae",NA,NA,NA,1,NA,1,0,0,0,1,0,1,0,0,1,"Ref_1","A",46.07385,"Dunning08","1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,47,"Nonpasseriformes","Casuariiformes","Casuariidae","Cassowaries",4,"BL3","Northern Cassowary","Jennifer",0,0,80,20,0,0,0,0,"Ref_1",1,"Jessica",NA,NA
2440998,"catagonus_wagneri","ACCEPTED","Artiodactyla","Tayassuidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,"Ref_1","ABC",35.56641,"Ref_117","1",5114,"Tayassuidae","G","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435093,"catopuma_badia","ACCEPTED","Carnivora","Felidae",NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,"Ref_84","ABC",2.5,"Ref_117","1",4793,"Felidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435094,"catopuma_temminckii","ACCEPTED","Carnivora","Felidae",NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,"Ref_1","ABC",11.5,"Ref_117","1",4794,"Felidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219704,"cavia_aperea","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.549,"Ref_117","1",3042,"Caviidae","G","A",NA,0,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219706,"cavia_fulgida","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.2825,"Ref_117","1",3043,"Caviidae","G","A",NA,0,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5706497,"cavia_intermedia","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_2","D1",0.57888,"Ref_153","1",3041,"Caviidae","G","A",NA,0,1,0,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219703,"cavia_magna","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.46,"Ref_117","1",3046,"Caviidae","G","A",NA,0,1,0,"Ref_2","D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219702,"cavia_porcellus","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",0.728,"Ref_117","1",3044,"Caviidae","G","A",NA,0,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219705,"cavia_tschudii","ACCEPTED","Rodentia","Caviidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Ref_1","ABC",1,"Ref_117","1",3045,"Caviidae","G","A",NA,0,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219539,"cebus_albifrons","SYNONYM","Primates","Callitrichidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,"Ref_1","ABC",2.629,"Ref_117","1",606,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7477334,"cebus_apella","SYNONYM","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,"Ref_1","ABC",2.5,"Ref_117","1",600,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436637,"cebus_capucinus","ACCEPTED","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,"Ref_1","ABC",2.73332,"Ref_117","1",601,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4266912,"cebus_kaapori","ACCEPTED","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,"Ref_85","ABC",3,"Ref_58","1",602,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7785578,"cebus_libidinosus","SYNONYM","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,0,1,"Ref_59","ABC",2.68721,"Ref_2","Ref_3",607,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7519053,"cebus_nigritus","SYNONYM","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,0,1,"Ref_59","ABC",2.68721,"Ref_2","Ref_3",603,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436638,"cebus_olivaceus","ACCEPTED","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,"Ref_1","ABC",2.59998,"Ref_117","1",604,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8846417,"cebus_xanthosternos","ACCEPTED","Primates","Cebidae",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,0,1,"Ref_59","ABC",2.68721,"Ref_2","Ref_3",605,"Cebidae","Ar","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265249,"centronycteris_centralis","ACCEPTED","Chiroptera","Emballonuridae",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Ref_2","D1",0.005,"Ref_2","Ref_3",4202,"Emballonuridae","A","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433136,"centronycteris_maximiliani","ACCEPTED","Chiroptera","Emballonuridae",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",0.005,"Ref_117","1",4203,"Emballonuridae","A","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433148,"centurio_senex","ACCEPTED","Chiroptera","Phyllostomidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,"Ref_1","ABC",0.02122,"Ref_117","1",4080,"Phyllostomidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441165,"cephalophus_adersi","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,"Ref_1","ABC",9.24996,"Ref_117","1",5248,"Bovidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262456,"cephalophus_brookei","ACCEPTED","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,"Ref_61","ABC",20.86336,"Ref_2","Ref_3",5250,"Bovidae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
