"reference_ID","first_author","reference_year","data_source","data_digitizer","data_checker","sample_type","body_part","food_ref","egestion_age","egestion_age_unit","bodymass_mean","bodymass_min","bodymass_max","bodymass_value_error","bodymass_error_type","bodymass_n_samples","bodymass_unit","bodymass_weight_type","age_mean","age_min","age_max","age_value_error","age_error_type","age_n_samples","age_unit","male_prop","sampling_year","sampling_month","sampling_day","sampling_season","sampling_location","sampling_latitude","sampling_longitude","location_in_reference","organism_name_ref","species_latin_name_ref","species_latin_name_gbif","gbif_id","gbif_id2","organism_stage","environment","temperature","food_ID","body_ID","feces_ID","urine_ID","nb_items_per_sample","nb_individuals_per_sample","individual_known","observation_resolution","observation_ID","animal_group_ID","times_series_ID","time_point","time_unit","repetition_ID","component_name","component_mean","component_min","component_max","component_value_error","component_error_type","component_n_samples","component_unit","component_weight_type","component_data_type","component_detail","component_extraction_method","component_measure_method","freezing","autoclaving","drying","oven","drying_time","drying_time_unit","drying_temp","drying_temp_unit","grinding","grinding_fineness","grinding_fineness_unit","comments"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",7,NA,NA,NA,NA,1,"kg","ww",10,NA,NA,NA,NA,1,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"felis_manul","felis_manul",2435023,2435023,"adult","zoo","11",NA,NA,1,NA,NA,1,1,"individual",1,1,NA,NA,NA,NA,"N",7.4,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435023-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",7,NA,NA,NA,NA,1,"kg","ww",10,NA,NA,NA,NA,1,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"felis_manul","felis_manul",2435023,2435023,"adult","zoo","11",NA,NA,1,NA,NA,1,1,"individual",2,1,NA,NA,NA,NA,"C",33.15,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435023-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",3.5,NA,NA,NA,NA,2,"kg","ww",6,NA,NA,NA,NA,2,"year",0.5,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"martes_flavigula","martes_flavigula",5218844,5218844,"adult","zoo","11",NA,NA,2,NA,NA,2,0,"population",3,2,NA,NA,NA,NA,"N",7.56,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5218844-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",3.5,NA,NA,NA,NA,2,"kg","ww",6,NA,NA,NA,NA,2,"year",0.5,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"martes_flavigula","martes_flavigula",5218844,5218844,"adult","zoo","11",NA,NA,2,NA,NA,2,0,"population",4,2,NA,NA,NA,NA,"C",37.2,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5218844-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",2,NA,NA,NA,NA,2,"kg","ww",4.5,2,7,3.535534,"standard_deviation",2,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"phloeomys_pallidus","phloeomys_pallidus",2438569,2438569,"adult","zoo","12",NA,NA,3,NA,NA,2,0,"population",5,3,NA,NA,NA,NA,"N",3.08,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2438569-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",2,NA,NA,NA,NA,2,"kg","ww",4.5,2,7,3.535534,"standard_deviation",2,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"phloeomys_pallidus","phloeomys_pallidus",2438569,2438569,"adult","zoo","12",NA,NA,3,NA,NA,2,0,"population",6,3,NA,NA,NA,NA,"C",45.9,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2438569-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",2.25,NA,NA,NA,NA,1,"kg","ww",9,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"vulpes_corsac","vulpes_corsac",5219293,5219293,"adult","zoo","5",NA,NA,4,NA,NA,1,1,"individual",7,4,NA,NA,NA,NA,"N",2.66,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219293-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",2.25,NA,NA,NA,NA,1,"kg","ww",9,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"vulpes_corsac","vulpes_corsac",5219293,5219293,"adult","zoo","5",NA,NA,4,NA,NA,1,1,"individual",8,4,NA,NA,NA,NA,"C",33.86,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219293-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",60,NA,NA,NA,NA,1,"kg","ww",9,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"panthera_panthera_pardus","panthera_pardus",5219436,5219436,"adult","zoo","12",NA,NA,5,NA,NA,1,1,"individual",9,5,NA,NA,NA,NA,"N",6.92,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219439-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",60,NA,NA,NA,NA,1,"kg","ww",9,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"panthera_panthera_pardus","panthera_pardus",5219436,5219436,"adult","zoo","12",NA,NA,5,NA,NA,1,1,"individual",10,5,NA,NA,NA,NA,"C",40.08,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219439-568-i1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",35,NA,NA,NA,NA,2,"kg","ww",8,NA,NA,NA,NA,2,"year",0.5,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"uncia_uncia","uncia_uncia",2435238,2435238,"adult","zoo","12",NA,NA,6,NA,NA,2,0,"population",11,6,NA,NA,NA,NA,"N",6.9,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435238-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",35,NA,NA,NA,NA,2,"kg","ww",8,NA,NA,NA,NA,2,"year",0.5,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"uncia_uncia","uncia_uncia",2435238,2435238,"adult","zoo","12",NA,NA,6,NA,NA,2,0,"population",12,6,NA,NA,NA,NA,"C",42.18,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435238-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",4,NA,NA,NA,NA,2,"kg","ww",10.5,5,16,7.778175,"standard_deviation",2,"year",0.5,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","5",NA,NA,7,NA,NA,2,0,"population",13,7,NA,NA,NA,NA,"N",1.99,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219446-568-g1-1"
"1030_999","charberet",2020,568,"preval",NA,"feces",NA,NA,"<24","hour",4,NA,NA,NA,NA,2,"kg","ww",10.5,5,16,7.778175,"standard_deviation",2,"year",0.5,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","5",NA,NA,7,NA,NA,2,0,"population",14,7,NA,NA,NA,NA,"C",45.93,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219446-568-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",5,NA,NA,NA,NA,2,"kg","ww",4,NA,NA,NA,NA,2,"year",0,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","19",NA,NA,8,NA,NA,2,0,"population",15,8,NA,NA,NA,NA,"N",1.39,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219446-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",5,NA,NA,NA,NA,2,"kg","ww",4,NA,NA,NA,NA,2,"year",0,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","19",NA,NA,8,NA,NA,2,0,"population",16,8,NA,NA,NA,NA,"C",40.41,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219446-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",2.5,NA,NA,NA,NA,1,"kg","ww",5,NA,NA,NA,NA,1,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"aspidites_ramsayi","aspidites_ramsayi",5225715,5225715,"adult","zoo","28",NA,NA,9,NA,NA,1,1,"individual",17,9,NA,NA,NA,NA,"N",28.54,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5225715-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",2.5,NA,NA,NA,NA,1,"kg","ww",5,NA,NA,NA,NA,1,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"aspidites_ramsayi","aspidites_ramsayi",5225715,5225715,"adult","zoo","28",NA,NA,9,NA,NA,1,1,"individual",18,9,NA,NA,NA,NA,"C",31.26,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5225715-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",0.8,NA,NA,NA,NA,1,"kg","ww",NA,NA,NA,NA,NA,NA,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"suricata_suricatta","suricata_suricatta",2434126,2434126,NA,"zoo","20",NA,NA,10,NA,NA,1,1,"individual",19,10,NA,NA,NA,NA,"N",0.9,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2434126-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",0.8,NA,NA,NA,NA,1,"kg","ww",NA,NA,NA,NA,NA,NA,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"suricata_suricatta","suricata_suricatta",2434126,2434126,NA,"zoo","20",NA,NA,10,NA,NA,1,1,"individual",20,10,NA,NA,NA,NA,"C",42.75,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2434126-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",0.8,NA,NA,NA,NA,17,"kg","ww",2.8,NA,NA,NA,NA,17,"year",0.705882353,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"suricata_suricatta","suricata_suricatta",2434126,2434126,"adult","zoo","20",NA,NA,11,NA,NA,17,0,"population",21,11,NA,NA,NA,NA,"N",0.95,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2434126-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",0.8,NA,NA,NA,NA,17,"kg","ww",2.8,NA,NA,NA,NA,17,"year",0.705882353,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"suricata_suricatta","suricata_suricatta",2434126,2434126,"adult","zoo","20",NA,NA,11,NA,NA,17,0,"population",22,11,NA,NA,NA,NA,"C",15.47,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2434126-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",150,NA,NA,NA,NA,1,"kg","ww",7,NA,NA,NA,NA,1,"year",0,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_panthera_tigris","panthera_tigris",5219416,5219416,"adult","zoo","12",NA,NA,12,NA,NA,1,1,"individual",23,12,NA,NA,NA,NA,"N",1.61,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219420-103-i2-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",150,NA,NA,NA,NA,1,"kg","ww",7,NA,NA,NA,NA,1,"year",0,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_panthera_tigris","panthera_tigris",5219416,5219416,"adult","zoo","12",NA,NA,12,NA,NA,1,1,"individual",24,12,NA,NA,NA,NA,"C",11.84,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219420-103-i2-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,1,"kg","ww",3,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,13,NA,NA,1,1,"individual",25,13,NA,NA,NA,NA,"N",2.68,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435270-103-i2-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,1,"kg","ww",3,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,13,NA,NA,1,1,"individual",26,13,NA,NA,NA,NA,"C",14.3,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435270-103-i2-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,3,"kg","ww",3,NA,NA,NA,NA,3,"year",1,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,14,NA,NA,3,0,"population",27,14,NA,NA,NA,NA,"N",2.41,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435270-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,3,"kg","ww",3,NA,NA,NA,NA,3,"year",1,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,14,NA,NA,3,0,"population",28,14,NA,NA,NA,NA,"C",14.47,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2435270-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",190,NA,NA,NA,NA,4,"kg","ww",4,NA,NA,NA,NA,4,"year",0.25,2021,1,29,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_leo","panthera_leo",5219404,5219404,"adult","zoo","14",NA,NA,15,NA,NA,4,0,"population",29,15,NA,NA,NA,NA,"N",3.43,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219404-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",190,NA,NA,NA,NA,4,"kg","ww",4,NA,NA,NA,NA,4,"year",0.25,2021,1,29,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_leo","panthera_leo",5219404,5219404,"adult","zoo","14",NA,NA,15,NA,NA,4,0,"population",30,15,NA,NA,NA,NA,"C",24.75,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219404-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"uromastyx_acanthinura","uromastyx_acanthinura",2466109,2466109,NA,"zoo",NA,NA,NA,16,NA,NA,4,0,"population",31,16,NA,NA,NA,NA,"N",0.23,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2466109-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"uromastyx_acanthinura","uromastyx_acanthinura",2466109,2466109,NA,"zoo",NA,NA,NA,16,NA,NA,4,0,"population",32,16,NA,NA,NA,NA,"C",2.6,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2466109-103-g1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",250,NA,NA,NA,NA,1,"kg","ww",14,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_panthera_tigris","panthera_tigris",5219416,5219416,"adult","zoo","12",NA,NA,17,NA,NA,1,1,"individual",33,17,NA,NA,NA,NA,"N",2.48,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219420-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,NA,"<24","hour",250,NA,NA,NA,NA,1,"kg","ww",14,NA,NA,NA,NA,1,"year",1,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_panthera_tigris","panthera_tigris",5219416,5219416,"adult","zoo","12",NA,NA,17,NA,NA,1,1,"individual",34,17,NA,NA,NA,NA,"C",14.29,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219420-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,"carnizoo","<12","hour",90,NA,NA,NA,NA,1,"kg","ww",17,NA,NA,NA,NA,1,"year",0,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_onca","panthera_onca",5219426,5219426,"adult","zoo","12",NA,NA,18,NA,NA,1,1,"individual",35,18,NA,NA,NA,NA,"N",3.06,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219426-103-i1-1"
"1030_999","charberet",2020,103,"preval",NA,"feces",NA,"carnizoo","<12","hour",90,NA,NA,NA,NA,1,"kg","ww",17,NA,NA,NA,NA,1,"year",0,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"panthera_onca","panthera_onca",5219426,5219426,"adult","zoo","12",NA,NA,18,NA,NA,1,1,"individual",36,18,NA,NA,NA,NA,"C",17.55,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5219426-103-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.068,NA,NA,NA,NA,1,"kg","ww",1,NA,NA,NA,NA,1,"year",0,2020,2,24,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"furcifer_pardalis","furcifer_pardalis",5221988,5221988,"adult","zoo","25",NA,NA,19,NA,NA,1,1,"individual",37,19,NA,NA,NA,NA,"N",17.08,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5221988-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.068,NA,NA,NA,NA,1,"kg","ww",1,NA,NA,NA,NA,1,"year",0,2020,2,24,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"furcifer_pardalis","furcifer_pardalis",5221988,5221988,"adult","zoo","25",NA,NA,19,NA,NA,1,1,"individual",38,19,NA,NA,NA,NA,"C",42.06,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5221988-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.025,NA,NA,NA,NA,8,"kg","ww",2,NA,NA,NA,NA,8,"year",0.5,2020,3,7,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"bufotes_viridis","bufotes_viridis",9529916,9529916,"adult","zoo","22",NA,NA,20,NA,NA,8,0,"population",39,20,NA,NA,NA,NA,"N",8.84,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-9529916-800-g1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.025,NA,NA,NA,NA,8,"kg","ww",2,NA,NA,NA,NA,8,"year",0.5,2020,3,7,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"bufotes_viridis","bufotes_viridis",9529916,9529916,"adult","zoo","22",NA,NA,20,NA,NA,8,0,"population",40,20,NA,NA,NA,NA,"C",46.01,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-9529916-800-g1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,12,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"timon_lepidus","timon_lepidus",2468542,2468542,NA,"zoo",NA,NA,NA,21,NA,NA,NA,NA,NA,41,21,NA,NA,NA,NA,"N",8.84,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2468542-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,6,12,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"timon_lepidus","timon_lepidus",2468542,2468542,NA,"zoo",NA,NA,NA,21,NA,NA,NA,NA,NA,42,21,NA,NA,NA,NA,"C",42.16,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2468542-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.207,NA,NA,NA,NA,13,"kg","ww",1,NA,NA,NA,NA,13,"year",0,2020,3,7,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"trachycephalus_resinifictrix","trachycephalus_resinifictrix",5217956,5217956,"adult","zoo","24",NA,NA,22,NA,NA,13,0,"population",43,22,NA,NA,NA,NA,"N",7.92,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5217956-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"insect","<8","hour",0.207,NA,NA,NA,NA,13,"kg","ww",1,NA,NA,NA,NA,13,"year",0,2020,3,7,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"trachycephalus_resinifictrix","trachycephalus_resinifictrix",5217956,5217956,"adult","zoo","24",NA,NA,22,NA,NA,13,0,"population",44,22,NA,NA,NA,NA,"C",51.24,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5217956-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"rat","<8","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year",1,2020,3,13,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"sanzinia_madagascariensis","sanzinia_madagascariensis",2465128,2465128,NA,"zoo",NA,NA,NA,23,NA,NA,1,1,"individual",45,23,NA,NA,NA,NA,"N",7.47,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2465128-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"rat","<8","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year",1,2020,3,13,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"sanzinia_madagascariensis","sanzinia_madagascariensis",2465128,2465128,NA,"zoo",NA,NA,NA,23,NA,NA,1,1,"individual",46,23,NA,NA,NA,NA,"C",39.8,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-2465128-800-i1-1"
"1030_999","charberet",2020,800,"preval",NA,"feces",NA,"souris_decongelee","<8","hour",0.1175,105,130,17.67767,"standard_deviation",2,"kg","ww",6,NA,NA,NA,NA,2,"year",0,2020,3,10,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"vipera_berus","vipera_berus",5960862,5960862,"adult","zoo","25",NA,NA,24,NA,NA,2,0,"population",47,24,NA,NA,NA,NA,"N",14.78,NA,NA,NA,NA,NA,"percent","dw","stock",NA,NA,"elemental_analyzer",1,1,1,1,3,"day",60,"c",1,80,"µm","F-5960862-800-i1-1"
