"reference_ID","first_author","reference_year","data_source","data_digitizer","data_checker","sample_type","body_part","food_ref","egestion_age","egestion_age_unit","bodymass_mean","bodymass_min","bodymass_max","bodymass_value_error","bodymass_error_type","bodymass_n_samples","bodymass_unit","bodymass_weight_type","age_mean","age_min","age_max","age_value_error","age_error_type","age_n_samples","age_unit","male_prop","sampling_year","sampling_month","sampling_day","sampling_season","sampling_location","sampling_latitude","sampling_longitude","location_in_reference","organism_name_ref","species_latin_name_ref","species_latin_name_gbif","gbif_id","gbif_id2","organism_stage","environment","temperature","food_ID","body_ID","feces_ID","urine_ID","nb_items_per_sample","nb_individuals_per_sample","individual_known","observation_resolution","observation_ID","animal_group_ID","times_series_ID","time_point","time_unit","repetition_ID","component_name","component_mean","component_min","component_max","component_value_error","component_error_type","component_n_samples","component_unit","component_weight_type","component_data_type","component_detail","component_extraction_method","component_measure_method","freezing","autoclaving","drying","oven","drying_time","drying_time_unit","drying_temp","drying_temp_unit","grinding","grinding_fineness","grinding_fineness_unit","comments"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<12","hour",44655,NA,NA,NA,NA,NA,"kg","ww",2,NA,NA,NA,NA,NA,"year",1,2021,7,23,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"vulpes_lagopus","vulpes_lagopus",5219303,5219303,NA,"zoo","20",NA,NA,124,NA,NA,NA,1,"individual",245,NA,NA,NA,NA,NA,"C",26.14547539,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219303-925-i1-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"<15","hour",8,NA,NA,NA,NA,NA,"kg","ww",2,NA,NA,NA,NA,NA,"year",1,2021,5,17,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"pudu_puda","pudu_puda",2440911,2440911,NA,"zoo","15",NA,NA,125,NA,NA,NA,1,"individual",246,NA,NA,NA,NA,NA,"N",3.495179176,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440911-637-i1-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"<15","hour",8,NA,NA,NA,NA,NA,"kg","ww",2,NA,NA,NA,NA,NA,"year",1,2021,5,17,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"pudu_puda","pudu_puda",2440911,2440911,NA,"zoo","15",NA,NA,125,NA,NA,NA,1,"individual",247,NA,NA,NA,NA,NA,"C",43.14997482,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440911-637-i1-1"
"1030_999","charberet",2020,927,"pussacq",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,8,18,NA,"zoodyssee",NA,NA,NA,NA,"capra_ibex","capra_ibex",2441055,2441055,NA,"zoo","20",NA,NA,126,NA,NA,NA,0,"individual",248,NA,NA,NA,NA,NA,"N",2.459096909,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441055-927-i1-1"
"1030_999","charberet",2020,927,"pussacq",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,8,18,NA,"zoodyssee",NA,NA,NA,NA,"capra_ibex","capra_ibex",2441055,2441055,NA,"zoo","20",NA,NA,126,NA,NA,NA,0,"individual",249,NA,NA,NA,NA,NA,"C",42.99582291,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441055-927-i1-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"<24","hour",44623,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",0,2021,6,15,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"erethizon_dorsatus","erethizon_dorsatus",6066824,6066824,NA,"zoo","20",NA,NA,127,NA,NA,NA,1,"individual",250,NA,NA,NA,NA,NA,"N",4.607246876,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-6066824-637-i1-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"<24","hour",44623,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",0,2021,6,15,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"erethizon_dorsatus","erethizon_dorsatus",6066824,6066824,NA,"zoo","20",NA,NA,127,NA,NA,NA,1,"individual",251,NA,NA,NA,NA,NA,"C",41.60212708,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-6066824-637-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<16",NA,30,NA,NA,NA,NA,NA,"kg","ww",6,NA,NA,NA,NA,NA,"year",1,2021,8,3,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"chrysocyon_brachyurus","chrysocyon_brachyurus",2434450,2434450,NA,"zoo","20",NA,NA,128,NA,NA,NA,1,"individual",252,NA,NA,NA,NA,NA,"N",4.958125114,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2434450-925-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<16",NA,30,NA,NA,NA,NA,NA,"kg","ww",6,NA,NA,NA,NA,NA,"year",1,2021,8,3,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"chrysocyon_brachyurus","chrysocyon_brachyurus",2434450,2434450,NA,"zoo","20",NA,NA,128,NA,NA,NA,1,"individual",253,NA,NA,NA,NA,NA,"C",40.77949905,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2434450-925-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<16",NA,25,NA,NA,NA,NA,NA,"kg","ww",4,NA,NA,NA,NA,NA,"year",0,2021,8,9,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"chrysocyon_brachyurus","chrysocyon_brachyurus",2434450,2434450,NA,"zoo","15",NA,NA,129,NA,NA,NA,1,"individual",254,NA,NA,NA,NA,NA,"N",2.478339672,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2434450-925-i2-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<16",NA,25,NA,NA,NA,NA,NA,"kg","ww",4,NA,NA,NA,NA,NA,"year",0,2021,8,9,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"chrysocyon_brachyurus","chrysocyon_brachyurus",2434450,2434450,NA,"zoo","15",NA,NA,129,NA,NA,NA,1,"individual",255,NA,NA,NA,NA,NA,"C",40.06063461,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2434450-925-i2-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,170,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,NA,2021,2,21,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"connochaetes_taurinus","connochaetes_taurinus",2441105,2441105,"adult","zoo",NA,NA,NA,130,NA,NA,NA,0,"individual",256,NA,NA,NA,NA,NA,"N",1.665191531,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441105-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,170,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,NA,2021,2,21,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"connochaetes_taurinus","connochaetes_taurinus",2441105,2441105,"adult","zoo",NA,NA,NA,130,NA,NA,NA,0,"individual",257,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441105-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,400,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,1,2021,3,14,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"equus_grevyi","equus_grevyi",2440894,2440894,"adult","zoo",NA,NA,NA,131,NA,NA,NA,0,"individual",258,NA,NA,NA,NA,NA,"N",0.976454675,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440894-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,400,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,1,2021,3,14,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"equus_grevyi","equus_grevyi",2440894,2440894,"adult","zoo",NA,NA,NA,131,NA,NA,NA,0,"individual",259,NA,NA,NA,NA,NA,"C",43.72646332,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440894-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,220,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,NA,2021,3,2,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"hippotragus_equinus","hippotragus_equinus",2441030,2441030,"adult","zoo",NA,NA,NA,132,NA,NA,NA,0,"individual",260,NA,NA,NA,NA,NA,"N",1.845901012,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441030-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,220,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,NA,2021,3,2,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"hippotragus_equinus","hippotragus_equinus",2441030,2441030,"adult","zoo",NA,NA,NA,132,NA,NA,NA,0,"individual",261,NA,NA,NA,NA,NA,"C",42.72000504,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441030-823-i-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,49,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",1,2020,9,10,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"myrmecophaga_tridactyla","myrmecophaga_tridactyla",2436346,2436346,NA,"zoo","20_30",NA,NA,133,NA,NA,NA,1,"individual",262,NA,NA,NA,NA,NA,"N",2.876562834,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2436346-909-i1-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,49,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",1,2020,9,10,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"myrmecophaga_tridactyla","myrmecophaga_tridactyla",2436346,2436346,NA,"zoo","20_30",NA,NA,133,NA,NA,NA,1,"individual",263,NA,NA,NA,NA,NA,"C",37.94687653,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2436346-909-i1-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"myrmecophaga_tridactyla","myrmecophaga_tridactyla",2436346,2436346,NA,"zoo",NA,NA,NA,134,NA,NA,NA,NA,"individual",264,NA,NA,NA,NA,NA,"N",1.536973119,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2436346-909-i2-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"myrmecophaga_tridactyla","myrmecophaga_tridactyla",2436346,2436346,NA,"zoo",NA,NA,NA,134,NA,NA,NA,NA,"individual",265,NA,NA,NA,NA,NA,"C",16.90090942,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2436346-909-i2-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,45,NA,NA,NA,NA,NA,"kg","ww",12,NA,NA,NA,NA,NA,"year",0,2021,3,1,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"pan_troglodytes","pan_troglodytes",5219534,5219534,NA,"zoo",NA,NA,NA,135,NA,NA,NA,1,"individual",266,NA,NA,NA,NA,NA,"N",3.593311787,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219534-823-i1-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,45,NA,NA,NA,NA,NA,"kg","ww",12,NA,NA,NA,NA,NA,"year",0,2021,3,1,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"pan_troglodytes","pan_troglodytes",5219534,5219534,NA,"zoo",NA,NA,NA,135,NA,NA,NA,1,"individual",267,NA,NA,NA,NA,NA,"C",41.37607193,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219534-823-i1-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,"kg","ww",32,NA,NA,NA,NA,NA,"year",0,2021,2,24,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"pan_troglodytes","pan_troglodytes",5219534,5219534,NA,"zoo",NA,NA,NA,136,NA,NA,NA,1,"individual",268,NA,NA,NA,NA,NA,"N",3.139734745,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219534-823-i2-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,"kg","ww",32,NA,NA,NA,NA,NA,"year",0,2021,2,24,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"pan_troglodytes","pan_troglodytes",5219534,5219534,NA,"zoo",NA,NA,NA,136,NA,NA,NA,1,"individual",269,NA,NA,NA,NA,NA,"C",42.30686188,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219534-823-i2-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",30,NA,NA,NA,NA,NA,"kg","ww",10,NA,NA,NA,NA,NA,"year",0,2021,7,27,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"panthera_pardus","panthera_pardus",5219436,5219436,NA,"zoo","18",NA,NA,137,NA,NA,NA,1,"individual",270,NA,NA,NA,NA,NA,"N",4.965176582,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219436-925-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",30,NA,NA,NA,NA,NA,"kg","ww",10,NA,NA,NA,NA,NA,"year",0,2021,7,27,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"panthera_pardus","panthera_pardus",5219436,5219436,NA,"zoo","18",NA,NA,137,NA,NA,NA,1,"individual",271,NA,NA,NA,NA,NA,"C",30.28183365,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219436-925-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",35,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",1,2021,7,29,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"panthera_pardus","panthera_pardus",5219436,5219436,NA,"zoo","20",NA,NA,138,NA,NA,NA,1,"individual",272,NA,NA,NA,NA,NA,"N",4.675460339,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219436-925-i2-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",35,NA,NA,NA,NA,NA,"kg","ww",11,NA,NA,NA,NA,NA,"year",1,2021,7,29,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"panthera_pardus","panthera_pardus",5219436,5219436,NA,"zoo","20",NA,NA,138,NA,NA,NA,1,"individual",273,NA,NA,NA,NA,NA,"C",28.558321,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5219436-925-i2-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,"kg","ww",58,NA,NA,NA,NA,NA,"month",1,2020,6,24,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"rhinoceros_unicornis","rhinoceros_unicornis",5220113,5220113,NA,"zoo",NA,NA,NA,139,NA,NA,NA,1,"individual",274,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5220113-909-i1-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,"kg","ww",58,NA,NA,NA,NA,NA,"month",1,2020,6,24,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"rhinoceros_unicornis","rhinoceros_unicornis",5220113,5220113,NA,"zoo",NA,NA,NA,139,NA,NA,NA,1,"individual",275,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5220113-909-i1-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,"kg","ww",68,NA,NA,NA,NA,NA,"month",1,2020,6,24,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"rhinoceros_unicornis","rhinoceros_unicornis",5220113,5220113,NA,"zoo",NA,NA,NA,140,NA,NA,NA,1,"individual",276,NA,NA,NA,NA,NA,"N",0.896603942,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5220113-909-i2-1"
"1030_999","charberet",2020,909,"pussacq",NA,"feces",NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,"kg","ww",68,NA,NA,NA,NA,NA,"month",1,2020,6,24,NA,"zoo_de_la_fleche",NA,NA,NA,NA,"rhinoceros_unicornis","rhinoceros_unicornis",5220113,5220113,NA,"zoo",NA,NA,NA,140,NA,NA,NA,1,"individual",277,NA,NA,NA,NA,NA,"C",42.1519928,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-5220113-909-i2-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"12","hour",500,NA,NA,NA,NA,NA,"kg","ww",9,NA,NA,NA,NA,NA,"year",1,2021,6,16,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"alces_alces","alces_alces",2440940,2440940,NA,"zoo","20",NA,NA,141,NA,NA,NA,1,"individual",278,NA,NA,NA,NA,NA,"N",2.297037363,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440940-637-i1-1"
"1030_999","charberet",2020,637,"pussacq",NA,"feces",NA,NA,"12","hour",500,NA,NA,NA,NA,NA,"kg","ww",9,NA,NA,NA,NA,NA,"year",1,2021,6,16,NA,"parc_animalier_d_auvergne",NA,NA,NA,NA,"alces_alces","alces_alces",2440940,2440940,NA,"zoo","20",NA,NA,141,NA,NA,NA,1,"individual",279,NA,NA,NA,NA,NA,"C",43.06132507,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2440940-637-i1-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,1,2021,3,18,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"antidorcas_marsupialis","antidorcas_marsupialis",2441064,2441064,NA,"zoo",NA,NA,NA,142,NA,NA,NA,NA,"individual",280,NA,NA,NA,NA,NA,"N",2.002411842,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441064-823-i-1"
"1030_999","charberet",2020,823,"pussacq",NA,"feces",NA,NA,NA,NA,30,NA,NA,NA,NA,NA,"kg","ww",NA,NA,NA,NA,NA,NA,NA,1,2021,3,18,NA,"reserve_africaine_de_sigean",NA,NA,NA,NA,"antidorcas_marsupialis","antidorcas_marsupialis",2441064,2441064,NA,"zoo",NA,NA,NA,142,NA,NA,NA,NA,"individual",281,NA,NA,NA,NA,NA,"C",34.51955795,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441064-823-i-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",500,NA,NA,NA,NA,NA,"kg","ww",15,NA,NA,NA,NA,NA,"year",0,2021,7,14,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"bos_taurus","bos_taurus",2441022,2441022,NA,"zoo","20",NA,NA,143,NA,NA,NA,1,"individual",282,NA,NA,NA,NA,NA,"N",1.295626402,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441022-925-i1-1"
"1030_999","charberet",2020,925,"pussacq",NA,"feces",NA,NA,"<24","hour",500,NA,NA,NA,NA,NA,"kg","ww",15,NA,NA,NA,NA,NA,"year",0,2021,7,14,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"bos_taurus","bos_taurus",2441022,2441022,NA,"zoo","20",NA,NA,143,NA,NA,NA,1,"individual",283,NA,NA,NA,NA,NA,"C",43.46311951,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441022-925-i1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",NA,20,60,NA,NA,NA,"kg","ww",NA,0.67,10,NA,NA,NA,"year",0.5,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"ovis_aries","ovis_aries",2441110,4262535,NA,"zoo","11",NA,NA,144,NA,NA,NA,0,"population",284,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-4262535-568-g1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",NA,20,60,NA,NA,NA,"kg","ww",NA,0.67,10,NA,NA,2,"year",0.5,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"ovis_aries","ovis_aries",2441110,4262535,NA,"zoo","11",NA,NA,144,NA,NA,10,0,"population",285,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-4262535-568-g1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,11,4.98,"standard_deviation",5,"year",0.8,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"bos_frontalis","bos_frontalis",2441025,4262588,NA,"zoo","11",NA,NA,145,NA,NA,5,1,"population",286,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-4262588-568-g1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,11,4.98,"standard_deviation",5,"year",0.8,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"bos_frontalis","bos_frontalis",2441025,4262588,NA,"zoo","11",NA,NA,145,NA,NA,5,1,"population",287,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-4262588-568-g1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",45,NA,NA,NA,NA,NA,"kg","ww",10,NA,NA,NA,NA,NA,"year",0.25,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"sus_cebifrons","sus_cebifrons",2441215,2441215,NA,"zoo","11",NA,NA,146,NA,NA,4,1,"population",288,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441215-568-g1-1"
"1030_999","charberet",2020,568,"pussacq",NA,"feces",NA,NA,"<24","hour",45,NA,NA,NA,NA,NA,"kg","ww",10,NA,NA,NA,NA,NA,"year",0.25,2021,1,30,NA,"menagerie_zoo_du_jardin_des_plantes",NA,NA,NA,NA,"sus_cebifrons","sus_cebifrons",2441215,2441215,NA,"zoo","11",NA,NA,146,NA,NA,4,1,"population",289,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,1,NA,"dw","stock",NA,"elemental_analyzer","elemental_analyzer",1,1,1,1,2,"d",60,"c",1,80,"µm","F-2441215-568-g1-1"
