Feed,Classification,Infraclass,Overorder,Without_Rang,Order,Underorder,Overfamily,Family,Extra,PanTheria,Source,DOI,Species,Species_lat,Difference,Food/Nutrition,Body_mass,Food_intake_in_dry_matter_per_day_in_gm,DM_dry_matter_diet,OM_organic_material_diet,CP_Crude_Protein_diet,EE_Ether_Extract_diet,NDF_diet,CF_Crude_Fibre_diet,CA_Crude_Ash_diet,N_Nitrogen_diet,Ca_diet,P_diet,Na_diet,K_diet,Mg_diet,dDM,dOM,dCP,dEE,dNDF,dCF,dCA,DM_ad,OM_ad,CP_ad,EE_ad,NDF_ad,CF_ad,CA_ad,Ca_ad,P_ad,Na_ad,K_ad,Mg_ad,Source
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Jones et al (1972),,Sheep,Ovis aries,Corn silage high DM Ex. 2,Herbivore,,,31.8,,8.1,,,,,1.3,,,,,,20.86,,3.98,,,,,65.6,,49.1,,,,,,,,,,Jones et al (1972)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Jones et al (1971),,Sheep,Ovis aries,Wilted alfalfa,Herbivore,,,35.6,,15.7,,,,,2.51,,,,,,20.79,,10.02,,,,,58.4,,63.8,,,,,,,,,,Jones et al (1971)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Jones et al (1971),,Sheep,Ovis aries,Corn silage low DM,Herbivore,,,20.8,,8.2,,,,,1.31,,,,,,13.37,,4.43,,,,,64.3,,54,,,,,,,,,,Jones et al (1971)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Jones et al (1971),,Sheep,Ovis aries,Corn silage high DM,Herbivore,,,33.1,,7.8,,,,,1.25,,,,,,23.53,,4.38,,,,,71.1,,56.2,,,,,,,,,,Jones et al (1971)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Keys et al (1969),,Sheep,Ovis aries,Alfalfa,Herbivore,,,90.33,,20.18,,,,,3.23,,,,,,51.48,,13.91,,,,,56.99,,68.95,,,,,,,,,,Keys et al (1969)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Keys et al (1969),,Sheep,Ovis aries,Brome,Herbivore,,,91.75,,11.92,,,,,1.91,,,,,,56.33,,7.53,,,,,61.39,,63.14,,,,,,,,,,Keys et al (1969)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Keys et al (1969),,Sheep,Ovis aries,Orchardgrass,Herbivore,,,91.94,,13.18,,,,,2.11,,,,,,55.65,,7.79,,,,,60.53,,59.08,,,,,,,,,,Keys et al (1969)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,King & Miller (1980),,Sheep,Ovis aries,Lucerne hay,Herbivore,50,,92.3,83.1,18.13,,39.8,,,2.9,,,,,,59.53,55.1,12.58,,18.71,,,64.5,66.3,69.4,,47,,,,,,,,King & Miller (1980)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Lemosquet et al (1996),,Sheep,Ovis aries,Grass hay,Herbivore,65,,88.8,,7.9,,66.9,,,1.26,,,,,,,,3.58,,31.84,,,,,45.36,,47.6,,,,,,,,Lemosquet et al (1996)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Lemosquet et al (1996),,Sheep,Ovis aries,Grass + barley,Herbivore,65,,89.13,,9.28,,54.55,,,1.48,,,,,,,,4.34,,25.69,,,,,46.79,,47.1,,,,,,,,Lemosquet et al (1996)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Lemosquet et al (1996),,Sheep,Ovis aries,Cocksfoot hay,Herbivore,65,,87.9,,11.8,,71,,,1.89,,,,,,,,6.74,,38.27,,,,,57.13,,53.9,,,,,,,,Lemosquet et al (1996)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Liu et al (2009),,Sheep,Ovis aries,Sorghum,Herbivore,,,,96.54,14.18,,41.56,,,2.27,,,,,,,62.85,10.51,,18,,,,65.1,74.1,88.4,43.3,,,,,,,,Liu et al (2009)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Liu et al (2009),,Sheep,Ovis aries,Alfalfa,Herbivore,,,,96.54,14.2,,41.63,,,2.27,,,,,,,59.66,10.76,,16.94,,,,61.8,75.8,83.7,40.7,,,,,,,,Liu et al (2009)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,49.63,,12.93,,,14.24,,58.6,,75.5,,,38.4,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,47.43,,12.6,,,14.27,,56,,73.6,,,38.5,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,47.18,,11.8,,,12.86,,55.7,,68.9,,,34.7,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,48.96,,12.94,,,16.27,,57.8,,75.6,,,43.9,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,55.06,,14,,,18.28,,65,,81.8,,,49.3,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,53.19,,13.9,,,17.35,,62.8,,81.2,,,46.8,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,53.11,,13.63,,,17.57,,62.7,,79.6,,,47.4,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,53.36,,13.82,,,18.05,,63,,80.7,,,48.7,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,50.26,,1.77,,,14.8,,56.6,,40.3,,,44.7,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,41.74,,1.8,,,9.7,,47,,41,,,29.3,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,44.04,,1.55,,,11.55,,49.6,,35.2,,,34.9,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,McIntosh (1966),,Merino sheep,Ovis aries,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,47.69,,2.09,,,14.83,,53.7,,47.5,,,44.8,,,,,,,McIntosh (1966)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Merchen et al (1986),,Sheep,Ovis aries,Forage level 75%,Herbivore,65,,,91.6,16.6,,42.4,,,,,,,,,,67.33,12.3,,25.91,,,,73.5,74.1,,61.1,,,,,,,,Merchen et al (1986)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Merchen et al (1986),,Sheep,Ovis aries,Forage level 25%,Herbivore,65,,,94.6,16.4,,20,,,,,,,,,,81.36,13.28,,12.64,,,,86,80.95,,63.2,,,,,,,,Merchen et al (1986)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Grass pellets November,Herbivore,51.4,,91.5,,17.69,,50.3,,,2.83,,,,,,,,11.6,,30.53,,,,,65.6,,60.7,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Grass pellets July-August,Herbivore,51.4,,87.7,,14.69,,56.9,,,2.35,,,,,,,,8.87,,33.74,,,,,60.4,,59.3,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Dried grass July,Herbivore,51.4,,87.5,,15.81,,58,,,2.53,,,,,,,,10.97,,43.79,,,,,69.4,,75.5,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Agrostis-Festuca Dec,Herbivore,51.4,,48.1,,7.38,,62.2,,,1.18,,,,,,,,1.22,,26.68,,,,,16.5,,42.9,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Agrostis-Festuca Jan,Herbivore,51.4,,48.2,,7.94,,62.1,,,1.27,,,,,,,,3.37,,28.44,,,,,42.5,,45.8,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Agrostis-Festuca Apr,Herbivore,51.4,,41.4,,9.06,,62,,,1.45,,,,,,,,3.92,,30.44,,,,,43.2,,49.1,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Heather Dec,Herbivore,51.4,,44.8,,6.31,,44.2,,,1.01,,,,,,,,0.18,,7.38,,,,,2.84,,16.7,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Heather jan,Herbivore,51.4,,44.4,,6.5,,45.4,,,1.04,,,,,,,,-1.42,,10.9,,,,,-21.8,,24,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Milne et al (1977),,Blackface sheep,Ovis aries,Heather Apr,Herbivore,51.4,,43.6,,6.56,,43.4,,,1.05,,,,,,,,-0.57,,8.51,,,,,-8.7,,19.6,,,,,,,,Milne et al (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Nielsen et al,,Sheep,Ovis aries,LP diet (low protein),Herbivore,,,,,6.5,,,,,1.04,,,,,,,,3.71,,,,,,,57,,,,,,,,,,Nielsen et al
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Prigge et al (1984),,Sheep,Ovis aries,Ryegrass low intake,Herbivore,46,,88.3,,14.9,,59.6,,,2.38,,,,,,64.37,,10.97,,43.93,,,72.9,,73.6,,73.7,,,,,,,,Prigge et al (1984)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Prigge et al (1984),,Sheep,Ovis aries,Ryegrass high intake,Herbivore,46,,88.3,,14.9,,59.6,,,2.38,,,,,,57.66,,9.77,,39.51,,,65.3,,65.6,,66.3,,,,,,,,Prigge et al (1984)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Prigge et al (1984),,Sheep,Ovis aries,Switchgrass low intake,Herbivore,46,,89.8,,9.2,,73.1,,,1.47,,,,,,47.41,,5.79,,37.65,,,52.8,,62.9,,51.5,,,,,,,,Prigge et al (1984)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Prigge et al (1984),,Sheep,Ovis aries,Switchgrass high intake,Herbivore,46,,89.8,,9.2,,73.1,,,1.47,,,,,,44.36,,5.1,,41.08,,,49.4,,55.4,,56.2,,,,,,,,Prigge et al (1984)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration II ad lib,Herbivore,,,,95,11,,55,,,1.76,,,,,,,53.2,4.84,,20.35,,,,56,44,,37,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration II 3/4 ad lib,Herbivore,,,,95,11,,55,,,1.76,,,,,,,55.1,3.74,,19.8,,,,58,34,,36,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration II 1/2 ad lib,Herbivore,,,,95,11,,55,,,1.76,,,,,,,51.3,4.84,,14.85,,,,54,44,,27,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration I,Herbivore,,,,93,7,,69,,,1.12,,,,,,,38.13,1.33,,22.77,,,,41,19,,33,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration II,Herbivore,,,,95,11,,55,,,1.76,,,,,,,49.4,4.07,,17.6,,,,52,37,,32,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration III,Herbivore,,,,93,15,,27,,,2.4,,,,,,,69.75,10.95,,10.8,,,,75,73,,40,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration IV,Herbivore,,,,95,13,,42,,,2.08,,,,,,,49.4,6.37,,17.64,,,,52,49,,42,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration V,Herbivore,,,,95,11,,58,,,1.76,,,,,,,55.1,4.84,,25.52,,,,58,44,,44,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,San Martin Howard (1987),,Sheep,Ovis aries,Ration VI,Herbivore,,,,94,12,,68,,,1.92,,,,,,,61.1,6.96,,21.08,,,,65,58,,31,,,,,,,,San Martin Howard (1987)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Green feed ad lib,Herbivore,,,24.4,91,14.5,,65.4,,,2.32,,,,,,15.27,,10.12,,40.68,,,62.6,,69.81,,62.2,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Bush hay ad lib,Herbivore,,,94.3,94.5,7.81,,71.8,,,1.25,,,,,,41.21,,3.97,,33.6,,,43.7,,50.82,,46.8,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Millet leaves ad lib,Herbivore,,,94,89.3,5.38,,75.3,,,0.86,,,,,,42.39,,1.64,,34.56,,,45.1,,30.43,,45.9,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Green feed res,Herbivore,,,24.4,91,14.5,,65.4,,,2.32,,,,,,13.69,,9.29,,36.75,,,56.1,,64.04,,56.2,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Bush hay res,Herbivore,,,94.3,94.5,7.81,,71.8,,,1.25,,,,,,41.21,,3.02,,31.02,,,43.7,,38.64,,43.2,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Schlecht et al (2006),,Sheep,Ovis aries,Millet leaves res,Herbivore,,,94,89.3,5.38,,75.3,,,0.86,,,,,,42.39,,1.47,,35.77,,,45.1,,27.27,,47.5,,,,,,,,Schlecht et al (2006)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Sharma & Rajora (1977),,Sheep,Ovis aries,Dry grass,Herbivore,30,640,91.4,,3.85,1.32,,34.65,9.31,0.62,,,,,,44.6,,0.72,0.56,,19.89,,48.8,,18.7,42.3,,57.4,,,,,,,Sharma & Rajora (1977)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Varga & Prigge (1982),,Sheep,Ovis aries,Alfalfa ad lib,Herbivore,27,,,,20.6,,54.1,,,3.3,,,,,,,,15.29,,32.62,,,,,74.2,,60.3,,,,,,,,Varga & Prigge (1982)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Varga & Prigge (1982),,Sheep,Ovis aries,Alfalfa res,Herbivore,27,,,,20.6,,54.1,,,3.3,,,,,,,,14.85,,32.24,,,,,72.1,,59.6,,,,,,,,Varga & Prigge (1982)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Varga & Prigge (1982),,Sheep,Ovis aries,Orchard grass ad lib,Herbivore,27,,,,13.5,,58.8,,,2.16,,,,,,,,8.49,,37.75,,,,,62.9,,64.2,,,,,,,,Varga & Prigge (1982)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,39097.89,Varga & Prigge (1982),,Sheep,Ovis aries,Orchard grass res,Herbivore,27,,,,13.5,,58.8,,,2.16,,,,,,,,8.52,,39.22,,,,,63.1,,66.7,,,,,,,,Varga & Prigge (1982)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,43288.95,Arman & Field (1973),,Reedbuck,Redunca redunca,Chopped gras mixture,Herbivore,,,,,10.5,,,26.8,9,1.68,,,,,,,,5.86,,,15.22,,,,55.8,,,56.8,,,,,,,Arman & Field (1973)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Arman & Hopcraft (1974),,Bush duiker,Sylvicapra grimmia,Diet A N°1,Herbivore,,,,,6.5,,,,,1.04,,,,,,,,3.19,,,,,,,49,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Arman & Hopcraft (1974),,Bush duiker,Sylvicapra grimmia,Diet B N°1,Herbivore,,,,,7.2,,,,,1.152,,,,,,,,3.8,,,,,,,52.8,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Arman & Hopcraft (1974),,Bush duiker,Sylvicapra grimmia,Diet C N°1,Herbivore,,,,,8.7,,,,,1.392,,,,,,,,4.83,,,,,,,55.5,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Arman & Hopcraft (1974),,Bush duiker,Sylvicapra grimmia,Diet D N°1,Herbivore,,,,,11.6,,,,,1.856,,,,,,,,7.56,,,,,,,65.2,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Arman & Hopcraft (1974),,Bush duiker,Sylvicapra grimmia,Diet E N°1,Herbivore,,,,,13.7,,,,,2.192,,,,,,,,9.11,,,,,,,66.5,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Plowman (2002),,Common duiker,Sylvicapra grimmia,Original diet,Herbivore,,,,,11.6,3.2,21.2,,,1.86,,,,,,,,9.28,,13.14,,,,,80,,62,,,,,,,,Plowman (2002)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,15639.15,Plowman (2002),,Common duiker,Sylvicapra grimmia,Restricted diet,Herbivore,,,,,14.3,1.3,31.5,,,2.29,,,,,,,,8.58,,15.44,,,,,60,,49,,,,,,,,Plowman (2002)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,592665.98,Arman & Field (1973),,Buffalo,Syncerus caffer,Chopped gras mixture,Herbivore,,,,,10.5,,,26.8,9,1.68,,,,,,,,5.68,,,14.77,,,,54.1,,,55.1,,,,,,,Arman & Field (1973)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,592665.98,Arman & Field (1973),,Buffalo,Syncerus caffer,Chopped gras mixture,Herbivore,,,,,10.5,,,26.8,9,1.68,,,,,,,,6.24,,,15.7,,,,59.4,,,58.6,,,,,,,Arman & Field (1973)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,562592.69,Arman & Hopcraft (1974),,Eland,Taurotragus oryx,Diet A N°1,Herbivore,,,,,6.5,,,,,1.04,,,,,,,,3.45,,,,,,,53,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,562592.69,Arman & Hopcraft (1974),,Eland,Taurotragus oryx,Diet B N°1,Herbivore,,,,,7.2,,,,,1.152,,,,,,,,3.73,,,,,,,51.8,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,562592.69,Arman & Hopcraft (1974),,Eland,Taurotragus oryx,Diet C N°1,Herbivore,,,,,8.7,,,,,1.392,,,,,,,,4.81,,,,,,,55.3,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,562592.69,Arman & Hopcraft (1974),,Eland,Taurotragus oryx,Diet D N°1,Herbivore,,,,,11.6,,,,,1.856,,,,,,,,7.4,,,,,,,63.8,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_3_4_6,2,2,,3,4,,6,,562592.69,Arman & Hopcraft (1974),,Eland,Taurotragus oryx,Diet E N°1,Herbivore,,,,,13.7,,,,,2.192,,,,,,,,9.32,,,,,,,68,,,,,,,,,,Arman & Hopcraft (1974)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2000),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Experimental diet,Herbivore,719.9,,50.9,,9,0.6,44.1,,,,,,,,,26.93,,3.18,,16.09,,,52.9,,35.31,,36.49,,,,,,,,Dierenfeld et al (2000)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2000),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Experimental diet,Herbivore,614,,58.3,,9.9,1.3,42.5,,,,,,,,,31.11,,4.27,,11.69,,,53.36,,43.18,,27.51,,,,,,,,Dierenfeld et al (2000)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2000),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Experimental diet,Herbivore,760.5,,55.7,,9.7,1.2,41.7,,,,,,,,,28.16,,4.72,,9.14,,,50.56,,48.66,,21.92,,,,,,,,Dierenfeld et al (2000)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Gelugob trial 1,Herbivore,,,40.5,,10,,43.8,,,,,,,,,36.53,,8.88,,35.17,,,90.2,,88.8,,80.3,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Gelugob trial 2,Herbivore,,,40.9,,10.5,,52.8,,,,,,,,,34.15,,8.58,,39.23,,,83.5,,81.7,,74.3,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Lunparai trial 1,Herbivore,,,40.2,,10.4,,46.7,,,,,,,,,32.04,,8.23,,31.01,,,79.7,,79.1,,66.4,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Lunparai trial 2,Herbivore,,,40.4,,10.4,,52.3,,,,,,,,,27.55,,7.59,,32.16,,,68.2,,73,,61.5,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Tanjung trial 1,Herbivore,,,40.7,,10.5,,46.9,,,,,,,,,36.71,,9.83,,38.69,,,90.2,,93.6,,82.5,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,1046156.04,Dierenfeld et al (2006),,Sumatran rhinoceros,Dicerorhinus sumatrensis,Tanjung trial 2,Herbivore,,,41.8,,10.3,,52.4,,,,,,,,,33.31,,7.8,,36.16,,,79.7,,75.7,,69,,,,,,,,Dierenfeld et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Atkinson (1995),,Black rhino,Diceros bicornis,Animal 22°,Herbivore,,,,,10.5,,54.1,,,1.68,,,,,,,,7.25,,11.9,,,,44,69,,22,,,,,,,,Atkinson (1995)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Atkinson (1995),,Black rhino,Diceros bicornis,Animal 23°,Herbivore,,,,,10.4,,56.8,,,1.66,,,,,,,,5.93,,15.34,,,,45,57,,27,,,,,,,,Atkinson (1995)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Atkinson (1995),,Black rhino,Diceros bicornis,Animal 24°,Herbivore,,,,,10.1,,54.9,,,1.62,,,,,,,,6.67,,8.78,,,,41,66,,16,,,,,,,,Atkinson (1995)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Atkinson (1995),,Black rhino,Diceros bicornis,Animal 25°,Herbivore,,,,,9.6,,56,,,1.54,,,,,,,,6.62,,14.56,,,,49,69,,26,,,,,,,,Atkinson (1995)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Clauss et al (2006),,Black rhino,Diceros bicornis,Animal 1°,Herbivore,,,,,13.1,,37.8,,,2.1,,,,,,,,7.21,,12.1,,,,,55,,32,,,,,,,,Clauss et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Clauss et al (2006),,Black rhino,Diceros bicornis,Animal 1°,Herbivore,,,,,15.1,2.8,44.6,23.6,,2.42,,,,,,,,9.82,1.62,17.84,7.32,,,60,65,58,40,31,,,,,,,Clauss et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Clauss et al (2006),,Black rhino,Diceros bicornis,Animal 2°,Herbivore,,,,,12.4,,46.9,,,1.98,,,,,,,,6.32,,9.85,,,,,51,,21,,,,,,,,Clauss et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Clauss et al (2006),,Black rhino,Diceros bicornis,Animal 2°,Herbivore,,,,,15.1,2.4,49.1,26.8,,2.42,,,,,,,,9.97,1.08,13.75,5.36,,,52,66,45,28,20,,,,,,,Clauss et al (2006)
Herbivore,2_2_4_1,2,2,,4,,,1,,995940.54,Clauss et al (2006),,Black rhino,Diceros bicornis,Animal 3°,Herbivore,,,,,12.2,4.8,50,24.3,,1.95,,,,,,,,6.71,2.64,13,6.8,,,47,55,55,26,28,,,,,,,Clauss et al (2006)
