Feed,Classification,Infraclass,Overorder,Without_Rang,Order,Underorder,Overfamily,Family,Extra,PanTheria,Source,DOI,Species,Species_lat,Difference,Food/Nutrition,Body_mass,Food_intake_in_dry_matter_per_day_in_gm,DM_dry_matter_diet,OM_organic_material_diet,CP_Crude_Protein_diet,EE_Ether_Extract_diet,NDF_diet,CF_Crude_Fibre_diet,CA_Crude_Ash_diet,N_Nitrogen_diet,Ca_diet,P_diet,Na_diet,K_diet,Mg_diet,dDM,dOM,dCP,dEE,dNDF,dCF,dCA,DM_ad,OM_ad,CP_ad,EE_ad,NDF_ad,CF_ad,CA_ad,Ca_ad,P_ad,Na_ad,K_ad,Mg_ad,Source
Frugivore,2_2_5_1,2,2,,5,,,1,,702.78,Steller (1986),,Grey-headed flying fox,Pteropus poliocephalus,Diet 3,Herbivore,0.799,,,,3.06,,,,,0.49,,,,,,,,2.39,,,,,,,78,,,,,,,,,,Steller (1986)
Frugivore,2_2_5_1,2,2,,5,,,1,,184.05,Dierenfeld & Seyjagat (2000),,Little golden-mantled flying fox,Pteropus pumilus,,Herbivore,0.175,126,24.3,,9.5,2.4,,,5.1,,,,,,,20.75,,6.98,1.23,,,,85.4,,73.5,51.4,,,,,,,,,Dierenfeld & Seyjagat (2000)
Frugivore,2_2_5_1,2,2,,5,,,1,,1027.54,Dierenfeld & Seyjagat (2000),,Large flying fox/ Malaysian fruit bat,Pteropus vampyrus,,Herbivore,0.869,599.61,24.3,,9.5,2.4,,,5.1,,,,,,,21.68,,7.77,1.38,,,,89.2,,81.8,57.7,,,,,,,,,Dierenfeld & Seyjagat (2000)
Frugivore,2_2_5_2,2,2,,5,,,2,,43.63,Morrison (1980),,Jamaican fruit bat,Artibeus jamaicensis,Ficus insipida,Herbivore,,,,,1.54,,,,,0.25,,,,,,,,0.81,,,,,,,52.6,,,,,,,,,,Morrison (1980)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 1 Week 1 Summer,Herbivore,,,,,6.63,,,,,1.06,,,,,,,,2.12,,,,,,,32,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 1 Week 2 Summer,Herbivore,,,,,6.25,,,,,1,,,,,,,,2.34,,,,,,,37.5,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 2 Week 1 Summer,Herbivore,,,,,6.63,,,,,1.06,,,,,,,,3.14,,,,,,,47.4,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus, Koala 2 Week 2 Summer,Herbivore,,,,,6.25,,,,,1,,,,,,,,1.91,,,,,,,30.6,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 3+4 Week 1 Summer,Herbivore,,,,,6.63,,,,,1.06,,,,,,,,2.52,,,,,,,38,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 3+4 Week 2 Summer,Herbivore,,,,,6.25,,,,,1,,,,,,,,2.7,,,,,,,43.2,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 1 Week 1 Winter,Herbivore,,,,,5.78,,,,,0.92,,,,,,,,0.48,,,,,,,8.36,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 1 Week 2 Winter,Herbivore,,,,,6.69,,,,,1.07,,,,,,,,1.13,,,,,,,16.9,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 2 Week 1 Winter,Herbivore,,,,,5.78,,,,,0.92,,,,,,,,1.35,,,,,,,23.4,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus, Koala 2 Week 2 Winter,Herbivore,,,,,6.69,,,,,1.07,,,,,,,,1.36,,,,,,,20.3,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 4 Week 1 Winter,Herbivore,,,,,5.78,,,,,0.92,,,,,,,,1.05,,,,,,,18.1,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 4 Week 2 Winter,Herbivore,,,,,6.69,,,,,1.07,,,,,,,,1.58,,,,,,,23.6,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 5 Week 1 Winter,Herbivore,,,,,7.5,,,,,1.2,,,,,,,,3.25,,,,,,,43.3,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Harrop & Degabriele (1976),,Koala,Phascolarctos cinereus,Koala 5 Week 2 Winter,Herbivore,,,,,7.19,,,,,1.15,,,,,,,,2.63,,,,,,,36.6,,,,,,,,,,Harrop & Degabriele (1976)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Ullrey et al. (1981),,Koala,Phascolarctos cinereus,Eucalyptus cough drop,Herbivore,5.78,114,37.5,,11.3,9.4,23.9,,3.7,1.81,,,,,,26.29,,5.6,4.66,13.65,,,70.1,,49.6,49.6,57.1,,,,,,,,Ullrey et al. (1981)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Ullrey et al. (1981),,Koala,Phascolarctos cinereus,Eucalyptus waltzing,Herbivore,6.77,123.6,38.8,,11.8,9.2,26.8,,4.4,1.89,,,,,,23.75,,3.76,4.13,11.66,,,61.2,,31.9,44.9,43.5,,,,,,,,Ullrey et al. (1981)
Herbivore,1_1_1_2,1,1,,1,,,2,,6528.74,Ullrey et al. (1981),,Koala,Phascolarctos cinereus,Eucalyptus gumdrop,Herbivore,4.82,82.4,34.4,,13.6,10.6,24,,4,2.18,,,,,,18.58,,5.07,3.89,5.45,,,54,,37.3,36.7,22.7,,,,,,,,Ullrey et al. (1981)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,low fibre LN,Herbivore,,,,96.5,8.13,,14.8,,3.5,1.3,,,,,,,,3.17,,3.85,,,,,39,,26,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,low fibre MN,Herbivore,,,,96.4,5.88,,15.5,,3.6,0.94,,,,,,,,3.11,,4.03,,,,,53,,26,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,low fibre HN,Herbivore,,,,97.2,3.63,,16.1,,2.8,0.58,,,,,,,,2.36,,6.92,,,,,65,,43,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,high fibre LN,Herbivore,,,,95.7,10.63,,27.3,,4.3,1.7,,,,,,,,4.04,,5.46,,,,,38,,20,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,high fibre MN,Herbivore,,,,95.3,6.56,,28.1,,4.7,1.05,,,,,,,,3.61,,5.34,,,,,55,,19,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,2810.31,Wallis & Hume (1992),,Rufous rat-kangaroo,Aepyprymnus rufescens,high fibre HN,Herbivore,,,,96.3,4.19,,29.8,,3.7,0.67,,,,,,,,2.85,,5.96,,,,,68,,20,,,,,,,,Wallis & Hume (1992)
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet A N°1,Herbivore,,,,,1.88,,,,,0.3,,,,,,,,-0.62,,,,,,,-33,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet A N°2,Herbivore,,,,,1.88,,,,,0.3,,,,,,,,-0.64,,,,,,,-34,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet A N°16,Herbivore,,,,,1.88,,,,,0.3,,,,,,,,-0.66,,,,,,,-35,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet A N°14,Herbivore,,,,,1.88,,,,,0.3,,,,,,,,-0.56,,,,,,,-30,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet A N°18,Herbivore,,,,,1.88,,,,,0.3,,,,,,,,-0.62,,,,,,,-33,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet B N°1,Herbivore,,,,,3.31,,,,,0.53,,,,,,,,0.56,,,,,,,17,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet B N°2,Herbivore,,,,,3.31,,,,,0.53,,,,,,,,0.5,,,,,,,15,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet B N°16,Herbivore,,,,,3.31,,,,,0.53,,,,,,,,0.2,,,,,,,6,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet B N°14,Herbivore,,,,,3.31,,,,,0.53,,,,,,,,0.63,,,,,,,19,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet B N°18,Herbivore,,,,,3.31,,,,,0.53,,,,,,,,0.66,,,,,,,20,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet C N°1,Herbivore,,,,,4.06,,,,,0.65,,,,,,,,-0.73,,,,,,,-18,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet C N°2,Herbivore,,,,,4.06,,,,,0.65,,,,,,,,-0.41,,,,,,,-10,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet C N°16,Herbivore,,,,,4.06,,,,,0.65,,,,,,,,0.37,,,,,,,9,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet C N°14,Herbivore,,,,,4.06,,,,,0.65,,,,,,,,1.14,,,,,,,28,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet C N°18,Herbivore,,,,,4.06,,,,,0.65,,,,,,,,1.02,,,,,,,25,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet D N°1,Herbivore,,,,,5.19,,,,,0.83,,,,,,,,2.13,,,,,,,41,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet D N°2,Herbivore,,,,,5.19,,,,,0.83,,,,,,,,1.87,,,,,,,36,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet D N°16,Herbivore,,,,,5.19,,,,,0.83,,,,,,,,2.13,,,,,,,41,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet D N°14,Herbivore,,,,,5.19,,,,,0.83,,,,,,,,2.28,,,,,,,44,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet D N°18,Herbivore,,,,,5.19,,,,,0.83,,,,,,,,2.23,,,,,,,43,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet E N°1,Herbivore,,,,,8.31,,,,,1.33,,,,,,,,4.82,,,,,,,58,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet E N°2,Herbivore,,,,,8.31,,,,,1.33,,,,,,,,4.82,,,,,,,58,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet E N°16,Herbivore,,,,,8.31,,,,,1.33,,,,,,,,4.57,,,,,,,55,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet E N°14,Herbivore,,,,,8.31,,,,,1.33,,,,,,,,4.49,,,,,,,54,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Barker 1968,,Tammar wallaby,Macropus eugenii,Diet E N°18,Herbivore,,,,,8.31,,,,,1.33,,,,,,,,4.32,,,,,,,52,,,,,,,,,,Barker 1968
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Dellow & Hume (1982),,Tammar wallaby,Macropus eugenii,Lucerne hay,Herbivore,4.8,94,,90.4,19,,,,,,,,,,,,55.05,14.69,,,,,,60.9,77.3,,,,,,,,,,Dellow & Hume (1982)
Herbivore,1_1_1_4,1,1,,1,,,4,,5278.48,Dellow & Hume (1982),,Tammar wallaby,Macropus eugenii,Phalaris aquatica,Herbivore,4.8,115,,82.6,15.1,,,,,,,,,,,,54.6,10.95,,,,,,66.1,72.5,,,,,,,,,,Dellow & Hume (1982)
Herbivore,1_1_1_4,1,1,,1,,,4,,33409.89,Dellow & Hume (1982),,Eastern grey kangaroo,Macropus giganteus,Lucerne hay,Herbivore,20.8,549,,90.4,19,,,,,3.04,,,,,,,50.53,13.87,,,,,,55.9,73,,,,,,,,,,Dellow & Hume (1982)
Herbivore,1_1_1_4,1,1,,1,,,4,,4156.62,McArthur & Sanson (1993),,Parma wallaby,Macropus parma,Basal diet,Herbivore,,,,,17.56,,27.3,,,2.81,,,,,,,,,,9.8,,,,,56.4,,35.9,,,,,,,,McArthur & Sanson (1993)
Herbivore,1_1_1_4,1,1,,1,,,4,,4156.62,McArthur & Sanson (1993),,Parma wallaby,Macropus parma,Quebracho diet,Herbivore,,,,,16.5,,25.7,,,2.64,,,,,,,,,,8.4,,,,,37.5,,32.7,,,,,,,,McArthur & Sanson (1993)
Herbivore,1_1_1_4,1,1,,1,,,4,,25978.92,Hume et al (1974),,Euro,Macropus robustus,Lucerne hay,Herbivore,27,,,,17.1,,47.6,,,2.74,,,,,,,,12.68,,21.04,,,,,74.17,,44.2,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,25978.92,Hume et al (1974),,Euro,Macropus robustus,Oaten chaff,Herbivore,27,,,,5.8,,50,,,0.93,,,,,,,,2.78,,12.3,,,,,48,,24.6,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,25978.92,Hume et al (1974),,Euro,Macropus robustus,Wheat straw,Herbivore,27,,,,1.8,,70.7,,,0.29,,,,,,,,-0.82,,22.62,,,,,-45.45,,32,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Lucerne hay,Herbivore,17.6,,,,17.13,,,30.5,,2.74,,,,,,,,11.96,,,10.86,,,,69.81,,,35.6,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Lucerne hay,Herbivore,6.7,,,,17.13,,,30.5,,2.74,,,,,,,,12.21,,,7.66,,,,71.3,,,25.1,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Lucerne hay,Herbivore,9.8,,,,17.13,,,30.5,,2.74,,,,,,,,11.51,,,12.02,,,,67.19,,,39.4,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Oat straw,Herbivore,17.6,,,,4,,,39.5,,0.64,,,,,,,,1.45,,,11.1,,,,36.36,,,28.1,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Oat straw,Herbivore,6.7,,,,4,,,39.5,,0.64,,,,,,,,1.25,,,10.98,,,,31.25,,,27.8,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Foot & Romberg (1964),,Red kangaroos,Macropus rufus,Oat straw,Herbivore,9.8,,,,4,,,39.5,,0.64,,,,,,,,0.73,,,11.97,,,,18.18,,,30.3,,,,,,,Foot & Romberg (1964)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Hume et al (1974),,Red kangaroo,Macropus rufus,Lucerne hay,Herbivore,30,,,,17.1,,47.6,,,2.74,,,,,,,,11.24,,16.76,,,,,65.75,,35.2,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Hume et al (1974),,Red kangaroo,Macropus rufus,Oaten chaff,Herbivore,30,,,,5.8,,50,,,0.93,,,,,,,,2.02,,8.25,,,,,34.88,,16.5,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Hume et al (1974),,Red kangaroo,Macropus rufus,Wheat straw,Herbivore,30,,,,1.8,,70.7,,,0.29,,,,,,,,-2.1,,22.91,,,,,-116.67,,32.4,,,,,,,,Hume et al (1974)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,45.4,,11.85,,,7.12,,53.6,,69.2,,,19.2,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,47.69,,12.41,,,9.71,,56.3,,72.5,,,26.2,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,48.7,,12.58,,,9.23,,57.5,,73.5,,,24.9,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff ad lib,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,47.86,,12.74,,,9.34,,56.5,,74.4,,,25.2,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,35.4,,11.3,,,6.38,,41.8,,66,,,17.2,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,53.11,,14.55,,,13.31,,62.7,,85,,,35.9,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,52.68,,14.55,,,15.01,,62.2,,85,,,40.5,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Lucerne chaff rest,Herbivore,,,84.7,,17.12,,,37.07,,2.74,,,,,,49.63,,13.87,,,17.42,,58.6,,81,,,47,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,44.58,,1.83,,,13.14,,50.2,,41.7,,,39.7,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,42.62,,2.02,,,11.29,,48,,46,,,34.1,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,37.65,,2.09,,,6.59,,42.4,,47.6,,,19.9,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,McIntosh (1966),,Red kangaroo,Macropus rufus,Oaten straw,Herbivore,,,88.8,,4.39,,,33.11,,0.7,,,,,,45.91,,2.06,,,8.41,,51.7,,47,,,25.4,,,,,,,McIntosh (1966)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,young at foot/ lucerne hay,Herbivore,,,92.2,,18.13,,,,,2.9,,,,,,51.63,,13.59,,,,,56,,75,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,weaned/ lucerne hay,Herbivore,,,92.2,,18.13,,,,,2.9,,,,,,54.4,,13.78,,,,,59,,76,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,adult/ lucerne hay,Herbivore,,,92.2,,18.13,,,,,2.9,,,,,,52.55,,12.87,,,,,57,,71,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,youg at foot/ oaten hay,Herbivore,,,92.4,,5.56,,,,,0.89,,,,,,36.96,,3.17,,,,,40,,57,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,weaned/ oaten hay,Herbivore,,,92.4,,5.56,,,,,0.89,,,,,,38.81,,2.73,,,,,42,,49,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,38968.39,Munn et al (2006),,Red kangaroo,Macropus rufus,adult/ oaten hay,Herbivore,,,92.4,,5.56,,,,,0.89,,,,,,38.81,,3.12,,,,,42,,56,,,,,,,,,,Munn et al (2006)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP3,Herbivore,3.68,119.8,,,20.06,,,25.1,,3.21,,,,,,,,15.31,,,9.84,,,,76.3,,,39.2,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP3,Herbivore,3.23,111.6,,,20.06,,,25.1,,3.21,,,,,,,,15.37,,,10.19,,,,76.6,,,40.6,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP3,Herbivore,3.85,123.7,,,20.06,,,25.1,,3.21,,,,,,,,14.97,,,10.29,,,,74.6,,,41,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP3,Herbivore,3.74,107.6,,,20.06,,,25.1,,3.21,,,,,,,,15.77,,,11.7,,,,78.6,,,46.6,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP4,Herbivore,3.28,59.6,,,15.69,,,20.8,,2.51,,,,,,,,10.4,,,9.67,,,,66.3,,,46.5,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP4,Herbivore,3.74,74.4,,,15.69,,,20.8,,2.51,,,,,,,,10.73,,,6.36,,,,68.4,,,30.6,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP4,Herbivore,3.66,44.2,,,15.69,,,20.8,,2.51,,,,,,,,9.93,,,6.86,,,,63.3,,,33,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,3027.67,Calaby (1958),,Quokka,Setonix brachyurus,RP4,Herbivore,3.64,45.6,,,15.69,,,20.8,,2.51,,,,,,,,10.56,,,10,,,,67.3,,,48.1,,,,,,,Calaby (1958)
Herbivore,1_1_1_4,1,1,,1,,,4,,5865.86,McArthur & Sanson (1993),,Tasmanian pademelon,Thylogale billardierii,Basal diet 1,Herbivore,,,,,20.81,,27.3,,,3.33,,,,,,,,,,8.35,,,,,79.3,,30.6,,,,,,,,McArthur & Sanson (1993)
Herbivore,1_1_1_4,1,1,,1,,,4,,5865.86,McArthur & Sanson (1993),,Tasmanian pademelon,Thylogale billardierii,Quebracho diet 1,Herbivore,,,,,19.56,,25.7,,,3.13,,,,,,,,,,9.84,,,,,70.5,,38.3,,,,,,,,McArthur & Sanson (1993)
Herbivore,1_1_1_4,1,1,,1,,,4,,5865.86,McArthur & Sanson (1993),,Tasmanian pademelon,Thylogale billardierii,Basal diet 2,Herbivore,,,,,18.13,,28.6,,,2.9,,,,,,,,,,12.1,,,,,67.2,,42.3,,,,,,,,McArthur & Sanson (1993)
