Species;C (mg/g);N (mg/g);P (mg/g);date;day;month;year;data;location;period;feces_ID
Giraffe;;9.53;2.60;Mid September 2009;NA;9;2009;NA2;SA;dry;298
Grey duiker;412.0;20.98;6.00;Mid September 2009;NA;9;2009;NA2;MK;dry;299
Grey duiker;456.6;12.66;2.67;Mid September 2009;NA;9;2009;NA2;MK;dry;300
Grey duiker;481.2;26.61;2.94;Mid September 2009;NA;9;2009;NA2;MK;dry;301
Grey duiker;412.0;24.15;2.48;Mid September 2009;NA;9;2009;NA2;MK;dry;302
Grey duiker;416.3;16.00;2.62;Mid September 2009;NA;9;2009;NA2;SA;dry;303
Grey duiker;427.4;21.87;6.66;Mid September 2009;NA;9;2009;NA2;MK;dry;304
Hare;;20.67;2.63;Mid September 2009;NA;9;2009;NA2;SA;dry;305
Hare;;8.03;1.00;Mid September 2009;NA;9;2009;NA2;SA;dry;306
Hare;;8.87;1.04;Mid September 2009;NA;9;2009;NA2;SA;dry;307
Hare;;9.42;1.23;Mid September 2009;NA;9;2009;NA2;SA;dry;308
Hare;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;SA;dry;309
Rat;;3.82;0.34;Mid September 2009;NA;9;2009;NA2;;dry;310
Rat;;3.42;0.38;Mid September 2009;NA;9;2009;NA2;;dry;311
Rat;;5.01;0.34;Mid September 2009;NA;9;2009;NA2;;dry;312
Rat;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;;dry;313
Reedbuck;;13.47;4.77;Mid September 2009;NA;9;2009;NA2;SA;dry;314
Reedbuck;;10.87;4.36;Mid September 2009;NA;9;2009;NA2;SA;dry;315
Reedbuck;;13.81;2.33;Mid September 2009;NA;9;2009;NA2;SA;dry;316
Reedbuck;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;SA;dry;317
Reedbuck;;11.58;2.83;Mid September 2009;NA;9;2009;NA2;SA;dry;318
Reedbuck;;12.08;3.42;Mid September 2009;NA;9;2009;NA2;SA;dry;319
Warthog;;10.70;1.51;Mid September 2009;NA;9;2009;NA2;MK;dry;320
Warthog;;11.55;3.80;Mid September 2009;NA;9;2009;NA2;MK;dry;321
Warthog;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;MK;dry;322
Warthog;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;MK;dry;323
Warthog;;11.48;2.51;Mid September 2009;NA;9;2009;NA2;MK;dry;324
Warthog;;10.27;2.88;Mid September 2009;NA;9;2009;NA2;MK;dry;325
Waterbuck;;11.59;3.13;Mid September 2009;NA;9;2009;NA2;MK;dry;326
Waterbuck;;12.91;3.08;Mid September 2009;NA;9;2009;NA2;SA;dry;327
Waterbuck;;14.24;2.57;Mid September 2009;NA;9;2009;NA2;MK;dry;328
Waterbuck;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;SA;dry;329
Waterbuck;;13.29;2.48;Mid September 2009;NA;9;2009;NA2;MK;dry;330
Waterbuck;;11.36;1.94;Mid September 2009;NA;9;2009;NA2;SA;dry;331
Waterbuck;;14.05;6.37;Mid September 2009;NA;9;2009;NA2;MK;dry;332
Waterbuck;;11.75;2.61;Mid September 2009;NA;9;2009;NA2;SA;dry;333
Waterbuck;;14.96;2.77;Mid September 2009;NA;9;2009;NA2;MK;dry;334
Waterbuck;;14.68;3.71;Mid September 2009;NA;9;2009;NA2;SA;dry;335
Wildebeest;;8.91;6.08;Mid September 2009;NA;9;2009;NA2;SA;dry;336
Wildebeest;;7.70;4.66;Mid September 2009;NA;9;2009;NA2;SA;dry;337
Wildebeest;;7.71;5.01;Mid September 2009;NA;9;2009;NA2;SA;dry;338
Wildebeest;;8.40;4.03;Mid September 2009;NA;9;2009;NA2;SA;dry;339
