"","Species","date","day","month","year","data","location","period","feces_ID","component_name","component_mean"
"274","Buffalo","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",95,"N",10.39
"275","Buffalo","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",95,"P",2.57
"276","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",96,"C",439.1
"277","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",96,"N",20.38
"278","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",96,"P",1.84
"279","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",97,"C",447.7
"280","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",97,"N",36.55
"281","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",97,"P",3.59
"282","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",98,"C",453.5
"283","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",98,"N",30.82
"284","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",98,"P",3.57
"285","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",99,"C",414.9
"286","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",99,"N",31.59
"287","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",99,"P",3.51
"288","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",100,"C",441.7
"289","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",100,"N",38.33
"290","Giraffe","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",100,"P",4.26
"291","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",101,"C",398.4
"292","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",101,"N",19.73
"293","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",101,"P",4.24
"294","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",102,"C",403.2
"295","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",102,"N",18.82
"296","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",102,"P",4.19
"297","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",103,"C",395.7
"298","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",103,"N",18.18
"299","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",103,"P",3.89
"300","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",104,"C",400
"301","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",104,"N",18.43
"302","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",104,"P",4.24
"303","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",105,"C",398.7
"304","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",105,"N",19.73
"305","Reedbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",105,"P",4.07
"306","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",106,"C",332.5
"307","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",106,"N",11.11
"308","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",106,"P",3.69
"309","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",107,"C",394.9
"310","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",107,"N",14.78
"311","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",107,"P",4.8
"312","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",108,"C",381.4
"313","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",108,"N",11.48
"314","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",108,"P",3.95
"315","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",109,"C",356.6
"316","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",109,"N",10.85
"317","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",109,"P",3.29
"318","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",110,"C",361.4
"319","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",110,"N",12.05
"320","Warthog","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",110,"P",3.7
"321","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",111,"C",387.3
"322","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",111,"N",10.83
"323","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",111,"P",2.19
"324","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",112,"C",395.7
"325","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",112,"N",10.25
"326","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",112,"P",2
"327","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",113,"C",393.4
"328","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",113,"N",10.23
"329","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",113,"P",2.08
"330","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",114,"C",399.6
"331","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",114,"N",10.37
"332","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",114,"P",2.05
"333","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",115,"C",394.5
"334","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",115,"N",11.89
"335","Waterbuck","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",115,"P",2.29
"336","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",116,"C",380
"337","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",116,"N",9.41
"338","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",116,"P",6.56
"339","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",117,"C",384.8
"340","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",117,"N",9.96
"341","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",117,"P",6.78
"342","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",118,"C",384.5
"343","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",118,"N",9.36
"344","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",118,"P",6.65
"345","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",119,"C",369.7
"346","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",119,"N",8.78
"347","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",119,"P",5.85
"348","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",120,"C",379.1
"349","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",120,"N",9.5
"350","Wildebeest","lundi 31 juillet 2006",31,7,2006,"DDE3","SA","dry",120,"P",6.67
"351","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",121,"N",21.71
"352","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",121,"P",5.59
"353","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",122,"N",20.6
"354","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",122,"P",4.95
"355","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",123,"N",20.43
"356","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",123,"P",3
"357","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",124,"N",25.18
"358","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",124,"P",6.11
"359","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",125,"N",25.35
"360","Bushbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",125,"P",4.63
"361","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",126,"N",29.94
"362","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",126,"P",3.56
"363","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",127,"N",29.98
"364","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",127,"P",3.03
"365","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",128,"N",32.9
"366","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",128,"P",2.31
"367","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",129,"N",29.6
"368","Giraffe","Begin of November 2009",NA,10,2009,"NA3","MK","wet",129,"P",4.65
"369","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",130,"N",17.16
"370","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",130,"P",1.78
"371","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",131,"N",22.3
"372","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",131,"P",2.64
"373","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",132,"N",17.02
"374","Hare","Begin of November 2009",NA,10,2009,"NA3","MK","wet",132,"P",1.13
"375","Rat","Begin of November 2009",NA,10,2009,"NA3","MK","wet",133,"N",6.33
"376","Rat","Begin of November 2009",NA,10,2009,"NA3","MK","wet",133,"P",0.4
"377","Rat","Begin of November 2009",NA,10,2009,"NA3","MK","wet",134,"N",4.88
"378","Rat","Begin of November 2009",NA,10,2009,"NA3","MK","wet",134,"P",0.31
"379","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",135,"N",12.7
"380","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",135,"P",2.3
"381","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",136,"N",14.04
"382","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",136,"P",2.45
"383","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",137,"N",14.59
"384","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",137,"P",2.18
"385","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",138,"N",21.9
"386","Reedbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",138,"P",3.14
"387","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",139,"N",18.68
"388","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",139,"P",2.47
"389","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",140,"N",8.49
"390","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",140,"P",1.47
"391","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",141,"N",12.87
"392","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",141,"P",1.51
"393","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",142,"N",18.87
"394","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",142,"P",2.88
"395","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",143,"N",18.62
"396","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",143,"P",2.23
"397","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",144,"N",30.72
"398","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",144,"P",5.68
"399","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",145,"N",15.18
"400","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",145,"P",2.04
"401","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",146,"N",20.38
"402","Warthog","Begin of November 2009",NA,10,2009,"NA3","MK","wet",146,"P",1.84
"403","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",147,"N",16.12
"404","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",147,"P",2.09
"405","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",148,"N",14.8
"406","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",148,"P",1.93
"407","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",149,"N",35.59
"408","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",149,"P",2.98
"409","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",150,"N",15.9
"410","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",150,"P",2.18
"411","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",151,"N",18.21
"412","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",151,"P",2.88
"413","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",152,"N",17.98
"414","Waterbuck","Begin of November 2009",NA,10,2009,"NA3","MK","wet",152,"P",2.92
"415","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",153,"C",142
"416","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",153,"N",5.33
"417","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",153,"P",7.24
"418","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",154,"C",339
"419","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",154,"N",12.5
"420","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",154,"P",3.32
"421","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",155,"C",327
"422","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",155,"N",13
"423","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",155,"P",1.46
"424","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",156,"C",274.8
"425","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",156,"N",8.15
"426","Buffalo","End of July 2009",NA,7,2009,"NA1","","dry",156,"P",3.29
"427","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",157,"C",449
"428","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",157,"N",22.2
"429","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",157,"P",3.81
"430","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",158,"C",461.9
"431","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",158,"N",25.73
"432","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",158,"P",2.77
"433","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",159,"C",403
"434","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",159,"N",19.42
"435","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",159,"P",1.75
"436","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",160,"C",388
"437","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",160,"N",11.3
"438","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",160,"P",2.63
"439","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",161,"C",363
"440","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",161,"N",11.3
"441","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",161,"P",2.24
"442","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",162,"C",435
"443","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",162,"N",17.5
"444","Bushbuck","End of July 2009",NA,7,2009,"NA1","","dry",162,"P",2.77
"445","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",163,"C",434
"446","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",163,"N",13.3
"447","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",163,"P",4.19
"448","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",164,"C",444
"449","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",164,"N",10.8
"450","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",164,"P",2.7
"451","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",165,"C",430
"452","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",165,"N",12.3
"453","Elephant","End of July 2009",NA,7,2009,"NA1","","dry",165,"P",1.7
"454","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",166,"C",450
"455","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",166,"N",22.2
"456","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",166,"P",2.42
"457","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",167,"C",436
"458","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",167,"N",22.8
"459","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",167,"P",2.72
"460","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",168,"C",451
"461","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",168,"N",21.6
"462","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",168,"P",2.65
"463","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",169,"C",402
"464","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",169,"N",11.7
"465","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",169,"P",2.06
"466","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",170,"C",464
"467","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",170,"N",19.7
"468","Giraffe","End of July 2009",NA,7,2009,"NA1","","dry",170,"P",2.2
"469","Hare","End of July 2009",NA,7,2009,"NA1","","dry",171,"C",423
"470","Hare","End of July 2009",NA,7,2009,"NA1","","dry",171,"N",9.89
"471","Hare","End of July 2009",NA,7,2009,"NA1","","dry",171,"P",0.69
"472","Hare","End of July 2009",NA,7,2009,"NA1","","dry",172,"C",420
"473","Hare","End of July 2009",NA,7,2009,"NA1","","dry",172,"N",12.4
"474","Hare","End of July 2009",NA,7,2009,"NA1","","dry",172,"P",0.98
"475","Hare","End of July 2009",NA,7,2009,"NA1","","dry",173,"C",398
"476","Hare","End of July 2009",NA,7,2009,"NA1","","dry",173,"N",13.2
"477","Hare","End of July 2009",NA,7,2009,"NA1","","dry",173,"P",1.04
"478","Hare","End of July 2009",NA,7,2009,"NA1","","dry",174,"C",378
"479","Hare","End of July 2009",NA,7,2009,"NA1","","dry",174,"N",21.3
"480","Hare","End of July 2009",NA,7,2009,"NA1","","dry",174,"P",0.68
"481","Hare","End of July 2009",NA,7,2009,"NA1","","dry",175,"C",415
"482","Hare","End of July 2009",NA,7,2009,"NA1","","dry",175,"N",10.1
"483","Hare","End of July 2009",NA,7,2009,"NA1","","dry",175,"P",4.21
"484","Hare","End of July 2009",NA,7,2009,"NA1","","dry",176,"C",415
"485","Hare","End of July 2009",NA,7,2009,"NA1","","dry",176,"N",9.63
"486","Hare","End of July 2009",NA,7,2009,"NA1","","dry",176,"P",0.73
"487","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",177,"C",371
"488","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",177,"N",9.38
"489","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",177,"P",1.96
"490","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",178,"C",400
"491","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",178,"N",11
"492","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",178,"P",2.27
"493","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",179,"C",439
"494","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",179,"N",5.3
"495","Kongoni","End of July 2009",NA,7,2009,"NA1","","dry",179,"P",4.77
"496","Rat","End of July 2009",NA,7,2009,"NA1","","dry",180,"C",428
"497","Rat","End of July 2009",NA,7,2009,"NA1","","dry",180,"N",3.88
"498","Rat","End of July 2009",NA,7,2009,"NA1","","dry",180,"P",0.33
"499","Rat","End of July 2009",NA,7,2009,"NA1","","dry",181,"C",418
"500","Rat","End of July 2009",NA,7,2009,"NA1","","dry",181,"N",3.5
"501","Rat","End of July 2009",NA,7,2009,"NA1","","dry",181,"P",0.48
"502","Rat","End of July 2009",NA,7,2009,"NA1","","dry",182,"C",433
"503","Rat","End of July 2009",NA,7,2009,"NA1","","dry",182,"N",3.84
"504","Rat","End of July 2009",NA,7,2009,"NA1","","dry",182,"P",0.37
"505","Rat","End of July 2009",NA,7,2009,"NA1","","dry",183,"C",408
"506","Rat","End of July 2009",NA,7,2009,"NA1","","dry",183,"N",5.52
"507","Rat","End of July 2009",NA,7,2009,"NA1","","dry",183,"P",0.49
"508","Rat","End of July 2009",NA,7,2009,"NA1","","dry",184,"C",428
"509","Rat","End of July 2009",NA,7,2009,"NA1","","dry",184,"N",5.13
"510","Rat","End of July 2009",NA,7,2009,"NA1","","dry",184,"P",0.94
"511","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",185,"C",420
"512","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",185,"N",16.3
"513","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",185,"P",2.8
"514","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",186,"C",434.9
"515","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",186,"N",19.97
"516","Red duiker","End of July 2009",NA,7,2009,"NA1","","dry",186,"P",3.1
"517","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",187,"C",396
"518","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",187,"N",12.4
"519","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",187,"P",3.3
"520","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",188,"C",395
"521","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",188,"N",12.4
"522","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",188,"P",2.59
"523","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",189,"C",388
"524","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",189,"N",12.3
"525","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",189,"P",2.79
"526","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",190,"C",478
"527","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",190,"N",23.9
"528","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",190,"P",2.27
"529","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",191,"C",387.1
"530","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",191,"N",11.8
"531","Reedbuck","End of July 2009",NA,7,2009,"NA1","","dry",191,"P",2.52
"532","Suni","End of July 2009",NA,7,2009,"NA1","","dry",192,"C",429
"533","Suni","End of July 2009",NA,7,2009,"NA1","","dry",192,"N",20.1
"534","Suni","End of July 2009",NA,7,2009,"NA1","","dry",192,"P",1.76
"535","Suni","End of July 2009",NA,7,2009,"NA1","","dry",193,"C",410
"536","Suni","End of July 2009",NA,7,2009,"NA1","","dry",193,"N",23.7
"537","Suni","End of July 2009",NA,7,2009,"NA1","","dry",193,"P",1.5
"538","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",194,"C",365
"539","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",194,"N",8.58
"540","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",194,"P",4.15
"541","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",195,"C",396
"542","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",195,"N",11.9
"543","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",195,"P",2.23
"544","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",196,"C",383
"545","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",196,"N",11
"546","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",196,"P",1.83
"547","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",197,"C",322
"548","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",197,"N",14.1
"549","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",197,"P",1.78
"550","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",198,"C",344
"551","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",198,"N",8
"552","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",198,"P",2
"553","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",199,"C",407
"554","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",199,"N",8.8
"555","Warthog","End of July 2009",NA,7,2009,"NA1","","dry",199,"P",1.85
"556","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",200,"C",383
"557","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",200,"N",11
"558","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",200,"P",2.72
"559","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",201,"C",364
"560","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",201,"N",10.5
"561","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",201,"P",6.85
"562","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",202,"C",327.4
"563","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",202,"N",13.63
"564","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",202,"P",1.96
"565","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",203,"C",373
"566","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",203,"N",11.1
"567","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",203,"P",4.94
"568","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",204,"C",397
"569","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",204,"N",11.2
"570","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",204,"P",2.14
"571","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",205,"C",363.2
"572","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",205,"N",10.21
"573","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",205,"P",1.84
"574","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",206,"C",381
"575","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",206,"N",12.8
"576","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",206,"P",1.77
"577","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",207,"C",391
"578","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",207,"N",10.6
"579","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",207,"P",2.36
"580","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",208,"C",383
"581","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",208,"N",10.5
"582","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",208,"P",2.44
"583","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",209,"C",379
"584","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",209,"N",10.3
"585","Waterbuck","End of July 2009",NA,7,2009,"NA1","","dry",209,"P",2.32
"586","Wildebeest","End of July 2009",NA,7,2009,"NA1","SA","dry",210,"C",362
"587","Wildebeest","End of July 2009",NA,7,2009,"NA1","SA","dry",210,"N",11.7
